regional_id,q1_total,q1_mediana_do_rs_anual,q1_total_rs_por_ha,q1_mediana_do_rs_ha_ano,q2_total,q2_mediana_do_rs_anual,q2_total_rs_por_ha,q2_mediana_do_rs_ha_ano
17006,8624909.69,2130151.255,23.753996056106836,6.167282681909769,11518806.040000003,2942386.1050000004,29.573846102497356,7.699452969694741
17007,282196.44000000006,63997.385,2.1996417547469838,0.5086395435595515,362954.15,64382.26,2.730333473753893,0.49297802348890307
17008,2827.88,386.335,0.025469053966424095,0.003508802610151472,696.76,0.0,0.006184791002778345,0.0
21001,427279.19,104705.335,1.4458407298247513,0.35785778606836455,1165396.88,288580.01,3.857359022649715,0.9617008876213882
21002,2694.92,422.72499999999997,0.010163794696566836,0.0015878832266212348,9532.789999999999,1548.28,0.0352705752638044,0.005738777835907553
21003,610427.84,169157.38999999998,2.720642513003133,0.7565807884218705,1005850.33,240569.785,4.383496816480217,1.0601137157399299
21004,233911.35999999996,51289.975,1.0118673864894794,0.2244451397727017,154926.44,33996.71000000001,0.6557677395323638,0.14521215569297685
21005,21433.35,5430.17,0.0709372983170332,0.018154845999471654,627.73,151.415,0.0020335551336957297,0.0004926868949808834
21006,1013.37,103.665,0.0026978379918162626,0.0002784926766889823,14917.960000000001,3516.5600000000004,0.038851687102184534,0.009218028391659572
21007,1503189.1300000001,341106.65,4.93283955357348,1.1263623812030956,664206.65,169834.36,2.130622499943864,0.5496078166496662
21008,10754459.04,2939753.2800000003,20.081598392644405,5.52584710392624,10687167.3,2649912.6849999996,19.54089096437642,4.875376262858062
21009,79914.99,21810.08,0.20833982480838417,0.057555995519898866,32170.45,7827.3099999999995,0.0822830476784842,0.020359282112315774
21010,21161.32,5646.33,0.09852005661290923,0.02622660072007367,26661.440000000002,4471.225,0.12158406450082998,0.020418825212817713
21011,1356859.54,330611.58499999996,3.456403389001539,0.8519686620482179,1807068.77,484966.43999999994,4.505675563811352,1.2171524462060916
21012,10770.39,2101.495,0.03763028621740224,0.007395072911751803,16618.62,709.6800000000001,0.056852530352946004,0.0024373517472376137
21013,621.99,111.665,0.0020860807212186665,0.0003830125126910518,528.59,99.665,0.0017271530189807449,0.00033416596814752725
21014,484835.49,87375.78,1.246870168346012,0.22741070245490627,1179733.01,260076.53999999998,2.970086000931509,0.6608685492480771
21015,46301.87,11903.130000000001,0.19077112921234896,0.04936304299009393,43286.05,10700.285,0.1745919161688723,0.04337644991330987
21016,7770322.960000001,1222719.8199999998,5.383936276799041,0.8507402724389498,1822732.69,382429.065,1.2355382124027454,0.262269604788687
21017,22543.329999999998,953.03,0.09114160844815317,0.0038964053837565156,62989.55,12970.33,0.2492168150346192,0.051690493618301525
21018,77568.87,22052.245,0.28729636735359043,0.08224468761398897,100570.27,26487.045,0.36453428396408677,0.09663429447827432
21019,268115.05000000005,43434.75,0.8980995591821423,0.1473547597497652,8380.89,804.3499999999999,0.02746653076875178,0.0026836249074129828
22001,368400.61000000004,82649.865,2.2921033933526624,0.5145455354058355,441849.32,108803.815,2.6975751396562777,0.66631925753214
22002,47370.76,11706.86,0.24409235890327668,0.060682508258961085,76532.0,18263.68,0.3856662685634521,0.09269976339725594
22003,22527.56,5451.91,0.05701750700457354,0.013804408801025434,24686.05,5710.820000000001,0.061220767304020034,0.01422598603037132
22004,32352168.99,7991850.220000001,26.688628510948615,6.61326195898035,32773392.63,8219662.99,26.417777339810943,6.646027845585807
22005,2021819.35,443162.4,7.335957932395757,1.6154040509318848,381632.65,97055.70999999999,1.3540755393130854,0.34581783593473636
22006,132393.16,36746.725000000006,0.9070385442786479,0.25226622157567824,191358.97999999998,48897.13,1.2816649141020058,0.3279092117215846
22007,60881.68000000001,15765.904999999999,1.2921931444338324,0.3352553174356273,30376.53,5898.08,0.6277309830340352,0.12317079378925219
22008,123869.56999999999,29954.59,1.1561683996341168,0.2800802312658854,170678.21,43558.365000000005,1.5616429996157153,0.39971761984014065
22009,125856.84,11404.965,0.339597416123862,0.030926410823650066,3082.71,719.0400000000001,0.00814514680082014,0.001902705342097629
22010,15782.579999999998,4299.594999999999,0.15014012690379472,0.04091178350635208,15041.5,3219.155,0.1408248291358487,0.030143306424427984
22011,2078329.8299999998,389337.07999999996,10.108067321300902,1.8948514672407568,6667857.72,1695271.255,31.883640971448518,8.11037335175211
23001,55304994.36,13308185.145,19.761756329176116,4.842726670480809,62636543.760000005,15707133.3,21.758863390985,5.510007506588464
23002,21267.46,5711.915,0.03434051712306095,0.009415628889231203,14503.59,3991.02,0.02289000838040406,0.0063851944358960504
23003,30520.25,7338.075000000001,0.056670943567194994,0.013877898135926266,12243.699999999999,1828.1750000000002,0.022042292569815505,0.003333282027496505
23004,440766.5800000001,95795.485,3.1736310878142917,0.6934123923253523,167229.03,43809.625,1.1825744107601248,0.3121208354177878
23005,2581.11,791.105,0.012533554113899465,0.0038752417471345346,9603.02,2198.0550000000003,0.045837804295942725,0.010560575135689268
23006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23007,80534.93000000001,18784.155,0.6864318468514542,0.16176346208354653,106727.33000000002,23809.440000000002,0.8875084611866452,0.2007867314244069
23008,301346.06999999995,74479.485,0.9334686082819119,0.2333074402043273,211485.83000000002,53299.495,0.6414784718746683,0.16330290934854863
23009,1773937.7600000002,470874.27,8.913991336944616,2.3703002141492773,1180520.1600000001,273988.48,5.824235708541574,1.3586938959823993
23010,179414.86,2850.895,0.7958889574008436,0.012686860781304803,4834.000000000001,1078.91,0.021112397091258492,0.004739120412746789
23011,7413728.09,1905936.4200000002,11.484501535144112,2.970195296728553,10716946.66,2551704.33,16.27448954612824,3.9026948491483022
23012,491.95000000000005,99.665,0.002152925782156033,0.0004361649518824698,4042.38,1012.6949999999999,0.017192398969063397,0.0043442429828918685
23013,3194.58,910.91,0.010125323292256199,0.00291764786605859,9258.0,1938.3000000000002,0.028510190129524583,0.00599001448749765
23014,4187.67,790.6200000000001,0.03666094706155287,0.006926786095369295,12552.210000000001,3662.07,0.10813226856877035,0.03173746301125184
23015,1913.3799999999999,398.66,0.006449631739504154,0.001344721663233027,3018.2400000000002,735.0400000000001,0.010048340058327674,0.0024538666502502767
23016,0.0,0.0,0.0,0.0,4857.57,307.925,0.030569019225323305,0.0019501683600398993
23017,51443.48000000001,15251.885000000002,0.3000949691991787,0.08900476982253698,26864.440000000002,6438.055,0.15501875382289468,0.037197750310237504
23018,601558.69,136471.78,1.8765693171077134,0.42848359700361516,380417.82,50673.17,1.1679719871787,0.15637462988617035
23019,964658.3300000001,221966.435,4.510404864546415,1.0393693748427177,1347665.25,300123.125,6.192716925296732,1.38573371284915
23020,129610.78,35907.075,0.375242917734254,0.10465654930543764,131162.6,39542.045,0.37246230299588245,0.11303582597594325
23021,7094616.459999999,1750141.58,16.73274384664006,4.164891473939434,11843360.61,2817740.465,27.259266119027505,6.564877663101002
23022,13468.45,2889.17,0.041280960452150565,0.008987583089978074,3202.45,443.235,0.009472966497269732,0.0013207709910591173
24001,496.65,99.665,0.0012859284499208998,0.00026473978919631095,0.0,0.0,0.0,0.0
24002,5666856.4,1411226.56,11.611482688883472,2.9075891135049923,6418916.82,1661867.37,12.886001513658055,3.366888347186757
24003,40.38,0.0,0.00011416841962407546,0.0,2284.57,316.18,0.006399552927401125,0.0008924783759184881
24004,26974.600000000002,2710.8149999999996,0.08590308650624817,0.008690233305060404,20228.32,4910.68,0.06467371113420191,0.01580417072557916
24005,0.0,0.0,0.0,0.0,250.09,0.0,0.0012286536836520134,0.0
24006,2410.58,207.33,0.009468850655982403,0.0008188647350627192,315.46,0.0,0.0012495840793497377,0.0
24007,12450671.89,3031275.535,9.224475985428338,2.3021403119129387,24167697.45,5781582.98,17.43415576958175,4.234708490747358
24008,2420.8,522.69,0.015255860852029242,0.0032997288846781684,2476.85,676.375,0.015486119794923096,0.004270390865467377
25001,13418866.73,3469464.985,10.193306890786433,2.683611993011789,22848131.080000002,5424379.005000001,17.09965467098247,4.132986766491919
25002,0.0,0.0,0.0,0.0,3917.48,794.1800000000001,0.012739068084040883,0.002585103543458306
25003,,,,,,,,
25004,21000.2,3770.715,0.18525229357798165,0.033315046239283205,9498.15,1905.225,0.08324335457182672,0.016798402870243458
25005,569.5,152.08999999999997,0.005008530772342709,0.001339609670573861,294.32,26.11,0.0025744600823981176,0.00023091073102569999
25006,1158790.75,299349.7,4.868398222020561,1.2682307007126192,1623425.62,443047.38,6.777036836041211,1.853136284680403
25007,2523.44,655.5450000000001,0.0169590580391946,0.004406391066041556,484.12,107.86,0.0032607919605030073,0.0007256165655315313
25008,1821.71,436.04,0.015346660601159186,0.0037381928813664126,9725.08,2385.42,0.0813140578098479,0.020178010055997744
25009,1127994.7000000002,256824.77500000002,6.354219548330039,1.461332792547039,728052.68,182665.785,4.071951319093721,1.02929315060723
25010,210309.35,61373.895000000004,1.7882839869392197,0.5229105723587115,343516.45999999996,85237.70000000001,2.9084451782236895,0.7244168490592238
25011,0.0,0.0,0.0,0.0,346.03,0.0,0.00404670853360465,0.0
25012,30296.06,7476.3,0.17219638624750624,0.04281799892505432,0.0,0.0,0.0,0.0
25013,25150.17,6590.76,0.41503985345809197,0.10911404547691164,67807.34,19223.690000000002,1.115399065666535,0.31664508795812646
25014,0.0,0.0,0.0,0.0,764.3299999999999,163.215,0.004960089814141833,0.0010780810335944621
25015,,,,,,,,
25016,9916765.35,2445710.75,17.98936857037643,4.478754615923103,9398471.620000001,2349760.4,16.903057109251076,4.235930721235032
26001,0.0,0.0,0.0,0.0,17782.1,141.05,0.0930634567578176,0.0007444764649375601
26002,0.0,0.0,0.0,0.0,3809.3,280.565,0.008813193067531644,0.0006635053319970506
26003,1126809.5899999999,322778.91000000003,0.8271685939941963,0.23992626070653786,3401756.22,854105.845,2.430277208624459,0.6172078911029655
26004,19488.840000000004,4338.325000000001,0.035991467907698284,0.008043588498340365,969.24,240.31,0.0017648022781979803,0.0004392594301769831
26005,0.0,0.0,0.0,0.0,1636.98,0.0,0.005177547450888607,0.0
26006,0.0,0.0,0.0,0.0,3973.23,0.0,0.006563265022944494,0.0
26007,1586453.1800000002,395195.69,4.502671256981972,1.1324722719823912,1971844.15,491801.93,5.475671739190803,1.3777553512889513
26008,1521761.02,389113.67,2.4692608578540343,0.6351541411507411,1331392.94,353889.275,2.1186523873554894,0.5695681931777192
26009,7421612.180000001,1874199.37,14.935285459572809,3.7971247050005075,9718901.930000002,2358090.315,18.797122728907905,4.64164075312774
26010,18532403.54,4526696.08,4.41394940074058,1.0895122922390885,16498474.950000001,4094974.8150000004,3.85097068603565,0.9699647662536927
26011,136822.90000000002,25595.22,0.9301668989428602,0.1752701936517408,474889.16000000003,128101.32500000001,3.1888234859625446,0.8618334034100821
26012,43465.77,10730.735,0.18249126710890923,0.045373099078917706,39810.33,9457.675000000001,0.16431944822803934,0.03938874278635204
27001,4055508.71,1089268.955,3.146527313551879,0.8481188030045801,2726040.31,702244.25,2.1102192474539954,0.5472983286496431
27002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27003,180061.61000000002,43490.805,0.7932998352263215,0.19304628656419068,17881.88,4320.32,0.0794097297777383,0.019260057200108916
27004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27005,4021.2200000000003,0.0,0.01666371065325134,0.0,0.0,0.0,0.0,0.0
27006,43069.7,2303.555,0.20623793904278495,0.01106284861288998,818288.12,191357.19,3.941220962995429,0.9252904767556291
27007,6672915.67,1750337.92,12.473439015271884,3.288793085608722,8303110.0600000005,2061509.395,15.581546461592739,3.8766645040907965
27008,4477.94,132.645,0.02812564379569379,0.0008346967542192633,0.0,0.0,0.0,0.0
27009,487596.81999999995,113541.57500000001,2.035631379654408,0.475767154530893,239602.18,52329.005,1.0093315135201169,0.22140287515845672
27010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28001,14554555.11,4227610.305,17.08004467586236,4.992814263084915,17195073.67,4231125.555,19.51543996658726,4.903737984809956
28002,959660.87,281087.27,3.8916950671554633,1.1522597910396746,35465.75,4490.87,0.14247736238661107,0.018151388907882638
28003,949.4300000000001,0.0,0.003761131710718134,0.0,94352.54,15762.240000000002,0.3684753692465106,0.062140851874706304
28004,820238.8800000001,200881.49000000002,3.142497097867939,0.7772523256109318,415831.47000000003,83500.36499999999,1.5783057081152478,0.31868450647093216
28005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28006,0.0,0.0,0.0,0.0,8474.93,264.64,0.024049586542336136,0.0007582808022922636
28007,94257.87,19564.495,0.5883431642417093,0.12251313169829149,81384.23000000001,19098.33,0.5072596438521807,0.11943577063512309
29001,574539.97,178726.88499999998,1.032583832066282,0.32209079527946344,31254.970000000005,7609.585000000001,0.05743234626657235,0.014082455301638262
29002,121926.37000000001,27936.54,0.26191998023672963,0.06109803207922254,5168104.52,1135233.935,10.965752914841023,2.453580263318294
29003,770442.6,183933.41999999998,1.82176491452082,0.4365144291254141,1282141.41,331257.24000000005,3.154914332115306,0.8156119610702337
29004,13565.96,2205.75,0.02164710613113085,0.003554298726605583,16170.189999999999,2543.265,0.025097416253684245,0.0040228462146633115
29005,74813.38,11060.330000000002,0.2728254630456901,0.04063123059734385,30010.070000000003,5709.210000000001,0.1124596030758623,0.021508951052884993
29006,8944263.87,2235578.7449999996,7.551993459747812,1.9030660227956901,11315951.41,2615099.495,9.742549199395953,2.2671491751384503
29007,795036.29,172073.635,1.6848486884210616,0.36693237167059317,47957.399999999994,8613.215,0.10457211637004311,0.018887337050602443
29008,218632.71000000002,53907.745,1.0820187568049096,0.26783010893672166,328226.47000000003,82595.22,1.6630850729631133,0.4205491950997874
29009,51055.350000000006,10497.300000000001,0.15927222870405613,0.032298537151181556,87924.48000000001,21778.940000000002,0.30042909421416447,0.07330043974131126
29010,841.26,121.05,0.001965799583126922,0.00028286146915045755,541.28,0.0,0.0013035227480710137,0.0
29011,851179.62,211121.4,3.2521410313721444,0.8072888770305824,1557726.02,354327.79000000004,6.1894102735262795,1.4091388217415326
29012,86894.12000000001,11626.52,0.16302867359976286,0.021777330615383762,365171.18999999994,102138.26,0.7254686813983656,0.2017706713320851
29013,234919.32,64170.885,0.9128397901690305,0.24960292086931443,163587.77000000002,42870.15,0.6601365164299925,0.173398027461318
29014,113585.3,27208.495,0.2789573601717185,0.06713935524086898,171326.69,40493.955,0.43520603655872464,0.10312421265759325
29015,169754.63,26445.58,0.328424283580588,0.05096821209127185,37303.840000000004,9392.060000000001,0.07689309661767041,0.019277776630057017
29016,3011609.59,776140.675,5.497323248733188,1.4370735610638028,523545.37000000005,95831.93000000001,0.9721659130790015,0.17941892796997855
29017,1087.1,257.87,0.0041685360083132976,0.0009996162329582237,145848.95,30396.820000000003,0.5719073256424936,0.11971781853115873
29018,2707333.0500000003,696210.4750000001,6.961944295868093,1.8143244210510787,3141978.1599999997,788783.4850000001,8.099760666133896,2.0464796903828093
29019,3840.31,1025.295,0.011478585498097518,0.0031021688873158855,5898.990000000001,220.715,0.018173049374462805,0.0006841951219882024
29020,25593269.92,6428720.23,7.334933472428014,1.847456551015554,37731964.37,9286048.395,10.972555896634773,2.7289839687563675
29021,277158.55,73057.45499999999,0.8844365979200505,0.234038071475206,175835.32,42839.255000000005,0.5810202490153057,0.14179500247902369
29022,51234.4,12435.2,0.108342937378804,0.026428730398532416,71392.71,6773.155000000001,0.15405218025513992,0.014778500152751877
29023,168152.19,41968.39,0.8801705880813421,0.22182458721606627,110604.05999999998,27294.800000000003,0.5952247079146911,0.14770525515807914
29024,36533.4,9163.795,0.11843382360092197,0.029801929662203373,58718.39,14727.135,0.1963274197215498,0.049346276723797
29025,240983.98,53955.32000000001,0.3691227161885623,0.08292964332632374,708014.52,109845.23000000001,1.1117585209518217,0.1733245486022901
29026,3731770.3699999996,919700.4199999999,8.039784235279416,1.9937436194166196,3014632.75,787152.785,6.5797684032241515,1.73971469193529
29027,9738.819999999998,2433.7349999999997,0.030299830437285125,0.007665998630168588,9000.12,2498.29,0.028599228466656926,0.007957088160819987
29028,913017.5999999999,231892.68,1.3621334208582914,0.34616464113419787,943761.4500000001,238552.40500000003,1.4752773096895822,0.3727593239633338
31001,2353094.42,583221.73,7.757871863430009,1.9399240546865006,3024071.1799999997,761966.6549999999,9.931594403757101,2.5172150015306016
31002,681445.25,165563.265,4.65751208043141,1.1360353521307447,755314.1100000001,185887.05,5.197198877046191,1.284390853397877
31003,1849801.15,453424.605,8.93982200592508,2.202763398332302,709553.6000000001,108508.015,3.439742875010302,0.5283165826575016
31004,6233.36,617.99,0.033923970720291706,0.003393125916280155,7222.38,1455.74,0.038635162460280946,0.007862206133526395
31006,51547.64,12951.945,0.21740885702235344,0.0550608683239229,99066.59999999999,27107.405,0.41012196030701203,0.11313533029105546
31007,4093933.3499999996,1022111.745,7.552504690414213,1.9012449811150751,6244675.6,1466115.225,11.18716517377284,2.6706018891993377
31008,871069.05,237531.06,3.285329770422307,0.9033112243600045,789115.5,205357.7,2.977962903560579,0.7776969994644622
31009,11308.7,0.0,0.08911224232490703,0.0,0.0,0.0,0.0,0.0
31010,3821575.35,963159.5449999999,28.67027285549237,7.3319555536853365,2925245.8200000003,831385.8300000001,21.671537623813723,6.233436439666401
31011,1598954.73,481030.855,12.616122345923513,3.8121467516319765,2004012.98,431921.92,15.893260317863147,3.4416731817536164
31012,1338501.85,324646.555,6.695555727856175,1.634349186169175,2787050.51,701997.4199999999,13.652375333098204,3.4825900725120604
31013,2548396.02,769787.075,10.634667551360216,3.2337290071960823,2243279.21,550044.535,9.327292802288499,2.2910753966070185
31015,1081749.5899999999,270279.715,4.475902690714696,1.126834500610249,1163010.5100000002,290110.29500000004,4.795603217932014,1.202737754445112
31016,84774171.95,20850733.16,24.839918879401786,6.175815029043684,69505067.97,17698546.85,20.17752253476232,5.160487899282055
31017,3946284.95,941944.605,5.573683478314909,1.3540709795008588,3792725.71,929193.42,5.078956107307236,1.2586711449508816
31018,70949.03000000001,12956.765000000001,0.08182410862976479,0.015151173877964283,20905.05,2419.455,0.023438020290852745,0.0027403805362010434
31019,1325269.31,319280.28500000003,7.113821143884699,1.7351460561350938,858732.39,194900.765,4.585408570284342,1.0516475276031432
31020,3469.7,741.91,0.036521620142309794,0.007819703405461807,4224.6900000000005,986.365,0.04521189614948311,0.010575973431916793
31021,8718.050000000001,2337.84,0.03691554949568517,0.009922575359385089,569032.3800000001,149020.815,2.370602782071098,0.6231046141025477
31022,327707.67,77992.25,1.7682195735221116,0.4243750954417448,320125.05000000005,70805.175,1.6879781175850253,0.37608424869148827
31023,903572.3699999999,195484.73,6.435196458966889,1.3948017287342838,880835.8699999999,210765.705,6.27747079826393,1.5139478021889567
31024,3153635.55,829793.0149999999,6.848657473261306,1.8315446081598301,3550914.97,910847.46,7.577904193022443,1.9637079262566286
31025,3753.69,0.0,0.011762739058088412,0.0,2689.3500000000004,665.325,0.007958964433474795,0.002021543745241253
31026,28679.340000000004,7771.070000000001,0.19863514842570407,0.053912421570352864,104854.67,25828.04,0.7337522917803809,0.18105724037639567
31027,254563.27,64102.675,2.021434345519804,0.5114959259987304,213809.15000000002,53996.805,1.6985291430659604,0.43130271141793664
31028,132000.46,33755.05499999999,1.2253124535868112,0.3172570367368158,87645.02,23307.86,0.8081904357929293,0.21638580433073779
31030,386358.97,72970.04000000001,3.1071782313581675,0.5896067046237792,920062.49,214973.85000000003,7.452795337459094,1.7431262989481398
31031,412183.8,93159.435,3.335630007283321,0.7617811368693789,750545.96,182813.22499999998,5.97069297163995,1.4736003638418531
31032,229397.95,59071.82000000001,0.9459163182331742,0.24965308998638047,1067917.0899999999,196979.78,4.0991436039950555,0.7718801432658656
31034,284816.56,52018.229999999996,1.3942118119294122,0.25800212145064694,204732.19,47919.03,0.9993956242433709,0.23570084677642456
31035,889293.69,236577.625,3.8280309154538528,1.0308728909380989,647209.99,121459.88500000001,2.770578850261771,0.5233471579982867
31036,9878275.95,2429494.35,22.774123227665704,5.624406937131454,9533858.41,2177334.435,22.00747538145472,5.063830273008687
31037,8687939.54,2133962.005,21.365449457129856,5.282305022927821,7453538.800000001,1836588.65,17.96938409946214,4.455547357312977
31038,1764.21,99.665,0.024822157188282637,0.0014048998463511934,32295.54,8020.015,0.46032583597023863,0.1145107169780929
31040,128601.17,36255.36,1.413090971024207,0.39869965880936253,38153.450000000004,10230.41,0.42773885064687556,0.11461679427647627
31041,411320.73000000004,98248.465,7.070646691764221,1.693588704423557,331054.99,72084.3,5.766604365169224,1.2567282344942008
31042,4020288.7899999996,1002791.58,30.895353657224533,7.736463805794502,3219428.83,807300.9949999999,24.915094338162458,6.263916819657352
31044,161583.62,34987.885,0.876157637604854,0.19124915274619556,4266.49,1020.71,0.02310920091212904,0.005566760108639928
31045,123089.56999999999,20877.46,0.7033328000274272,0.12025974354222169,246516.27000000002,49975.385,1.4002628230616303,0.2843786934733279
31046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31047,199.33,0.0,0.00271274785993277,0.0,0.0,0.0,0.0,0.0
31048,2529320.58,615023.925,8.01800757635796,1.958992980431386,2735407.75,673229.365,8.530794383925203,2.119274486147332
31049,918680.67,223956.56,3.9003004572452356,0.9568263351622406,486662.9099999999,124239.04999999999,2.0648870738485687,0.5303664912288505
31050,14532.490000000002,4046.445,0.2994660814375206,0.08349845900679628,199.33,0.0,0.004195184577177253,0.0
31051,12360.91,2957.97,0.16469135966957565,0.03974663142456833,7242.610000000001,1586.23,0.09662997651830506,0.021279840031996893
31052,895248.56,228500.365,3.189433827825517,0.8165891695139088,1317920.54,320243.655,4.70788471774208,1.1503675509554911
31053,1193.95,211.915,0.010204875297013624,0.0018184041393868146,3016.2799999999997,694.29,0.02563163887897483,0.005910591517112547
31055,240550.47,64280.31,1.6311049858622022,0.43874052318466605,157359.11,39315.785,1.0617092292848804,0.2680812390293522
31057,2510260.0,626961.7350000001,9.601373886967963,2.411061466159599,3549434.12,867824.925,13.31081055134292,3.3112571387691805
31058,92766.15,24338.225,0.3396845420091909,0.08986336016842922,35310.270000000004,6054.054999999999,0.12710360070120624,0.022147971305088558
31059,78409.08,15078.235,0.22647249284412468,0.04355114826164942,828736.1800000002,247955.91500000004,2.373119885000201,0.7139642594833568
