regional_id,inter_100k_ha_q1,inter_10k_vei_q1,obitos_100k_ha_q1,obitos_10k_vei_q1,inter_100k_ha_q2,inter_10k_vei_q2,obitos_100k_ha_q2,obitos_10k_vei_q2,inter_100k_ha_q1_norm,inter_10k_vei_q1_norm,obitos_100k_ha_q1_norm,obitos_10k_vei_q1_norm,inter_100k_ha_q2_norm,inter_10k_vei_q2_norm,obitos_100k_ha_q2_norm,obitos_10k_vei_q2_norm,max_100k_ha_q1,max_10k_vei_q1,max_100k_ha_q2,max_10k_vei_q2,rank_100k_ha_q1,rank_10k_vei_q1,rank_100k_ha_q2,rank_10k_vei_q2
15001,187.9502900096449,62.74620412124422,34.91776220254014,11.593321630586939,160.66554131570462,46.72589210291385,31.743821606960285,9.214469272817263,0.3285904257618746,0.29850855950020516,0.6849822563571302,0.3019267345665791,0.26405766776281214,0.24875448068948883,0.7359684520802889,0.29001601820347056,0.6849822563571302,0.3019267345665791,0.7359684520802889,0.29001601820347056,405.0,335.0,413.0,354.0
15002,51.94330058206228,30.348246291146047,19.456668344606417,11.215171765431554,55.05740401711743,26.230586661201627,16.040698006883872,7.6461461675143845,0.09081162499329479,0.14437863470150922,0.3493664429296737,0.290595669932937,0.0904881630421758,0.1396436893856745,0.3271441381389783,0.2352037609630656,0.3493664429296737,0.290595669932937,0.3271441381389783,0.2352037609630656,149.0,327.0,135.0,300.0
15003,221.66426757655825,76.50828373680584,33.92729409676362,11.818495595143828,227.42282708871522,64.61368317558501,28.143817268866094,7.954907692498602,0.38753202272493253,0.36398022618191195,0.6634820467310459,0.3086739556588281,0.3737748668774531,0.34398365617882964,0.6422438313494212,0.24599485118940406,0.6634820467310459,0.36398022618191195,0.6422438313494212,0.34398365617882964,397.0,368.0,380.0,395.0
15004,32.58880474674935,16.881620505840672,25.528110498493895,13.357958144991894,21.453899874875646,9.747039477762266,19.177515464522017,8.811878759948318,0.0569744756778798,0.0803125589795072,0.48115996387185994,0.35480315273319996,0.03525999862188747,0.05189028254849517,0.40880988042937205,0.2759456428584248,0.48115996387185994,0.35480315273319996,0.40880988042937205,0.2759456428584248,277.0,359.0,211.0,336.0
15006,83.72783398818898,33.845911383975,12.553865506609133,5.106625192764331,103.73465823090254,37.27702435061702,11.117898296512323,3.9941893300741214,0.14638000620742192,0.1610184136825141,0.19952647619180774,0.10755623924567882,0.17049039697193016,0.19845157399164792,0.19898108819308488,0.10756934881431787,0.19952647619180774,0.1610184136825141,0.19898108819308488,0.19845157399164792,23.0,206.0,27.0,269.0
15007,12.922573255751335,10.227206554967943,22.331880039786704,17.813360079136775,35.32998117067876,21.931351272037617,18.944548646788625,11.880874780630526,0.022592324001353997,0.048654874652423824,0.4117790070548766,0.488306961504638,0.05806567079434849,0.11675586384693698,0.40274468589505147,0.3832058106048699,0.4117790070548766,0.488306961504638,0.40274468589505147,0.3832058106048699,203.0,423.0,206.0,409.0
15008,13.952010710539458,8.557004876868014,24.35641908954709,14.716332242255506,15.563536769485832,7.7983787649633705,20.479203252221424,10.3839063149094,0.02439207270909311,0.04070906336412579,0.4557259183306476,0.3955061282226519,0.025579045686067666,0.04151620381320507,0.442698782429061,0.3308873691138006,0.4557259183306476,0.3955061282226519,0.442698782429061,0.3308873691138006,257.0,384.0,249.0,389.0
15009,4.618667233218989,3.7339269868609897,18.470203539848498,15.219461964290467,9.362260110441419,6.038342387352078,15.54035611889566,9.828097133591244,0.00807474057389306,0.017763770442161906,0.3279531334375708,0.410582149463971,0.015387098873268605,0.03214630384119354,0.3141179444782543,0.31146206337164867,0.3279531334375708,0.410582149463971,0.3141179444782543,0.31146206337164867,127.0,388.0,123.0,376.0
15010,151.20179095378575,68.87324263224103,35.91182125074371,16.298796026273987,266.1696255943533,82.87590396237604,35.55977101729863,11.433859712730705,0.26434362438553755,0.32765730985944325,0.7065604149999334,0.44292383498222787,0.43745615885138006,0.4412061819264269,0.8353151132572239,0.36758281505681273,0.7065604149999334,0.44292383498222787,0.8353151132572239,0.4412061819264269,411.0,404.0,439.0,427.0
15011,8.531210927588969,7.6617604522822615,13.161826365589057,11.701815636105641,16.91627908178587,12.024577652492304,11.351585331741177,8.22785725656363,0.01491497688466968,0.036450030848512574,0.21272355526612566,0.30517770118636084,0.02780231009699774,0.06401520516436807,0.20506503329136777,0.2555343278881799,0.21272355526612566,0.30517770118636084,0.20506503329136777,0.2555343278881799,30.0,336.0,28.0,315.0
15012,124.11712902699367,48.226943299362745,39.88486007310209,16.034121402888402,136.47284464130885,47.07216194383996,29.319086862055343,10.125156044752693,0.21699195180400363,0.229434681747014,0.792803643868274,0.43499299712979445,0.22429639096120307,0.2505979163218849,0.6728414880557174,0.32184415198532845,0.792803643868274,0.43499299712979445,0.6728414880557174,0.32184415198532845,427.0,398.0,392.0,382.0
15013,29.648979439621815,98.34628629965664,7.841930240770521,25.864842656385978,20.57196942432498,52.36476327542679,7.019839753611269,17.800881001866507,0.05183482705437941,0.46787225883462946,0.09724393385729738,0.7295654621310124,0.03381052478951287,0.2787741209160242,0.09228983268486882,0.5901076299850787,0.09724393385729738,0.7295654621310124,0.09228983268486882,0.5901076299850787,5.0,446.0,4.0,444.0
15014,10.332720353894377,31.658761690702086,3.3621127580125,10.562791022968762,15.737250708296532,40.90077108278608,3.4749462620541234,8.882115973502982,0.018064526424462077,0.15061327581810002,0.0,0.2710474192531389,0.025864548707839524,0.21774330275148757,0.0,0.2784004050207562,0.018064526424462077,0.2710474192531389,0.025864548707839524,0.2784004050207562,2.0,311.0,1.0,340.0
16001,122.63554207195814,46.91239202807718,14.918432453089927,5.714358942305559,94.00455482851388,33.79369201541028,9.951904072702579,3.552731661921395,0.21440171750144746,0.22318084038917863,0.25085441368696804,0.1257666659326424,0.15449873883238477,0.17990736890285475,0.16862491188391862,0.09214058213625281,0.25085441368696804,0.22318084038917863,0.16862491188391862,0.17990736890285475,52.0,271.0,17.0,247.0
16002,13.090244939045466,18.462638586150515,12.252683512017331,18.25886597505943,34.50065728435186,43.53556914357134,10.566267223513854,13.335172604303578,0.022885461669824747,0.08783408854940962,0.19298868261565902,0.5016563146752226,0.05670265711107734,0.23177016866747158,0.18461960186012305,0.4340329304412087,0.19298868261565902,0.5016563146752226,0.18461960186012305,0.4340329304412087,20.0,426.0,22.0,424.0
16003,36.42612969683579,25.976436517104883,10.379734666148897,7.436007125873209,12.517930685049823,7.833563224952062,8.505372337723207,5.327952502127067,0.06368320828516048,0.12358020304600612,0.1523323580250419,0.17735496105574522,0.02057351909340437,0.04170351520906991,0.13096505775499884,0.1541838314022193,0.1523323580250419,0.17735496105574522,0.13096505775499884,0.1541838314022193,10.0,230.0,9.0,204.0
17001,318.54769154566907,82.47502599400617,35.11160875532228,9.127377623971341,228.05281627450822,52.19707505045011,31.21778402018487,7.160547713402441,0.5569117322728384,0.3923663837359883,0.6891901066612471,0.2280360010331369,0.3748102692030172,0.2778813996549739,0.7222732815525759,0.21823229169609556,0.6891901066612471,0.3923663837359883,0.7222732815525759,0.2778813996549739,407.0,382.0,410.0,338.0
17002,8.042650304033117,3.0531684289723318,30.480386570697114,11.49440311498072,0.0,0.0,25.72600839266668,8.818815247702009,0.014060834316991459,0.014525132195773102,0.5886596128334333,0.2989626925370059,0.0,0.0,0.5792971794458073,0.27618807029561215,0.5886596128334333,0.2989626925370059,0.5792971794458073,0.27618807029561215,358.0,333.0,350.0,337.0
17003,7.415423299084571,4.1897308753810165,32.996843078767206,18.704090753971943,7.33462278654895,3.243871119637076,23.02882120306023,10.265360055031005,0.012964263576957954,0.019932210176202145,0.6432846352070851,0.5149972443203614,0.012054628335832089,0.017269386189817253,0.5090770289556982,0.3267442253512865,0.6432846352070851,0.5149972443203614,0.5090770289556982,0.3267442253512865,384.0,428.0,312.0,384.0
17004,19.750722284206716,6.366175616427446,39.93199556041326,12.759850569343945,15.598305274828236,4.381321038843868,33.42013776350473,9.274822182249414,0.034529865551891366,0.03028642034047246,0.7938268195284567,0.3368811693556491,0.025636188557881565,0.02332482464649558,0.7796106483783987,0.2921253279406137,0.7938268195284567,0.3368811693556491,0.7796106483783987,0.2921253279406137,428.0,350.0,427.0,357.0
17005,61.600294636851004,14.56903889040332,43.48149463594842,10.273841229396,22.069066740034447,4.544718828666742,36.38611702024162,7.450717012017225,0.10769479015297655,0.0693106917523368,0.8708762204597141,0.2623891885130456,0.03627104010824828,0.024194704931791714,0.856828688921219,0.22837359114208555,0.8708762204597141,0.2623891885130456,0.856828688921219,0.22837359114208555,444.0,302.0,440.0,295.0
17006,293.44584852464175,60.46049864978195,30.336177629699407,6.266263471731942,405.6158341534008,75.19389362164199,26.529533806256197,4.925027868678751,0.5130265896361134,0.28763455274101496,0.5855292521046791,0.14230419898705848,0.6666393446728786,0.4003094883169877,0.6002166305251798,0.14010177867826878,0.5855292521046791,0.28763455274101496,0.6666393446728786,0.4003094883169877,357.0,322.0,388.0,415.0
17007,73.58105768625123,23.356007006426186,49.42994758390531,15.280318366718166,106.37140068405425,27.410805700147208,34.34690098700539,9.049064057818054,0.12864056273546384,0.11111378138019436,1.0,0.4124056800078622,0.17482394638749724,0.14592681766680254,0.8037385447564067,0.2842351729409185,1.0,0.4124056800078622,0.8037385447564067,0.2842351729409185,449.5,389.0,432.0,347.0
17008,1.5956271592189513,0.515886364645799,49.33795533097019,15.583788506760497,0.6771947883089092,0.187551576683588,40.03511619398276,10.258390516386209,0.002789608931053313,0.0024542758838231593,0.9980031131638204,0.42149900540092317,0.0011129858646578552,0.0009984677222997609,0.9518288698896648,0.32650064279884317,0.9980031131638204,0.42149900540092317,0.9518288698896648,0.32650064279884317,448.0,394.0,447.0,383.0
21001,39.095245489263604,16.767389681189965,37.678915485329135,17.359415167154257,93.47882199490914,35.12410332239902,29.85516052551931,11.228943992084197,0.06834957988052538,0.07976911767664983,0.7449189408838591,0.47470473759356163,0.1536346843203148,0.18699007527568332,0.6867979436800363,0.3604210936266421,0.7449189408838591,0.47470473759356163,0.6867979436800363,0.3604210936266421,418.0,418.0,397.0,402.0
21002,0.9491758542422583,0.4432413619756961,21.07026838290589,9.442061635946944,3.147436455036721,1.105219819169183,18.071382397354924,6.648668476703213,0.0016594286609100185,0.0021086748167046,0.38439305193784307,0.23746534428413651,0.005172887247275664,0.005883855177331461,0.3800121645207879,0.20034231972341218,0.38439305193784307,0.23746534428413651,0.3800121645207879,0.20034231972341218,180.0,288.0,188.0,273.0
21003,119.8195947234571,42.15591626115262,36.134434754377125,12.860573678198,252.06271905267224,71.83838935302158,37.63213878511549,10.667775133209414,0.20947864269204178,0.2005524001613249,0.7113927129465323,0.3398992850861881,0.414271119855217,0.38244580109291904,0.8892683490903601,0.34080846932496234,0.7113927129465323,0.3398992850861881,0.8892683490903601,0.38244580109291904,412.0,351.0,441.0,408.0
21004,94.58882388915858,46.254091155546725,33.76658056393975,16.08117216966252,55.49865191873264,22.067025166801468,30.95304355358822,11.974579730484985,0.1653680976627311,0.22004904225208205,0.6599934188536719,0.4364028489597319,0.09121336454370249,0.11747815052175892,0.7153808732403627,0.38648076064466413,0.6599934188536719,0.4364028489597319,0.7153808732403627,0.38648076064466413,393.0,400.0,409.0,410.0
21005,8.356383859840054,3.9527315399437817,29.391799256714663,13.871467983445426,0.16233555591811138,0.06370557606288722,21.04111443981907,8.535531321669149,0.014609329574291133,0.018804710414030524,0.5650295178203592,0.3701902087807729,0.00026680237678647795,0.0003391491692795312,0.4573279072844774,0.26628741183226173,0.5650295178203592,0.3701902087807729,0.4573279072844774,0.26628741183226173,336.0,371.0,261.0,328.0
21006,0.33846732433910043,0.33106042665869845,24.14345879593249,23.810420022579546,6.294151185606683,5.136358835107083,17.505712918976037,14.497308377077179,0.0005917369013123644,0.0015749856497845431,0.4511031637683927,0.6680057531544868,0.010344588323092912,0.02734441692087571,0.3652851941227034,0.47464910494642437,0.4511031637683927,0.6680057531544868,0.3652851941227034,0.47464910494642437,252.0,443.0,169.0,431.0
21007,123.87724130883939,68.26658829082236,26.271584992441536,14.540693438937328,125.3912838674078,57.98084065768491,19.451619037816155,9.018140560136306,0.21657256001993502,0.3247712147385095,0.49729865362703296,0.3902432025522804,0.2060835802417078,0.30867241391508893,0.4159460533434216,0.28315440922330576,0.49729865362703296,0.3902432025522804,0.4159460533434216,0.30867241391508893,289.0,380.0,218.0,373.0
21008,342.78747572291707,103.82542367355528,32.34983745964882,9.991637142037174,353.23154474900133,91.44084533466008,26.845852314051957,6.928891284333666,0.5992897514968,0.4939386867196664,0.6292400068549244,0.25393308936191444,0.5805445095622348,0.48680333261337055,0.6084518517607761,0.21013599333858388,0.6292400068549244,0.4939386867196664,0.6084518517607761,0.48680333261337055,378.0,424.0,364.0,434.0
21009,16.62294005200178,14.797928885231126,22.197597840007358,19.780813008247414,8.831467091405324,6.642501214546693,17.741722369515323,13.172471981944264,0.02906161490264839,0.0703996121674751,0.4088641272849276,0.5472606683749037,0.014514727825166626,0.035362662235844604,0.371429602340946,0.42834660959585563,0.4088641272849276,0.5472606683749037,0.371429602340946,0.42834660959585563,200.0,433.0,177.0,422.0
21010,10.462790942953855,3.9244828559454676,24.063811528358414,8.949233542636884,13.459997173895246,4.055745027052517,24.423049576853035,7.579488363079364,0.018291926713314827,0.0186703202292184,0.4493742510058309,0.22269800600602752,0.022121827945974164,0.021591556685346004,0.5453751867560086,0.23287409769953335,0.4493742510058309,0.22269800600602752,0.5453751867560086,0.23287409769953335,249.0,269.0,333.0,298.0
21011,227.1919922272996,210.19901146654084,23.600131570352758,21.766263383326027,152.2464263107191,109.04052400575736,16.447840598301877,11.71622498558347,0.39719605355131915,1.0,0.4393090947040843,0.6067536593816845,0.2502206504743634,0.5804986850421294,0.3377439267448544,0.3774513669636431,0.4393090947040843,1.0,0.3377439267448544,0.5804986850421294,239.0,449.5,145.0,443.0
21012,3.768003943926966,1.8100243617929994,31.772312145082854,15.692147165155069,5.732918851997862,2.2706802656819622,26.441107999150276,11.016581959835824,0.006587539823130086,0.00861100320674494,0.6167035957831073,0.4247459164143097,0.00942218953196308,0.012088413187650263,0.5979145012899104,0.35299912662230787,0.6167035957831073,0.4247459164143097,0.5979145012899104,0.35299912662230787,374.0,396.0,357.0,398.0
21013,0.25344442221135804,0.2517540159711651,19.201711598243463,20.314825679642606,0.16550909647083967,0.1367553850433933,17.86682264667976,14.67817524292214,0.0004430927486045851,0.0011976936247925167,0.34383206634508867,0.5632620811805817,0.0002720181667439368,0.0007280442011258887,0.3746865362025231,0.480970328642893,0.34383206634508867,0.5632620811805817,0.3746865362025231,0.480970328642893,142.0,437.0,182.0,433.0
21014,62.85020948288262,36.63270516490404,22.611705764286672,13.523951940143908,161.39854400214813,81.19212149257146,18.225314925414285,9.219581002354886,0.10987999588691044,0.17427629611253037,0.4178532175220611,0.35977707073493753,0.26526237524558105,0.4322422346368216,0.38401973408336926,0.29019467108017194,0.4178532175220611,0.35977707073493753,0.38401973408336926,0.4322422346368216,212.0,363.0,192.0,423.0
21015,21.652271339172948,13.279721103763398,35.06965183895435,22.010931979273476,19.769260182536584,10.15515057203762,29.715241978269493,15.32454039888838,0.037854312742403175,0.06317689608106099,0.688279342859855,0.6140850269953257,0.032491252912403894,0.054062942261368874,0.683155222298999,0.5035605290169505,0.688279342859855,0.6140850269953257,0.683155222298999,0.5035605290169505,406.0,442.0,395.0,437.0
21016,77.00722975558489,27.796796804322526,12.621569949063058,4.495681279621873,23.73577475281767,7.4937532567347915,10.904050629712133,3.354833990065525,0.13463048346896214,0.1322403783461521,0.2009961446211968,0.08924962167091693,0.03901031467262003,0.03989446998012441,0.19341365282837106,0.08522413866847238,0.2009961446211968,0.1322403783461521,0.19341365282837106,0.08522413866847238,24.0,158.0,23.0,81.0
21017,10.827547814267668,5.678671336261182,26.649157649128654,14.775555734345906,29.4501232308038,14.555398076416662,23.13360956926103,11.103495584245346,0.018929625200709684,0.027015690019860556,0.5054946684411458,0.39728072945497167,0.048401983349825685,0.07748852567123103,0.5118051506346782,0.356036722588804,0.5054946684411458,0.39728072945497167,0.5118051506346782,0.356036722588804,298.0,385.0,313.0,399.0
21018,28.1228367995838,25.557852033136562,18.740252442569073,16.961914179487483,32.046034815936196,22.780337083902293,14.43352459291465,10.307411243134148,0.04916669677462455,0.12158883076957203,0.3338151172651414,0.46279382660768037,0.05266842625522498,0.12127560686817235,0.2853020444839628,0.3282138973415675,0.3338151172651414,0.46279382660768037,0.2853020444839628,0.3282138973415675,134.0,411.0,89.0,387.0
21019,71.62212224788955,67.2066405217379,24.26279723830087,21.019547248938316,2.6312714741497354,1.703530058938106,16.139374950931625,10.96573187167747,0.1252157878670757,0.3197286231407218,0.45369365760903885,0.5843786975970128,0.00432455773045642,0.00906907746601711,0.32971315147540464,0.35122193663931983,0.45369365760903885,0.5843786975970128,0.32971315147540464,0.35122193663931983,255.0,439.0,138.0,397.0
22001,141.51347706803625,57.90346810749931,40.8743563687755,17.183031029948914,239.29246534260687,87.12327409459638,32.27282231043097,11.520230446176454,0.2474057032763456,0.275469745093051,0.8142827582962274,0.4694194783797267,0.39328290182286874,0.4638178925644915,0.7497407661229434,0.37060143720403704,0.8142827582962274,0.4694194783797267,0.7497407661229434,0.4638178925644915,436.0,415.0,416.0,429.0
22002,21.83917770409972,12.671326446599034,33.510190409204974,20.019717299040096,28.327456534032077,12.966193972804144,28.086544105719266,12.994510445079017,0.038181078090973486,0.06028252158843305,0.6544279271021328,0.5544193115734514,0.046556853727151924,0.0690280849238818,0.6407527482867728,0.4221269259703492,0.6544279271021328,0.5544193115734514,0.6407527482867728,0.4221269259703492,392.0,435.0,378.0,420.0
22003,7.031829196617025,2.894375872061069,34.45387096741314,15.036424197851117,7.341728589935376,2.7156920302847,26.6124593226191,9.743456482248249,0.01229363226565172,0.01376969307261367,0.6749125138376431,0.4050975177001343,0.01206630689399979,0.014457520879819157,0.6023755619708401,0.308503906893101,0.6749125138376431,0.4050975177001343,0.6023755619708401,0.308503906893101,402.0,386.0,360.0,372.0
22004,471.57966160653484,114.93014215208822,29.12287907567096,7.18151327614736,433.733568949465,92.06343802429441,22.53940443843311,4.787082275182127,0.8244550289333432,0.5467682333529081,0.5591920352892167,0.16972918480715907,0.7128515156973584,0.49011782730188186,0.49633526635318725,0.13528063606400048,0.8244550289333432,0.5467682333529081,0.7128515156973584,0.49011782730188186,441.0,432.0,407.0,435.0
