regional_id,inter_100k_ha_q1,obitos_100k_ha_q1,inter_10k_vei_q1,obitos_10k_vei_q1,inter_100k_ha_q2,obitos_100k_ha_q2,inter_10k_vei_q2,obitos_10k_vei_q2
11001,107.68778017333341,29.514661279228484,25.281839488333368,7.1266621719062275,169.39922189115424,23.882465468828848,35.166249014887285,4.987893659533253
11002,123.2590872881721,31.996439810388516,22.208953513471776,5.8789363631793154,50.72746694202151,30.413594947476167,7.52603478376639,4.495417333995059
11003,128.48680905627583,31.66708628597032,24.93468446010939,6.158046949467372,96.73869716841682,27.50726430878779,15.236875388913493,4.507010806269465
11004,89.09591121080787,22.661663996008027,21.12325836780782,5.314582029446117,168.9872749209856,17.544095208571186,36.844112514271984,3.8021155189332663
11005,180.59821856246865,29.561159949198,37.976694392473334,6.358639344805038,145.19689009238203,25.398067367708812,23.96511126862361,4.1276002937884435
11006,408.0802081448171,29.74568564708556,83.62223391072499,6.364185006429565,354.34098979540704,33.386094744129856,60.58679180781918,5.796668945894041
11007,185.87045482476952,43.22946252245841,60.801168518243756,13.623772057554937,125.29317884816558,17.68599515855664,35.00432881660404,4.793208542930994
12001,140.06297718845147,16.766527104526105,60.3428205496313,7.070344108873854,181.29879638988214,10.938441009281524,61.88141050542999,3.502808106037496
12002,127.83806917988142,15.622012738220247,37.734658194956765,4.493211122294665,154.12757929539893,12.580910242143757,41.65231640191645,3.4559720226616664
12003,12.111035122463683,13.613081131987116,7.308760519835602,7.950817851109763,28.297011964960987,11.938789903062379,14.425970973476652,6.135401261821254
13001,31.36988726304796,13.816259594141833,11.98618409353357,5.3218165131707265,28.53522159425929,12.163698627677418,10.081897382023818,4.228476008959871
13002,20.24959869142077,11.511973162171738,22.407020772557424,12.884948053840674,22.15195548604511,9.82343469459504,21.560111112449974,9.55413737913343
13003,52.449667022212665,12.6163088561723,86.10696658752659,20.28074556213752,106.03830350322262,12.77576016979446,136.59801906764602,16.154306723574646
13004,15.217718263151031,15.227647829627038,10.955477893561838,11.125419123308543,17.06694016793994,13.206712369766219,10.869032590920071,8.595973575771648
13005,99.72301246079616,9.706246644023052,107.56571870107936,10.580983090105397,14.276308042120586,9.324511657542477,13.70136026042055,9.170951552911397
13006,33.56658654792956,7.657393577476286,90.18913525900291,19.21925986370361,54.151492330150646,13.90709502626868,105.4939056527848,28.415753063258485
13007,9.279946368109833,4.471557162393065,26.124502089166576,12.70623829566755,20.844809255900756,8.87349789143868,53.35088871419775,20.694680517668054
13008,41.046996408821485,7.4222575070518335,43.92574908438414,7.704180271833266,41.961455065856654,7.194332839558179,36.53078993935473,6.122066124917905
13009,17.619374203190464,4.866250149629923,32.249377400449525,8.951728006308903,34.82120306373161,4.777085643002937,48.88339081811263,7.492064846103542
14001,398.57479301607805,28.48835279690914,98.57698394394815,7.027823583017259,369.97286857182644,20.29014545353293,95.40668561812623,5.235493127686885
14002,184.09407258767095,25.43176098024702,117.11581647809001,15.994277801669615,224.29569707976398,22.439757722308105,123.7264252305709,12.223161816812965
15001,195.7608956942509,35.48694101762801,64.54802763877164,11.299532400534645,164.0487495239738,33.30902284809248,48.348745444007115,9.400204803617356
15002,49.66653710152438,20.031172165927575,27.75385914432675,11.512202248284112,53.52974942069784,16.21839871405492,25.998966147688527,7.711797713049641
15003,217.70015159330882,34.3242887698429,77.0167707299675,11.879098037722198,218.8849784056071,28.436076432253216,61.16396241036547,7.888995468039109
15004,47.48855590726264,24.92360049890514,25.124486097384654,12.795137160043852,35.68255409273229,19.318950418280632,16.593369748634803,8.634544287037969
15006,33.907699460749285,12.443273413643428,13.674577059802525,5.024345216192048,50.97340214443588,11.142079781870443,18.5693218933002,4.006140941878977
15007,61.4649375247716,21.878360053293573,48.3064136621564,18.036302658668568,94.43152712227926,18.591784724866855,60.7500394285278,11.847953494400835
15008,60.56987363515979,24.430794159421772,38.53397022358523,14.610215635574995,60.790552056907444,20.4859149466465,30.273183324155482,10.363833528371424
15009,45.07412336710816,17.714494515268235,37.52981560550919,14.320422866571326,43.800087419603415,15.431899154449004,27.85093899285218,9.758656117306266
15010,161.3142944169337,36.52865312801646,70.67598593785922,16.236067087622203,216.68952895990833,36.462104845512265,74.25796830344851,10.88568164905989
15011,40.02667055212281,14.246127495413528,34.72414080328446,11.890421803572886,48.96394133555995,11.279415244017452,34.49607748505881,7.819371756359105
15012,137.65945925272976,40.34042695548969,53.36279176808888,15.678954745780143,142.42492266843232,29.255682150296913,50.20263277105675,10.095648219339456
15013,41.68892940657158,7.692465873817345,146.4480171372476,24.918231522315025,34.85782491603555,6.978044572639979,94.61983660030715,18.140251540535015
15014,9.664971354714018,3.1597667454505203,32.49441132384781,10.474700009645337,23.90027660730332,3.409195684961314,62.35025760704217,8.836657956067972
16001,94.90358756328784,14.058248861020544,36.67216761497993,5.312374498716489,76.28994601114243,9.624184343539333,27.176308899700132,3.5259177851264702
16002,33.04727125783377,11.554270999780883,48.37992043968672,16.261943157347517,49.72313998302445,11.07561800673447,61.837723144444666,13.459138407384565
16003,94.20665289116877,10.071164492336035,68.44766493328578,7.097554091038699,50.99856359118731,8.764307843919612,32.14500642809012,5.505737750648549
17001,226.89764894054454,34.73282771909039,57.645927804539795,8.731382117027621,163.39803605575926,33.03559699826292,37.94134241607501,7.437285547058602
17002,69.67665069500539,31.958349522482695,25.451621207880457,11.782279578711085,47.91443703292832,25.862887226954907,16.60594866591542,8.822582729113336
17003,59.14021710434774,34.80999644296135,35.48105518224273,19.313157872567118,63.74746448054407,22.665059836113414,28.23861272730793,9.597581601070111
17004,152.5792794005569,39.795148432269926,49.83747499499374,12.614287794601356,134.42840412973325,33.534076109964275,37.79412329785692,9.287535732651524
17005,84.50811597217161,43.90141840420522,19.50240719243766,10.243892788006136,63.76402242140923,35.64136880752501,13.321634941623337,7.52009849087076
17006,171.97062043684798,30.644234094501456,35.56603777588518,6.234624427740348,281.1817280112829,26.385659485922965,51.44577788369202,5.014856256249064
17007,151.14169490705748,49.27683547708817,46.01063613711274,14.764159251336535,201.5657493016979,36.09752410707936,53.2659972470378,9.36425570487354
17008,127.67321118991781,51.500980147698314,39.21102107159165,16.623132537234063,154.89804613382546,39.81359385229613,39.959047415610826,10.22065326752427
21001,135.17016562679126,39.3258668063873,58.99678097566757,17.650021723758975,149.2338915602404,29.467424189616185,57.349114289575525,11.152923085939698
21002,11.045876440791417,20.699049768992644,4.696648178724362,9.194989463634133,9.257800520768212,18.536202228430625,3.3162981685054342,6.858829809541977
21003,175.82894180773943,34.45026456113625,64.19153346819022,11.406686863298978,294.36445975759125,38.039733266069405,84.34681253247042,10.570982614195144
