regional_id,2014,2015,2016,2017,2018,2019,2020,2021
11001,0.19992810386124787,0.2877335889570552,0.23902291003454987,0.12975441488808687,0.15456579592929037,0.0976873157848659,0.2051372876376638,0.27616993482463215
11002,0.7496497752280316,0.564835426640383,0.6363279881342178,1.3148421644116077,1.0276532477010656,0.4178278833805011,0.3306887256319778,0.07025391176148764
11003,0.6555633973079065,0.5129528402710342,0.6150926894011214,0.6093983565230563,0.6147236456967791,0.3750653866219001,0.4388420302094322,0.3915362732402454
11004,3.601036958096396,3.071558784546659,3.8463870060315797,2.991270396639603,3.6708432252116974,2.800669886798083,3.3736809490166046,3.3246150778240744
11005,0.2716303591721478,0.39502784002639646,0.10635373710898101,0.15825068832787692,0.15041607603211093,0.15209836837728238,0.14069486538504083,0.12774073663600427
11006,1.969996763586464,2.535525346329483,1.0505677722841138,1.054881719892194,2.545402974372763,2.301143865463308,2.910199266190378,3.8424267854825453
11007,0.33810417149722816,0.11652029688601401,0.24060692638925735,0.3973982350694514,0.272192828460157,0.1655116643212495,0.1105032144944477,0.7428343137442756
12001,0.0847358839961081,0.01216800665372886,0.038897982028862736,0.06452627666691445,0.0752444608777269,0.05362345825925045,0.07324343701742775,0.051816020756075366
12002,1.8625453446895812,2.702518036953572,2.811689095675852,3.3720097631504693,2.419896497811683,2.5117688927775954,2.371851075803111,2.0728955119202768
12003,0.0038426684935390144,0.0002576401707967407,0.0009523196054163236,0.0024968765759094277,0.08613511156396794,0.01813275389267269,0.18169062277452605,0.500208321186123
13001,0.2797263494720425,0.7839357258144997,0.7770454390808174,0.7247712562445189,0.9201762063370598,0.7410491648256691,0.8021267166745222,0.9156291614721584
13002,0.008128028573269106,0.0115726090509468,0.02014072244691257,0.02637269008226332,0.013656532344884917,0.01712467569953247,0.028069939831369062,0.012583864382015876
13003,0.08217939238238135,0.05596373469063146,0.1854028601507208,0.17385855551511487,0.16225632090803033,0.2320790144732953,0.22068828864353315,0.2554524768327592
13004,0.02121998682348348,0.0037784528392685274,0.0009991691887721798,0.11289848705828603,0.0229919055372685,0.013871627831696503,0.015683966032825805,0.012020120610945161
13005,0.20025328056830805,0.28183523280691963,0.504315887113986,0.42830077215543527,0.04966799624589394,0.017282511103396264,0.02789643834537615,0.019806893227658426
13006,0.018925832799737627,0.013973698240625556,0.02341674952198853,0.03048040952943493,0.014559440665960897,0.039207017226294986,0.027559931570808528,0.04331330116344474
13007,0.036564374551265724,0.0019559731217124268,0.004791073835554891,0.02301897655056354,0.025540159474602604,0.019506305417289465,0.030962385898646524,0.07984618641078106
13008,0.1427144925834605,0.14809222875735203,0.10581783936289106,0.09928175932650782,0.1252969703748682,0.1631604606740675,0.16946320207875276,0.10246542912671054
13009,0.008956664951106535,0.030951731216474355,0.04129035378328054,0.040611034202116834,0.04631507601977998,0.09305288108406422,0.12006758270920564,0.09177900565394141
14001,4.3551261305398254,4.569058644160601,6.8130828001234685,9.252579026088942,6.266792846033577,6.2969522824555755,4.785259444245508,2.6373508013637954
14002,0.05650530158178342,0.05719377234403407,0.06656548447473246,0.04002762333109041,0.12284894815885455,0.45095967697328393,0.4968938851651809,0.27587701376918
15001,1.1291047488901726,1.0923226044424872,0.6079989914047738,0.514565420204521,0.4116143735672049,0.5464694131805845,0.3873258694144457,0.3692875704250082
15002,0.4306319015811856,0.31174373879149686,0.30779173930373094,0.2760617286910928,0.4772724341863965,0.5017338654814276,0.34556994778652433,0.3139321324383484
15003,2.819681081562389,2.6431903408400745,2.6934154217270327,2.909226449349871,2.363812321134447,2.482686327739388,2.0615320383536333,2.586010171017602
15004,0.27292730349791305,0.9959372705558706,0.33390067018854874,0.34937338286781466,0.20715250978022606,0.1158583860673797,0.26028107976881565,0.2080764453678899
15006,1.1569686290070742,1.3854315399156543,1.6239243482636398,1.980375015153797,2.322685518566701,2.1754652965140173,2.1862260734930725,2.4896514284782567
15007,0.06962619956064285,0.047960509208326785,0.088373778998779,0.11102395417268039,0.20590180506605207,0.15705124159394113,0.2366484233105359,0.16778295753400888
15008,0.07869607368461728,0.032153221464465184,0.03054064532279987,0.030170053283946077,0.02543725462341151,0.030525504539498267,0.03636411125972891,0.05609425601972927
15009,0.023433655926799756,0.024512591852888302,0.04694131403651699,0.03973769439278788,0.08063838669218598,0.02003118700935426,0.03338386170103622,0.15898612847424118
15010,0.36742793220228065,0.35596244952401096,0.4427770685799478,0.4069464868331769,0.5403791593893892,0.6355553847197414,0.48714939388611644,2.9998189662921346
15011,0.024754400514676516,0.030624803927896502,0.030965332512952796,0.02509087223047899,0.02011751998644111,0.04425757599395254,0.06584089603676048,0.046703895456684845
15012,1.1967936869478895,2.3263060823242223,2.591688509546422,3.4145974507858416,2.4683629301737717,1.1945418184517353,1.5467260830133664,1.8204451977211518
15013,0.06568550604153195,0.08605345257903495,0.05137357755527458,0.09577449356713318,0.055661717424402714,0.03699955332811534,0.08666867777228884,0.033754597887473335
15014,0.015932269365511873,0.019459078096446616,0.01875125789338275,0.05634142424446822,0.034395478582091445,0.04690453881038942,0.05053919541861312,0.0748875275578066
16001,1.1020510128729668,1.2741992840165381,1.117415116639319,1.0023680738786278,1.0826301474971947,0.9797904540985025,1.0095304140970993,0.6906057079363352
16002,0.008617371734237907,0.0007042410536541861,0.006543963142247887,0.0653552453301262,0.07967981879292708,0.1102848522114656,0.09580642451060016,0.03698088612631897
16003,0.0694810760353021,0.13262043624423422,0.10995613720446418,0.03926608972646583,0.00662388823852293,0.06123036061470261,0.021879021455596552,0.02862151283830673
17001,4.920160697534408,7.187702436176863,8.029050137774867,5.941218490084251,4.494882375432665,3.3133284746009766,3.7113089089207043,4.470593670234964
17002,0.023718192774047565,0.18359633376584103,0.006836650263467317,0.007982581642549186,0.0,0.0,0.0,0.0
17003,0.023205969102572038,0.012381724180378318,0.014151809860089192,0.02007869538286573,0.021340582294734484,0.008620444841120928,0.022588457383983285,0.018581635113951524
17004,0.06035224347068694,0.03979573058520427,0.03875085693440757,0.053461205095747935,0.041841795231416554,0.05609065400922115,0.020420755214238872,0.020371388100260804
17005,0.05663925939460381,0.040626974430098294,0.07651938629225534,0.05460824854453453,0.03930273166792173,0.04891955258144874,0.055098520837832,0.09932860748617152
17006,5.479854178022378,6.85471118579716,7.118082953658083,5.041482319956595,6.315548005940562,7.8142365871803285,8.663330368983132,7.584669352209154
17007,1.1426037145208396,0.879020505134256,0.09915125864976908,0.13825858198484708,0.32497070433917696,0.2018683717069872,0.6609853426386292,1.5640972964027262
17008,0.01741036039342337,0.004850031908104659,0.0014281184028123838,0.002167573312198285,0.006291229876028207,0.0,0.0,0.0
21001,0.0008359617594562215,0.01878664194231214,0.6969289301944169,0.7364204816545582,0.8165750810202449,0.8364569547557563,1.1586677674372061,1.08694482048702
21002,0.0070519131412883915,0.001262050014560823,0.0,0.0019137164386816468,0.0009287669299701788,0.0014300012232687967,0.01004755444854631,0.022888232769465285
21003,0.9364664715030646,0.3053511757215427,0.6699099690013027,0.8432516078424381,1.1587272767708219,1.4281593108018555,0.883570037545177,0.961500154709038
21004,0.36722865887714745,0.2256612536138279,0.22322902593157548,0.21258911267995567,0.3059835097070213,0.2152445880396963,0.06803880319896434,0.07517972334625739
21005,0.014763897774335835,0.031089408095518547,0.02154579422460747,0.004244650747157822,0.0,0.0,0.000985373789961767,0.0010525258677102297
