regional_id,inter_100k_ha_q1,obitos_100k_ha_q1,inter_10k_vei_q1,obitos_10k_vei_q1,inter_100k_ha_q2,obitos_100k_ha_q2,inter_10k_vei_q2,obitos_10k_vei_q2
11001,38.787256232552515,28.277222078749254,9.230540979813828,6.7157811256640665,35.970560619318874,24.552680877098357,7.315924069791606,5.045385486851183
11002,180.4565797887322,31.990282756459575,32.99713405463265,5.84096148970601,80.8289392078365,29.11260699854914,12.294303296112433,4.303070624207184
11003,99.48207172939983,32.054202661395,19.947685574582337,6.432542641168103,82.68637889714266,28.019875669108988,13.16325931209952,4.413455758050698
11004,136.79755234808428,23.74629632435647,31.984975779882614,5.613633440119459,245.77470569764333,17.404766903580143,53.22598875137072,3.765825487137309
11005,130.20052229752824,29.6997703488803,27.572614541582784,6.211110025044695,111.79104660935639,25.240000609974565,18.041088935859577,4.040847245222788
11006,414.9870442309511,32.13380601096408,86.85282433536004,6.734687228000585,355.3992030942761,33.36431322584329,62.04056041617867,5.82193494213931
11007,123.78661484207439,41.053344856514386,40.62410086322944,13.40138667946174,114.9277201572319,21.475819590096577,30.63020797944103,5.695785501967952
12001,23.313380557408294,16.79258682970763,9.870814451905993,7.017811243527538,35.38682113524612,10.391310486307761,12.034048621485889,3.5095816707234944
12002,167.94814966770753,16.341200755084493,49.49513315305258,4.86260654121185,193.39603717417086,12.246736573421572,52.551393714063714,3.3258202397185683
12003,1.5034225298784363,12.984651215343838,0.8823034521517547,7.672677590278262,21.592402609346333,11.461092845916834,10.424955599183395,5.789887572746446
13001,31.521839121182506,13.641406367705926,12.120597472179568,5.280170139313757,35.19952030752278,12.042483629942321,12.237867836060202,4.202744695727567
13002,6.513210225760362,11.01127845304594,7.18275335906003,12.28271192928645,6.08068593446341,10.217145253168036,5.922767054870637,9.876667688679424
13003,36.807687655860235,13.027041114566835,58.48097471081134,21.31317620986284,68.70271129421073,12.285071483096283,87.5000992253462,15.689379464227148
13004,4.616049228870298,15.366990518738119,3.3547438043980944,11.141170763197024,4.153766305295023,14.258972859796948,2.6917264003174664,9.352894927867615
13005,93.9356702175282,10.594974751213407,102.29145016541418,11.762023957716401,9.3486840010324,9.427052484605465,9.260288401442073,9.291890497658802
13006,8.813253065155113,8.091384678354707,22.525628161424336,21.47592354326971,13.477573600558305,14.472397589831456,26.75680993416912,29.528981739667984
13007,4.717271649186257,4.15987679533671,14.241085036639532,12.558508596431835,12.705607542729428,8.627587992237459,30.465556006164654,20.93098988504474
13008,34.99373970551571,7.427327842731597,38.05708261711248,7.955286400797434,34.372645064360114,6.994613249912322,29.222341843969655,5.933977477183831
13009,12.40513190880926,4.977703799435664,22.511003090426097,9.408986369453276,29.991536032163744,5.0283922315369765,44.4275368952294,7.44361660045879
14001,469.24628273657504,27.42651586703956,115.58672888856756,6.84869818793203,345.6876598391545,19.484882299141702,88.62308419868423,5.005085027870064
14002,28.390820588991545,27.28643368321579,17.497462920933152,17.005254295951296,100.91344723099184,23.13635957440144,54.775422228926686,12.417769482898205
15001,187.9502900096449,34.91776220254014,62.74620412124422,11.593321630586939,160.66554131570462,31.743821606960285,46.72589210291385,9.214469272817263
15002,51.94330058206228,19.456668344606417,30.348246291146047,11.215171765431554,55.05740401711743,16.040698006883872,26.230586661201627,7.6461461675143845
15003,221.66426757655825,33.92729409676362,76.50828373680584,11.818495595143828,227.42282708871522,28.143817268866094,64.61368317558501,7.954907692498602
15004,32.58880474674935,25.528110498493895,16.881620505840672,13.357958144991894,21.453899874875646,19.177515464522017,9.747039477762266,8.811878759948318
15006,83.72783398818898,12.553865506609133,33.845911383975,5.106625192764331,103.73465823090254,11.117898296512323,37.27702435061702,3.9941893300741214
15007,12.922573255751335,22.331880039786704,10.227206554967943,17.813360079136775,35.32998117067876,18.944548646788625,21.931351272037617,11.880874780630526
15008,13.952010710539458,24.35641908954709,8.557004876868014,14.716332242255506,15.563536769485832,20.479203252221424,7.7983787649633705,10.3839063149094
15009,4.618667233218989,18.470203539848498,3.7339269868609897,15.219461964290467,9.362260110441419,15.54035611889566,6.038342387352078,9.828097133591244
