_normalized_mun_slug,_normalized_mun_cod_ibge,vlr_investimento_sum,vlr_desembolsado_sum,vlr_investimento_por_populacao,vlr_desembolsado_por_populacao,populacao
milagres-ce,2308302,4449576.67,2270499.98,157.76402886115446,80.50276485604878,28204
carandai-mg,3113206,3439400.3600000003,417150,157.74895014447554,19.132688162179516,21803
crato-ce,2304202,15269649.919999998,5926045.09,157.72965240835043,61.21378270615335,96809
sao-goncalo-do-sapucai-mg,3162005,3726102.96,1782604.6400000001,157.7052930968807,75.4477775426419,23627
mococa-sp,3530508,10830150.649999999,3980490.49,157.60282094938734,57.92500494775751,68718
boqueirao-do-piaui-pi,2201945,975233.1599999999,326500,157.47346358792183,52.72081382205716,6193
iuna-es,3203007,4474097.86,708292.86,157.35581401892168,24.910943621847853,28433
monsenhor-paulo-mg,3142601,1263457.05,1012368.14,157.30291957171315,126.04185009960159,8032
gramado-xavier-rs,4309159,627956.74,435256,157.26439769596794,109.00475832707238,3993
formiga-mg,3126109,10564352.98,6364059.059999999,157.259117270535,94.73427401827978,67178
jaboatao-dos-guararapes-pe,2607901,101267966.93,35364968.97000001,157.09715325307934,54.86173089572153,644620
redencao-pa,1506138,12153529.129999999,3840808.08,156.99191539107406,49.61322844409998,77415
nova-guarita-mt,5108808,942109.1200000001,626637.8200000001,156.93971680826255,104.38744294519408,6003
cachoeira-dos-indios-pb,2503308,1289317.28,907475,156.88942321732782,110.42528595765393,8218
candido-de-abreu-pr,4104402,2891229.8699999996,1458355,156.87628160607701,79.12940857297883,18430
passo-de-camaragibe-al,2706505,2157248.3899999997,563750,156.7425989973116,40.96127297827508,13763
tapes-rs,4321105,2595111.3099999996,1475730,156.73801473696923,89.1302772241348,16557
triunfo-rs,4322004,4086200.3000000003,1301459,156.733546852825,49.9197959418511,26071
sento-se-ba,2930204,5863871.8,2326176.19,156.6832812291249,62.155676419505674,37425
janauba-mg,3135100,10981659.990000004,6203919.14,156.67270611901336,88.50982466152112,70093
agua-preta-pe,2600401,4768863.35,0,156.58720571334754,0,30455
bela-cruz-ce,2302305,4804351.9399999995,1132105,156.55984423371459,36.89200638706944,30687
maragogipe-ba,2920601,6587064.37,4359457.14,156.5404208750208,103.60172865324745,42079
capitao-gervasio-oliveira-pi,2202455,722443.91,555850,156.4408640103941,120.36595928973581,4618
monsenhor-tabosa-ce,2308609,2650707.41,437435.99,156.40237255133349,25.810478522539533,16948
tremedal-ba,2931806,4206488.46,1049450,156.2530537498607,38.98257865606775,26921
leme-sp,3526704,14593644.070000002,4894510.19,156.22043172013662,52.394212937688,93417
iacu-ba,2911907,4567798.13,2726150.14,156.1586998735086,93.1985279135756,29251
rolandia-pr,4122404,9135446.670000002,6420450.03,156.13212336141925,109.73064945053068,58511
rio-do-antonio-ba,2926806,2358867.35,2255790,156.11299470549307,149.29119788219722,15110
satiro-dias-ba,2929701,2960050.6,1747800,156.08788230331155,92.16410040075934,18964
joao-monlevade-mg,3136207,11481264.16,6771698.46,155.97424480369514,91.99427333242765,73610
fernando-falcao-ma,2104081,1263694.25,834350,155.91539173349784,102.94262800740283,8105
santo-antonio-do-caiua-pr,4124202,429892.3,174261,155.87102973168962,63.183828861493836,2758
santana-do-riacho-mg,3159001,647468.42,392800,155.67886992065402,94.44578023563356,4159
passira-pe,2610509,4430258.779999999,1867437.09,155.34956097903077,65.4827508941721,28518
boquira-ba,2904100,3695360.37,1203300,155.28029120094126,50.56307252710312,23798
santa-rita-do-sapucai-mg,3159605,5861340.930000001,1330535.94,155.25085898182977,35.242250887323195,37754
pinheiral-rj,3303955,3570142.2399999998,855206.69,155.1291492135222,37.160280264187016,23014
casa-grande-mg,3114907,347360,0,154.79500891265596,0,2244
sorriso-mt,5107925,8527261.06,2011775.4,154.66429172561396,36.488834476003916,55134
castelo-do-piaui-pi,2202604,2881328.71,1538690.1400000001,154.54455642565972,82.53004398197812,18644
comercinho-mg,3117009,1573162.87,1068500,154.51948433356253,104.9503977998232,10181
barao-do-triunfo-rs,4301750,1104318.51,513850,154.38536418286034,71.8369914721096,7153
sao-bento-do-sapucai-sp,3548609,1730094.9200000002,1114641.4,154.37627554207194,99.45939145177121,11207
goiana-pe,2606200,11789421.43,1216915.8900000001,154.37039491429994,15.934266802844013,76371
toritama-pe,2615409,5488450.17,1236295,154.36941469314283,34.77231816391967,35554
padre-marcos-pi,2207207,1168976.11,345407.5,154.340653551624,45.604370213889624,7574
buerarema-ba,2904704,3192837.57,1294152.38,154.34028955382607,62.558726736597855,20687
catunda-ce,2303659,1543637.94,391270.13,154.31749875037488,39.11527841647506,10003
sao-bento-do-una-pe,2613008,8214283.4,3621135.88,154.28202171218211,68.01276961797078,53242
sapeacu-ba,2929602,2634125.3,1153550,154.15961257096038,67.51038801427987,17087
caetite-ba,2905206,7363353.950000001,5283494.040000001,154.12889751747815,110.59350357935281,47774
pocao-pe,2611200,1772639.02,493333.33,153.96847216190395,42.850111178667596,11513
nova-itaberaba-sc,4211454,781000.77,591110,153.86145981087472,116.45193065405832,5076
barra-do-quarai-rs,4301875,656080.36,208852.5,153.82892379835874,48.96893317702227,4265
tres-forquilhas-rs,4321832,495516.84,383050,153.64863255813955,118.7751937984496,3225
maraba-paulista-sp,3528700,888331.3,165750,153.50463106963886,28.641783307413167,5787
corumbiara-ro,1100072,1728908.25,1391083.34,153.2720079787234,123.32299113475177,11280
encruzilhada-ba,2910404,5516328.369999999,1760757.1400000001,153.22708730313045,48.90856198438932,36001
ribeirao-claro-pr,4121802,1667168.03,1644841.38,153.2041931630215,151.15248851314095,10882
sertania-pe,2614105,5445543.8100000005,1661626.29,153.19709137455692,46.74580234062905,35546
muzambinho-mg,3144102,3128175.6,1894179.1600000001,153.11676945668137,92.71557317670094,20430
lavinia-sp,3526506,1445437.3599999999,1114671.4300000002,153.03730651138167,118.01709158284808,9445
sao-joao-do-araguaia-pa,1507508,2516286.8899999997,78000,152.94717298808652,4.741064916119621,16452
nova-santa-rita-rs,4313375,3489851.41,1687054.28,152.942913927601,73.93523884652467,22818
santana-do-acarau-ce,2312007,4640858.489999999,3606913.62,152.60961821769152,118.6094580730023,30410
teofilandia-ba,2931509,3283333.55,1639190.48,152.48623211963587,76.12811071892996,21532
frei-lagonegro-mg,3126950,456919.19999999995,442250,152.45885885885883,147.56423089756424,2997
ananindeua-pa,1500800,75895806.59000002,34589978.45999999,152.37215107559805,69.44454061976128,498095
pirambu-se,2805307,1150288.47,262931.77,152.2552574454004,34.80235208471211,7555
santa-branca-sp,3546009,3394685.33,2964198.9,152.11208182103329,132.822462696599,22317
santana-de-mangueira-pb,2513505,852954.16,343350,152.06884649670172,61.214120164022106,5609
miguel-alves-pi,2206209,4909744.15,1827590,152.05624670940568,56.60100963176314,32289
capelinha-mg,3112307,5377456.56,3235607.14,151.8112065947716,91.3445638303879,35422
buriti-ma,2102200,3682429.7,2106150,151.77766466078643,86.80858956392713,24262
cristais-mg,3120201,1686103.35,1547180.78,151.69620782726048,139.19755105713,11115
serrana-sp,3551504,6000217.63,3674549.52,151.62019583564967,92.85261838580887,39574
batatais-sp,3505906,8618442.09,5593560.58,151.49841952608634,98.3258434116158,56888
campo-bom-rs,4303905,9660136.809999999,8213159.6899999995,151.4911601612119,128.79953094860977,63767
lagoa-salgada-rn,2406601,1118565.4300000002,905060,151.25969303583506,122.38810006761325,7395
sao-benedito-do-rio-preto-ma,2110401,2676956.62,2314636.68,151.20631608676007,130.74088793492996,17704
pires-do-rio-go,5217401,4494767.859999999,2237126.44,151.1201916417308,75.21522509498033,29743
capao-da-canoa-rs,4304630,6164322.06,3263703.04,150.86077335356453,79.87330314970265,40861
caravelas-ba,2906907,3241348.27,2219550,150.6552763188473,103.16290959795492,21515
votuporanga-sp,3557105,12862756.61,9896645.02,150.64069015189665,115.9034164451263,85387
guanhaes-mg,3128006,4614777.699999999,507707.13,150.62268098439844,16.57115771264443,30638
crateus-ce,2304103,11323628.379999999,6634559.950000001,150.48211112440032,88.16808130340604,75249
fortuna-ma,2104206,2244685.27,582340.42,150.42790979761426,39.02562793191262,14922
senhora-de-oliveira-mg,3166006,910150.6,340935.63,150.38840052875082,56.33437376074025,6052
itauna-mg,3133808,12949757.91,8046212.77,150.36352553905462,93.42699127991361,86123
mambore-pr,4114005,2194244.62,1699084.6400000001,150.2187047306086,116.31989046347643,14607
ruy-barbosa-ba,2927200,4544258.08,3249140.48,149.89636099749308,107.17576461274574,30316
sape-pb,2515302,7146632.71,3415101.96,149.88114403758232,71.62245627280734,47682
iraucuba-ce,2306108,3344386.4000000004,2563858.2,149.8112524637162,114.84761691453146,22324
itaperucu-pr,4111258,3848666.0399999996,1780290,149.8001728164409,69.29355441382532,25692
porto-feliz-sp,3540606,7751667.430000001,6739313.58,149.49025012535196,129.96709183476685,51854
aimores-mg,3101102,3660409.4300000006,2989776.19,149.43496346193103,122.0565907328026,24495
agua-branca-al,2700102,2965929.65,1073393.43,149.1766245850518,53.98820189115783,19882
jequeri-mg,3135506,1977895.77,792068.86,148.98280882796024,59.66170985236517,13276
sao-luis-do-quitunde-al,2708501,4713487.5,1266250,148.9394729358233,40.01169147154549,31647
acajutiba-ba,2900306,2266293.79,1379605.89,148.9317073010449,90.66214694092133,15217
guaribas-pi,2204550,680919.84,197000,148.8024125874126,43.0506993006993,4576
lencois-paulista-sp,3526803,9415062.759999998,6775956.56,148.70427962220043,107.02145749755188,63314
farol-pr,4107553,557315.09,430502.88,148.69666221985057,114.86202774813233,3748
jacarezinho-pr,4111803,6026463.74,4857948.51,148.5009053274851,119.70697624562614,40582
caxias-do-sul-rs,4305108,69816826.53999999,45766526.63,148.47599232704482,97.32940887621406,470223
bom-jesus-da-penha-mg,3107604,590518.25,435150,148.37141959798996,109.33417085427136,3980
guarapuava-pr,4109401,25625807.33,20542354.990000002,148.3593125028947,118.92892287295633,172728
pinheiro-machado-rs,4314506,2166395.1700000004,1671169.1400000001,148.32227646172808,114.41661919759004,14606
montes-altos-ma,2107001,1308070.6099999999,998954,148.1729281830539,113.15745355686452,8828
santo-anastacio-sp,3547700,3155453.59,2012352.5,148.14336103286385,94.47664319248827,21300
uirapuru-go,5221577,461581.19000000006,336950,148.08507860121915,108.10073788899582,3117
piratuba-sc,4213104,943180.4500000001,522893.51,147.88028378802133,81.98393069927877,6378
ponta-grossa-pr,4119905,50416812.78999999,36285591.650000006,147.79354729868376,106.36880851874653,341130
toropi-rs,4321493,463989.92,294600,147.48567069294342,93.6427209154482,3146
paranatinga-mt,5106307,3077949.24,2007191.3199999998,147.4537338315608,96.157483951327,20874
francisco-ayres-pi,2204105,736557,401687.5,147.4293434747798,80.40182145716574,4996
soledade-de-minas-mg,3167806,853240.02,835750,147.23727696289905,144.21915444348576,5795
anadia-al,2700201,2674247,2224650,147.20355589805692,122.45555127428854,18167
loreto-ma,2106102,1691386.08,1274500,147.14102479338842,110.87429317094389,11495
alto-rio-doce-mg,3102100,2015855.19,807920,147.11050062030213,58.959351966722615,13703
portao-rs,4314803,4016780.1199999996,1330517.13,147.09169913578438,48.72261351984766,27308
curaca-ba,2909901,4761568,3328702.87,146.74005362260777,102.58260254553299,32449
ubaitaba-ba,2932200,3623215.5900000003,3340526.89,146.6057938820102,135.1673905478676,24714
colonia-leopoldina-al,2702108,2922105.1,1758385,146.50080717938434,88.15727464153214,19946
olinda-nova-do-maranhao-ma,2107456,1766842.78,887300,146.40725720914816,73.52502485913159,12068
pureza-rn,2410405,1036222,91650,146.3797146489617,12.946743890379997,7079
mutum-mg,3144003,3969132.65,3291156,146.33826088559525,121.34188695940715,27123
guaicara-sp,3517208,1650384.7800000003,1494740,145.87102527841614,132.11419480289905,11314
curuca-pa,1502905,5092993.199999999,1080315.1400000001,145.8558107566298,30.938631651297328,34918
sao-felix-ba,2929008,2065752.5,623180,145.82468586757025,43.99124664690103,14166
fronteiras-pi,2204303,1476271.8299999998,1203035.18,145.38820464841442,118.47894228875319,10154
maracas-ba,2920502,5082572.470000001,3349241.05,145.1375673205974,95.64068220109083,35019
atalanta-sc,4201802,519272.66000000003,244210.79,144.88634486607143,68.1391713169643,3584
vicosa-do-ceara-ce,2314102,8201400.750000001,6636024.700000001,144.7144275051612,117.09323134473208,56673
toledo-pr,4127700,19613646.22,15080304.21,144.70957384644896,111.26255522436513,135538
vale-do-anari-ro,1101757,1583925.8,1492500,144.49241014413428,136.15216201423098,10962
maria-da-fe-mg,3139904,2114535.51,1425409.75,144.46508915761424,97.38400970144156,14637
sambaiba-ma,2109700,836632.72,794653.3300000001,144.44625690607734,137.19843404696135,5792
coronel-barros-rs,4305871,355000,0,144.36762911752746,0,2459
jaguapita-pr,4111902,1779021.5,1675745,144.3542275235313,135.97411554690035,12324
sao-sepe-rs,4319604,3519870.64,2886837.37,144.27473213919745,118.32755543714391,24397
jenipapo-de-minas-mg,3135456,995238.33,470100,144.13299493120925,68.08110065170166,6905
paranatama-pe,2610301,1791769.57,284590,144.02134635479464,22.87517080620529,12441
monte-aprazivel-sp,3531407,3128031.8499999996,2114653.0500000003,143.8440103927159,97.24331141359332,21746
varzelandia-mg,3170909,2911364.54,2208607.1,143.6717597710225,108.99166502171339,20264
passos-mg,3147907,15456982.56,3508591.5500000003,143.62689264906754,32.601971306181994,107619
miravania-mg,3142254,677690.36,64857,143.60889171434627,13.743801652892563,4719
cacador-sc,4203006,10415607.47,6659481.01,143.4538119439165,91.72080833539927,72606
marau-ba,2920700,2723801.91,1645473.4100000001,143.30519861103804,86.57196874835587,19007
graca-ce,2304657,2271313.27,1804410,143.24629603935418,113.79982341069626,15856
monte-alegre-do-sul-sp,3531209,1070111.4100000001,1034214.28,143.1970306436505,138.39345376689417,7473
ortigueira-pr,4117305,3580496.3899999997,2383680.2800000003,142.97394042247333,95.18349558758936,25043
guaruja-sp,3518701,43993280.760000005,18257488.23,142.80843464542394,59.26639863272501,308058
ipaumirim-ce,2305704,1725019.46,1121154,142.79962417218542,92.81076158940397,12080
paula-candido-mg,3148301,1312526.41,1009857.14,142.77454693788752,109.85066246056782,9193
guimaraes-ma,2104909,1834359.87,1281033,142.76285080551017,99.69904272706047,12849
guaira-sp,3517406,5519897.4799999995,2504465.1999999997,142.7215192884476,64.75502120177887,38676
bom-jesus-do-itabapoana-rj,3300605,5200241.95,559950,142.66781755829905,15.362139917695472,36450
boa-esperanca-mg,3107109,5711065.07,5188482.65,142.51297774117882,129.47254204721267,40074
perdoes-mg,3149903,2922862.1,2279823.86,142.32869594857812,111.01596513439813,20536
guajeru-ba,2911659,1911019.88,1428612,142.30544940055103,106.38260481048478,13429
joselandia-ma,2105609,2283520.21,1241847.36,142.239953282671,77.3543889373365,16054
lajinha-mg,3137700,2874217.35,1627310,142.03485619687686,80.41658430519865,20236
santa-maria-da-boa-vista-pe,2612604,6255475.33,764285.9400000001,141.99884979456564,17.34923705536513,44053
canapi-al,2701605,2524540.04,420000,141.88388916989828,23.60478839993256,17793
ocaucu-sp,3533700,642532.25,566600,141.80804458177002,125.04965791216067,4531
lages-sc,4209300,23876698.779999994,13378009.800000003,141.79909480710754,79.4494120581528,168384
matriz-de-camaragibe-al,2705101,3700971.0500000003,2320290,141.58808867975057,88.76735911855847,26139
uniao-dos-palmares-al,2709301,8874967.9,2845926.2199999997,141.48561066207535,45.3700355508792,62727
rosario-do-catete-se,2806107,1133618.76,816150,141.36659932659933,101.77702955480733,8019
campina-verde-mg,3111101,2736515.6599999997,1763642.1400000001,141.36355305300134,91.10662981712987,19358
baturite-ce,2302107,4748171.74,1074425.91,141.33146029289202,31.98076884152875,33596
lagoa-santa-mg,3137601,7568513.090000001,2308127.33,141.0877840951458,43.02675658041906,53644
aracuai-mg,3103405,5252233.05,3479097.43,140.95413692233373,93.36851027856798,37262
lagamar-mg,3137106,1075346.46,997202.38,140.82588528025144,130.5922446306967,7636
sao-carlos-sp,3548906,31871718.73,22295228.91,140.8246601302569,98.51109883263669,226322
cotriguacu-mt,5103379,1934716.04,1267050,140.80902765647744,92.21615720524018,13740
laranjal-pr,4113254,1036566.6699999999,961091,140.7613620315046,130.51208582292233,7364
pinhao-pr,4119301,4260839.84,3498165.14,140.64498564119492,115.47004918303351,30295
engenheiro-coelho-sp,3515152,2210469.48,1722693.33,140.60616245785891,109.57911901278545,15721
taipu-rn,2413904,1731447.75,1015915,140.42560827250608,82.39375506893755,12330
bodoco-pe,2602001,4911166.869999999,3041337.77,140.3671793186235,86.92516777180748,34988
cabo-de-santo-agostinho-pe,2602902,25950693.99,16039171.49,140.25506817997567,86.68650987704365,185025
peritoro-ma,2108454,2840735.0300000003,1876863.33,140.22781271596406,92.64800720702932,20258
patos-de-minas-mg,3148004,19746117.09,12910372.07,140.09306200780418,91.59540312167435,140950
sitio-do-mato-ba,2930758,1846363.47,803138,140.0139129445666,60.903768863274436,13187
sao-jose-de-piranhas-pb,2514503,2522939.64,2169473.69,139.90681750124773,120.30575555925247,18033
valenca-rj,3306107,10595541.180000002,3673990.25,139.74783603054647,48.45738205463011,75819
areado-mg,3104304,1937318.58,687400,139.7373470859781,49.58165031736873,13864
eunapolis-ba,2910727,12549861.73,5519256.93,139.5390350018902,61.36735228713113,89938
barra-dos-coqueiros-se,2800605,3005995.64,1405932.97,139.41172618495503,65.20420044522771,21562
ubata-ba,2932309,3520844.4000000004,1332446,139.1968213805646,52.678342689966,25294
mampituba-rs,4311734,417840.7,373020,139.14109224109225,124.21578421578421,3003
carnaiba-pe,2603900,2646998.66,1664448.11,139.05955660625165,87.44145573942738,19035
santarem-novo-pa,1506906,882528.92,130000,139.0466236017016,20.482117535843706,6347
igaracu-do-tiete-sp,3520004,3429232.63,2109523.14,138.99289194228274,85.50272130350196,24672
japeri-rj,3302270,14114586.969999999,4310956,138.80014721211523,42.393116333956144,101690
grajau-ma,2104800,7858511.98,6523860.75,138.76206416753485,115.19539402821677,56633
jaguaruna-sc,4208807,2454911.04,2136135,138.73472958462844,120.71969482904775,17695
barra-mansa-rj,3300407,24703331.16,6509635.51,138.50652440357715,36.49819466793754,178355
canguaretama-rn,2402204,4227465.890000001,2595771.32,138.41936708031827,84.99300350348712,30541
virgem-da-lapa-mg,3171600,1951227.3900000001,1495546,138.35548393958734,106.04452953272353,14103
bariri-sp,3505203,4602521.970000001,4297350,138.3509775453152,129.1775633510686,33267
guapimirim-rj,3301850,5415018.32,70000,138.3111113381523,1.7879492222420883,39151
pindobacu-ba,2924603,2780413.05,1528878.68,138.18463545549426,75.98422941205705,20121
parnamirim-pe,2610400,2807963.81,928480.12,138.14640411295878,45.6794312702942,20326
conceicao-do-coite-ba,2908408,8740209.25,5427398.87,138.03672336460406,85.71652405319183,63318
sao-joao-nepomuceno-mg,3162906,3457281.2300000004,907200,137.73480060555357,36.141986375044816,25101
arraial-pi,2201002,667435.72,555740,137.67238448844884,114.63283828382838,4848
alagoinhas-ba,2900702,19663645.07,12669761.72,137.63409186037558,88.6809715193639,142869
sao-pedro-da-aldeia-rj,3305208,12338906.889999999,1873027.2999999998,137.49770879996433,20.871943079374628,89739
dois-riachos-al,2702504,1621913.18,360000,137.41533338981614,30.50072015589257,11803
urupes-sp,3556008,1754607.27,1240687,137.2717313409482,97.06516976998904,12782
virginopolis-mg,3171808,1545335.61,1092450,137.08290694579972,96.90854253526125,11273
jambeiro-sp,3524907,759425.54,217693.68,136.83343063063063,39.224086486486485,5550
aracagi-pb,2500809,2802302.74,649043.5,136.75773461519694,31.67456444292616,20491
calcado-pe,2603306,1830064.97,640724.75,136.59239961188237,47.82241752500373,13398
cruzilia-mg,3120805,1938952.12,1104050,136.49786131643788,77.72263287574798,14205
nina-rodrigues-ma,2107209,1409228.75,344750,136.47382820065855,33.386596939763706,10326
diamantina-mg,3121605,6308148.1899999995,4033506.4099999997,136.03355882860345,86.98150629690329,46372
cariacica-es,3201308,49276077.58,28362569.130000003,136.017681442653,78.28973169701638,362277
jau-sp,3525300,18149598.460000005,8450606.99,135.98362511144913,63.315129280956626,133469
massaranduba-pb,2509206,1578130.93,377450,135.72984690805882,32.463232132106306,11627
jeremoabo-ba,2918100,5330189.33,3032008.38,135.62132537784336,77.14641443183552,39302
itai-sp,3521804,3265125.65,1850157.1400000001,135.52175528161706,76.79231062964347,24093
chapeco-sc,4204202,25164378.47,18778859.270000003,135.04839896745662,100.77955558775547,186336
teotonio-vilela-al,2709152,5699113,3193423.5500000003,135.002084567097,75.64665521733981,42215
antonio-cardoso-ba,2901700,1629030.9000000001,1136666.67,134.92056485009113,94.1416821268842,12074
sao-jose-do-calcado-es,3204807,1478908.35,160337.66999999998,134.87536251709986,14.622678522571817,10965
mandirituba-pr,4114302,3043685.1500000004,1856500,134.80159218743083,82.22241906196022,22579
nova-ipixuna-pa,1504976,1972359.5,1232302.97,134.67801297371116,84.14496210310686,14645
oliveira-dos-brejinhos-ba,2923209,2865913.67,985350,134.27885817364006,46.16736166424589,21343
pinhais-pr,4119152,17723463.090000004,8458368.82,134.109151161119,64.00242756721173,132157
getulina-sp,3517000,1469780.3000000003,549640,134.10404197080294,50.14963503649635,10960
baixa-grande-do-ribeiro-pi,2201150,1368873.31,939957.14,133.78355258014074,91.86445856137608,10232
para-de-minas-mg,3147105,11272261.45,6495533.6899999995,133.77315876293554,77.08551326782492,84264
petrolandia-pe,2611002,4294310.29,2143271,133.75830213362406,66.75816850957794,32105
joaima-mg,3136009,1988428.7000000002,857306,133.62198104966066,57.610778845507696,14881
leopoldina-mg,3138401,6993716.78,3963765.98,133.50099795750856,75.66316032603508,52387
gado-bravo-pb,2506251,1129526.29,11990.22,133.49796596147027,1.417116180120553,8461
amparo-sp,3501905,8998400.98,4876920.86,133.29977009110436,72.24532790163693,67505
urucuia-mg,3170529,1516225.04,709625,133.28279184247538,62.37913150492265,11376
barauna-rn,2401453,3243244.9400000004,676978.79,133.20922249147742,27.8054294163552,24347
urai-pr,4128401,1568497.7,408750,133.00243364707876,34.66039175782244,11793
redentora-rs,4315404,1165412.54,1044300,132.78028255668224,118.98142873419164,8777
manari-pe,2609154,1761939.06,365714.29,132.5364119151497,27.50972544004814,13294
sao-joao-do-rio-do-peixe-pb,2500700,2356779.1799999997,2092245.84,132.12126807938108,117.29150353178608,17838
alecrim-rs,4300307,930742.35,344050,132.11388928317956,48.8360539389638,7045
ataleia-mg,3104700,2189589.1,890191.95,131.97451027665602,53.65511120487011,16591
nazareno-mg,3144508,1049619.98,887990,131.96127483027408,111.64068393261252,7954
matozinhos-mg,3141108,4648932.28,108000,131.94823829932167,3.0653080918457127,35233
glaucilandia-mg,3127354,401861.73,146250,131.93096848325672,48.01378857518056,3046
nova-friburgo-rj,3303401,24149458.32,2994873.35,131.68289785213014,16.330536122274268,183391
muana-pa,1504901,3436991.68,1008019.95,131.58971170412343,38.59335924039971,26119
jaguare-es,3203056,3088025.84,1896737.25,131.56210974778458,80.8085058793456,23472
candeal-ba,2906402,1280154.16,1062600,131.540706946157,109.1861898890259,9732
jaguaruana-ce,2307007,4250132.87,702300,131.3715649727992,21.708086053412462,32352
olho-d-agua-das-cunhas-ma,2107407,2499137.5,1732600,131.31239491382934,91.03614964270702,19032
rafael-jambeiro-ba,2925956,3133973,1435881.8599999999,131.1669945172226,60.09634035073034,23893
andrelandia-mg,3102803,1622317.8,1038512.22,131.10698238241474,83.9269613706158,12374
tubarao-sc,4218707,12821684.939999998,5181724.16,131.0568513691699,52.96499299827257,97833
sao-francisco-de-paula-rs,4318200,2917572.99,1468483.1400000001,131.0561939628066,65.96366633725631,22262
posse-go,5218300,4085002.1099999994,730623.91,130.6907927824167,23.374729180663532,31257
santana-do-manhuacu-mg,3158904,1090354.52,746396.97,130.5344810247815,89.35675445947564,8353
macaparana-pe,2609006,3119459.4699999997,2826397.62,130.4830999288911,118.22468816664576,23907
nazare-ba,2922508,3458109.4799999995,582000,130.46515807741642,21.9572926884479,26506
sao-manoel-do-parana-pr,4125555,282083.96,260700,130.4132963476653,120.52704576976421,2163
barbosa-sp,3505104,892781.5499999999,627157.14,130.40922436459246,91.60928133216477,6846
vera-cruz-ba,2933208,4977226.32,1632693,130.4065375848246,42.77760892917966,38167
surubim-pe,2614501,7397632.11,5575032.390000001,130.2514677348358,98.1606195967955,56795
tarrafas-ce,2313252,1159825.5499999998,989096,130.17121773288437,111.00965207631874,8910
gameleiras-mg,3127339,689041.4199999999,624450,129.8608028646815,117.68752355823595,5306
governador-edison-lobao-ma,2104552,2113277.54,1324650,129.8161766693286,81.37170587873948,16279
dirceu-arcoverde-pi,2203354,907943.98,504667.46,129.78044311034876,72.13657232704402,6996
simonesia-mg,3167608,2236288.9699999997,438610,129.76029766740163,25.450272716722758,17234
oratorios-mg,3145851,573432.47,424270,129.53071380167157,95.83690987124463,4427
brazopolis-mg,3108909,2081272.1900000002,1235054.76,129.4645552376213,76.82599900472755,16076
coari-am,1301209,9135786.39,3269318,129.3874120496261,46.302373668706096,70608
palmas-pr,4117602,6078382.62,4459933.7,129.33829730189802,94.90028300280875,46996
pao-de-acucar-al,2706406,3421511.0599999996,1392546.13,129.33813638769183,52.64028615710289,26454
formosa-da-serra-negra-ma,2104099,2169250.64,1578200,129.28366648787176,94.05804875141546,16779
barra-do-pirai-rj,3300308,13419150.539999997,2556413.98,129.23781976828172,24.620438396270934,103833
cambui-mg,3110608,3423129.7600000002,1631303.38,129.2332286318333,61.58650634249471,26488
rondon-do-para-pa,1506187,6065853.75,1162090.08,129.1596488799932,24.744273911932545,46964
promissao-sp,3541604,4847825.08,3145520.2800000003,129.03447112057492,83.7242555230237,37570
peri-mirim-ma,2108405,1619124.12,1133430,128.95222363810132,90.26999044281618,12556
canavieiras-ba,2906303,4448075.5600000005,2153430.56,128.68727209605095,62.30089859684652,34565
itapecerica-mg,3133501,2749076.12,1435207.1400000001,128.5335758369179,67.10338227043202,21388
piratini-rs,4314605,2716105.6399999997,322950,128.23917091595843,15.247875354107649,21180
cocalinho-mt,5103106,748559.6599999999,683694.8300000001,128.1560794384523,117.05098955658279,5841
barra-de-santo-antonio-al,2700508,1848078.4,281681.92,128.0275995843436,19.51381503290613,14435
conceicao-do-mato-dentro-mg,3117504,2376752.4299999997,908604.21,127.89240368058543,48.89174612569953,18584
jardinopolis-sp,3525102,4879574.52,1480548.22,127.76096457466026,38.76491032388134,38193
milagres-do-maranhao-ma,2106672,1036858.16,493100,127.72335057896034,60.741561961074154,8118
santa-cecilia-sc,4215505,2017781.7600000002,1761306,127.41738822935086,111.22164688052538,15836
alianca-pe,2600708,4766343.23,769877.7,127.39123960978219,20.576712548443137,37415
marataizes-es,3203320,4647507.31,1739053.76,127.3499016276648,47.65314188633748,36494
rio-do-sul-sc,4214805,7972465.4399999995,5559046.760000001,127.2377899071148,88.72046282996585,62658
campo-alegre-al,2701407,6453737.21,3392246.48,127.0020704108942,66.75548016372795,50816
teofilo-otoni-mg,3168606,16567228.470000003,9319959.1,126.93151653756868,71.4058205193034,130521
santa-filomena-pi,2209203,776423.16,345850,126.90800261523374,56.52991173586139,6118
ararenda-ce,2301257,1351228.76,1298688.4,126.88785425861583,121.95402385200488,10649
sao-goncalo-dos-campos-ba,2929305,3701577.36,1943600,126.74464509501797,66.5502482451635,29205
sao-gotardo-mg,3162104,4125390.96,1717850,126.62341804788214,52.72713321055863,32580
pimenteiras-do-oeste-ro,1101468,323775.49,269297.74,126.62318732890105,105.3178490418459,2557
imarui-sc,4207205,1663122.0499999998,1078943.51,126.50201947212291,82.06765878147105,13147
sao-felix-do-xingu-pa,1507300,8118599.940000001,463750,126.41265496784644,7.22093331049624,64223
piquete-sp,3538501,1962052.0000000005,1627890.95,126.31507113886568,104.80209553853086,15533
pedreiras-ma,2108207,4930894.6,3848980,126.27454224179876,98.56795308458604,39049
