_normalized_mun_slug,_normalized_mun_cod_ibge,vlr_investimento_sum,vlr_desembolsado_sum,vlr_investimento_por_populacao,vlr_desembolsado_por_populacao,populacao
schroeder-sc,4217402,18252726.899999995,12004395.66,854.3284296747014,561.8720177860988,21365
fontoura-xavier-rs,4308300,9699323.229999999,8523780.82,854.0392031346305,750.5310222770098,11357
jacinto-machado-sc,4208708,9432056.749999998,7136043.29,853.5025563297437,645.7373350827979,11051
corrego-danta-mg,3119807,3010092.81,2778020.14,853.2009098639456,787.4206746031747,3528
timburi-sp,3554607,2275310.73,2066200,852.815116191904,774.4377811094453,2668
belem-do-brejo-do-cruz-pb,2502003,5367472.89,3522071.8,851.5743122322702,558.7929240044423,6303
olho-d-agua-do-piaui-pi,2207108,2444561.16,2091550,851.4667920585163,728.5092302333682,2871
sao-luis-do-piaui-pi,2210375,2283871,1615649.7,849.9705991812431,601.2838481577968,2687
porto-murtinho-ms,5006903,13328234.86,4592233.74,849.8523790091181,292.816026270484,15683
primeira-cruz-ma,2109403,12027626.030000001,5530663.640000001,849.5286078542168,390.63876536233937,14158
pinheirinho-do-vale-rs,4314498,3904481.87,3245500,849.3543332608223,706.0039155971285,4597
cabeceiras-go,5204003,5920317.279999999,3775103.57,848.7910078853046,541.2334867383512,6975
populina-sp,3540408,3732081.74,3015250,847.6224710424711,684.8171701112877,4403
laurentino-sc,4209508,5590796.890000001,4938035.630000001,847.3472097605336,748.4140087905428,6598
novo-acordo-to,1715101,3346885.9799999995,1180131.78,847.3129063291138,298.7675392405063,3950
avelinopolis-go,5202809,2074781.08,1177700,846.8494204081633,480.6938775510204,2450
sao-gabriel-ba,2929255,16161739.629999999,9411084.59,846.208682653542,492.7527404576156,19099
aparecida-do-rio-negro-to,1701101,3554063.2899999996,2510504,846.2055452380952,597.7390476190476,4200
pedranopolis-sp,3536901,2397492.48,1403420,845.9747635850388,495.2081863091037,2834
jauru-mt,5105002,10857566.770000001,8331017.75,845.4073635443433,648.681596978899,12843
balneario-gaivota-sc,4202073,7311472.03,6479792.4799999995,844.7685765453496,748.6761964182552,8655
irineopolis-sc,4207908,8818700.54,7898404.85,844.0563303981622,755.9728991194487,10448
bodo-rn,2401651,2337613.7199999997,998351.78,842.3833225225225,359.76640720720724,2775
itamari-ba,2915700,7396069.359999999,4028500,842.2809884978931,458.77462703564515,8781
santa-cruz-dos-milagres-pi,2209153,2915927.26,1607727.3900000001,842.0234652035806,464.2585590528444,3463
maravilha-sc,4210506,19079498.86,14250682.87,840.8399303688686,628.0323859680049,22691
sao-luis-ma,2111300,910382378.18,161381995.75,840.6620694501516,149.02279061070146,1082935
entre-rios-do-oeste-pr,4107538,3455616.9000000004,2058880,840.1694383661562,500.57865305130076,4113
vale-de-sao-domingos-mt,5108352,2693175.64,1962935,838.4731133250311,611.1254669987546,3212
constantina-rs,4305801,8516042.18,6260265.59,835.6434285153566,614.2935521538612,10191
campo-ere-sc,4203501,8189326.170000002,5860213.140000001,835.4750224443993,597.8589206284432,9802
santo-hipolito-mg,3160603,3087347.5799999996,1199300,835.3213149350648,324.4859307359307,3696
cristalandia-do-piaui-pi,2203008,6513492.76,2246406.25,835.0631743589744,288.00080128205127,7800
araguacu-to,1702000,7681053.91,4911817.39,832.6345701897019,532.4463295392953,9225
lucianopolis-sp,3527504,2012256.6300000001,1478645,832.1987717121589,611.5157154673284,2418
chacara-mg,3115904,2269026.0599999996,1741023.88,831.7544208211142,638.2052346041055,2728
inocencia-ms,5004403,7344282.1899999995,5235287,831.3654278922345,592.6292732623953,8834
muitos-capoes-rs,4312617,2570027.8600000003,1125545,830.6489528118941,363.7831286360698,3094
inhacora-rs,4310413,1991209.4599999997,1523007.1400000001,829.6706083333332,634.5863083333334,2400
caceres-mt,5102504,74917694.61999999,28583005.02,828.8180750295935,316.2151654478875,90391
tuiuti-sp,3554953,5200669.11,3841552.5200000005,827.6048870146404,611.3228071292172,6284
andradina-sp,3502101,47311599.7,38635266.65,827.154790377286,675.4653423196615,57198
tapejara-pr,4126801,12687411.55,7774316.41,825.6270937723694,505.9098334092536,15367
porto-vitoria-pr,4120309,3388945.67,3081857,824.5609902676399,749.8435523114355,4110
frei-inocencio-mg,3126901,7706957.93,1120600,824.5381330908313,119.88873435326843,9347
francisco-alves-pr,4108320,5307016.02,4693277.33,823.1760539785946,727.9784907709012,6447
coqueiros-do-sul-rs,4305850,2750812.46,2165606,823.1036684619988,647.9970077797726,3342
simolandia-go,5220686,6021312.49,1869502.38,821.3494052653117,255.01328331741917,7331
sagres-sp,3544707,1928450.0099999998,1691913.1400000001,820.9663729246487,720.2695359727544,2349
jataizinho-pr,4112702,9760978.440000001,2947744.29,820.9401547518925,247.9179386038688,11890
morro-da-fumaca-sc,4211207,13236136.849999998,8528165.98,820.6930090525792,528.7801326884921,16128
jupi-pe,2608305,11157735.8,4865971.14,818.7361168183153,357.0568784854711,13628
nossa-senhora-do-livramento-mt,5106109,10935529.61,4603505,818.46640296385,344.5479380285907,13361
lourdes-sp,3527256,1848838.7800000003,1382185,818.4323948649846,611.8570163789287,2259
antonio-carlos-sc,4201208,6107643.949999999,3332456.14,818.0610701848378,446.35094294133404,7466
paulistania-sp,3536570,1609105.91,1466146,818.0507930859176,745.371631926792,1967
salgado-filho-pr,4122800,3846828.08,3125316.2,816.9097642811637,663.6899978764069,4709
brejo-dos-santos-pb,2502904,5076538.9,4061101.88,816.5576483834648,653.225330545279,6217
cotia-sp,3513009,170658684.38,40622169.14,816.4432555602865,194.33933960684504,209027
torrinha-sp,3554706,8018527.470000001,5593764.09,816.3012796498016,569.455776239438,9823
cruzeiro-do-oeste-pr,4106605,17023723.4,12880977.67,816.2506425009589,617.6149630801688,20856
sao-joao-do-sul-sc,4216404,5830342.41,5190305.359999999,816.2316127677447,726.6282178356432,7143
congo-pb,2504702,3890140.2,3018839.81,815.5430188679246,632.880463312369,4770
balneario-arroio-do-silva-sc,4201950,7178249.97,6180194.28,814.9693426430517,701.6569346049047,8808
nova-ramada-rs,4313334,2006346.4100000001,1504668,814.2639650974027,610.6607142857143,2464
carauari-am,1301001,21445341.98,681742.1,813.0318830799561,25.84608181370133,26377
mato-grosso-pb,2509370,2172726.1100000003,1762407.93,812.8417919940143,659.3370482603816,2673
bernardo-do-mearim-ma,2101939,5077198.61,1716050,812.4817746839495,274.6119379100656,6249
santa-luzia-pb,2513406,12001821.7,8088374.07,812.4160089352196,547.5105983889529,14773
palmitinho-rs,4313805,5795505.260000001,5051101.279999999,812.3780852256799,708.0321390524249,7134
planalto-da-serra-mt,5106455,2408680.77,2298587.5,812.3712546374368,775.2403035413154,2965
buritinopolis-go,5203962,2943441.35,758633.6599999999,811.5360766473669,209.16285084091533,3627
sangao-sc,4215455,8804736.670000002,4138609.65,811.4216818726386,381.4035250207354,10851
santana-da-ponte-pensa-sp,3547205,1330422.3599999999,938527.13,810.7387934186471,571.9239061547837,1641
cachoeirinha-to,1703826,1969697.0899999999,1543240.7999999998,810.5749341563785,635.0785185185184,2430
santo-antonio-do-sudoeste-pr,4124400,15679314.900000002,12386319.82,808.7957753017643,638.9311781698133,19386
itacoatiara-am,1301902,70233433.35,28951360.4,808.7775463789311,333.3912228376651,86839
nova-prata-do-iguacu-pr,4117255,8694962.149999999,7242444.899999999,805.7605550922063,671.156046705588,10791
passagem-franca-ma,2107902,14472649.42,13545660.64,805.0647727652,753.4995071480225,17977
major-sales-rn,2407252,2870051.7700000005,2365981.41,803.7109409129097,662.554301316158,3571
santo-antonio-de-goias-go,5219738,3159604.68,1333771.43,803.5617192268566,339.20941759918617,3932
tapira-pr,4126900,4774883.330000001,3287744.8200000003,803.3114619784659,553.1199226110364,5944
sao-miguel-do-aleixo-se,2807006,2966003.1100000003,2135647.6100000003,802.0560059491618,577.5142266089779,3698
ipira-sc,4207601,4226021.98,2563678.14,800.2313917818595,485.4531603862905,5281
rochedo-ms,5007505,3577091.68,1511495.52,799.8863327370304,337.9909481216458,4472
alvorada-do-gurgueia-pi,2200459,4087266.83,3854750,799.2309014470083,753.764176769652,5114
rolante-rs,4316006,16849101.889999997,12648747.510000002,797.5528680299155,598.7289363817098,21126
sao-jose-do-divino-mg,3163300,3097293.3000000003,2471207.14,796.8338821713404,635.7620632878827,3887
bandeirante-sc,4202081,2472304.76,1499457.1400000001,796.233417069243,482.91695330112725,3105
armacao-dos-buzios-rj,3300233,21904930.34,7353849.600000001,794.8087931785196,266.8305370101597,27560
formosa-do-sul-sc,4205431,2136377.23,1426340,794.4876273707698,530.4351059873559,2689
selbach-rs,4320305,4023099.0500000003,2220117.99,793.667202604064,437.97948115999213,5069
bom-jesus-rn,2401701,7658872.79,3844069.16,793.5833374779816,398.3078603253549,9651
uniao-paulista-sp,3555703,1283178.52,907508,793.0645982694685,560.8825710754018,1618
vila-langaro-rs,4323358,1816294.2000000002,1535350,792.1038813781074,669.581334496293,2293
perdigao-mg,3149705,7058286.409999999,3410545.62,791.9980262567324,382.6913846499102,8912
santo-antonio-do-rio-abaixo-mg,3160504,1388340.04,835750,791.9794865944097,476.7541357672561,1753
sao-jose-da-lagoa-tapada-pb,2514206,5608485.21,2465572.29,791.4881752751905,347.9498010160881,7086
jequitiba-mg,3135704,4509699.890000001,2485657.14,790.3434787942517,435.621650893796,5706
borebi-sp,3507456,1851874.1600000001,1136676,788.3670327799064,483.8978288633461,2349
tangua-rj,3305752,24490053.82,13974222.360000001,787.6894863465311,449.46197806439164,31091
babaculandia-to,1703008,8856379.67,3914025.24,786.7442187083592,347.69700986053124,11257
sao-jose-do-serido-rn,2412401,3381586.39,2136875.7,786.4154395348837,496.94783720930235,4300
assuncao-pb,2501351,2440703,1476545.19,786.0557165861513,475.5379033816425,3105
santa-rosa-rs,4317202,56281876.749999985,41336440.760000005,785.3467766692247,576.8009594641736,71665
mirim-doce-sc,4210852,2042565.4300000002,1826617.1400000001,785.3000499807766,702.2749480968859,2601
aguas-de-chapeco-sc,4200507,4988760.529999999,3056317.04,785.1370050361976,481.0067736858672,6354
derrubadas-rs,4306320,2504548.15,1876914.06,785.1248119122257,588.3743134796239,3190
camapua-ms,5002605,13520514.72,6767538.08,785.0266922139001,392.93607849968066,17223
caiabu-sp,3508900,3240520.4400000004,757190,784.6296464891042,183.33898305084745,4130
feliz-rs,4308102,9820177.72,3742561.26,784.5472333626269,298.99826316209953,12517
porto-firme-mg,3152303,8614729.739999998,6115847.38,783.9411902811902,556.5426681226681,10989
guaranta-do-norte-mt,5104104,25800910.08,19795030.610000003,783.2698870673952,600.9420343047967,32940
pedra-grande-rn,2409506,3449460.41,1508217.1400000001,782.723033809848,342.2321624687997,4407
boa-esperanca-do-iguacu-pr,4103024,2267787.35,2095704.99,782.5353174603175,723.1556211180124,2898
bujari-ac,1200138,6835993.27,2069252.37,781.1670974745742,236.45896126157012,8751
tenente-ananias-rn,2414100,7835594.13,5347695,780.7487176165803,532.8512355520128,10036
morungaba-sp,3532009,10626847.63,4392507.09,780.1238900308325,322.45684113933345,13622
milagres-ba,2921302,9848127.09,7870164.51,779.926117842718,623.2806296032312,12627
monte-alegre-rn,2407807,16437162.77,10593054.02,779.2340366928985,502.18327581302736,21094
ponte-alta-do-norte-sc,4213351,2865167.23,1482761.75,779.2132798477019,403.25312754963284,3677
venha-ver-rn,2414753,2973772.63,1317076.24,778.2707746663177,344.6941219576027,3821
goiatuba-go,5209101,26697958.05,11296011.36,778.2073060891363,329.262580814411,34307
aurora-sc,4201901,4323769.600000001,3007202.14,777.6564028776979,540.8636942446043,5560
paiva-mg,3146602,1361021.83,674758.3300000001,777.2825985151343,385.3559851513421,1751
aguas-de-santa-barbara-sp,3500550,4819781,2602924.62,776.3822487113403,419.28553801546394,6208
novo-machado-rs,4313425,3332396.8500000006,1486169.1400000001,776.2396575821106,346.1842860470534,4293
silveira-martins-rs,4320651,1971568.3699999999,1335773,775.5973131392603,525.4811172305272,2542
vista-gaucha-rs,4323705,2141980.6999999997,1286300,775.5179942070962,465.7132512671977,2762
valentim-gentil-sp,3556107,8836452.739999998,8328332.63,774.8555541915116,730.299248509295,11404
rochedo-de-minas-mg,3156205,1652181.43,917885.24,774.5810736052508,430.32594467885605,2133
paraiso-do-norte-pr,4118006,9355523.1,6224937.29,774.527949333554,515.3520399039655,12079
arapua-pr,4101655,3120806.95,2532520.19,773.4341883519207,627.6382131350681,4035
erebango-rs,4306973,2390771.83,1018720.71,773.2121054333765,329.4698285899094,3092
pedras-de-fogo-pb,2511202,20865075.33,2213969.7,772.1799833462861,81.93515043854781,27021
alvinlandia-sp,3501509,2357773.3099999996,1853047.78,771.5226799738218,606.363802356021,3056
frei-paulo-se,2802304,9998173.57,8979616,770.928642917727,692.3907780090987,12969
ipiacu-mg,3131406,3047897.0700000003,1223726.19,770.6440126422251,309.41243742098607,3955
sao-domingos-ba,2928950,7483788.969999999,6558399.100000001,769.145834532374,674.0389619732786,9730
santo-andre-pb,2513851,2029696.57,888606.5299999999,768.5333472169633,336.46593335857625,2641
paranaiba-ms,5006309,30934045.979999997,5720652.38,768.3759154474775,142.09623636950744,40259
ibirarema-sp,3519501,5558106.719999999,4599791.14,768.2248403593641,635.7693351762266,7235
pau-d-arco-to,1716307,4857453.43,3806399.24,768.2197422109757,601.9926047762139,6323
ivatuba-pr,4111605,2311097.52,1257056,767.8064850498339,417.6265780730897,3010
pedrinhas-se,2805109,7125095.749999999,5501388.100000001,766.3041245429124,591.674349322435,9298
lagoa-dos-tres-cantos-rs,4311270,1218231.8,87750,766.1835220125787,55.18867924528302,1590
bombinhas-sc,4202453,14701999.940000005,10560950.57,766.0084374511544,550.2501208774032,19193
faxinal-do-soturno-rs,4308003,5362636.619999999,3774565.0799999996,765.8721251071121,539.0695629820051,7002
arvoredo-sc,4201653,1830626.1800000002,1493068.5,764.9921353949019,623.9316757208525,2393
caparao-mg,3112109,3504567.9699999997,411348.5,764.6886253545712,89.75529129391228,4583
medeiros-mg,3141306,2573914.1100000003,1593761.1400000001,764.4532551232552,473.347531927532,3367
hidrolandia-go,5209705,13293768.98,5961714.79,764.097538797563,342.6666737556041,17398
pedrinhas-paulista-sp,3537156,2245008.4400000004,1641497.1400000001,763.6083129251703,558.3323605442177,2940
marquinho-pr,4115457,4287793.15,2196186,763.3600053409294,390.9891401103792,5617
itapura-sp,3523008,3355985.93,1755897.1400000001,763.2444689561065,399.33980896065503,4397
taboleiro-grande-rn,2413805,1737870.76,1445017.41,762.8932221246707,634.3360008779631,2278
mesopolis-sp,3529658,1535101.85,1175302.37,762.5940635866866,583.8561202185792,2013
brasilandia-do-tocantins-to,1703602,1682730.41,1162300,762.1061639492754,526.4039855072464,2208
itatiba-sp,3523404,93232344.75999999,39331469.690000005,760.5774529494782,320.86106076798205,122581
apiacas-mt,5100805,6622826.000000001,3197750,760.1085733960749,367.0090669115115,8713
guarani-d-oeste-sp,3518008,1619243.15,1569175,759.494910881801,736.0107879924954,2132
ibiam-sc,4206751,1558358.53,1127601,759.4339814814815,549.5131578947369,2052
ipora-do-oeste-sc,4207650,6385787.81,4907777.99,759.3991925318111,583.6339624212154,8409
autazes-am,1300300,24113607.7,6175481.17,758.9100428022912,194.3564288411909,31774
dionisio-cerqueira-sc,4205001,11659564.889999999,10271846.38,757.1637697253068,667.0463263848302,15399
indaial-sc,4207502,46892393.550000004,39949254.82,756.7194931254842,644.6755554479731,61968
curvelandia-mt,5103437,3806774.33,2786326.19,755.4622603691208,552.9522107561024,5039
ubarana-sp,3555356,3665676.38,2773003.14,755.0311802265705,571.1643954685891,4855
iguatemi-ms,5004304,12213119.809999999,8896436.469999999,755.0148250494559,549.9775265825914,16176
palmeirante-to,1715705,3742249.96,971304.29,754.6380237951199,195.86696713046987,4959
itamogi-mg,3132909,8895758.66,1915250,753.7500982884256,162.28181664124725,11802
guaraita-go,5209291,1804111.0699999998,1416174.03,753.5969381787802,591.5513909774436,2394
abreulandia-to,1700251,1748398.7400000002,579304,753.2954502369669,249.59241706161137,2321
alvares-florence-sp,3501202,3380436.4299999997,1994120,752.378462052081,443.82817716447806,4493
sobradinho-rs,4320701,11285925.85,7285887.94,751.4932647489679,485.14369023838066,15018
cantagalo-rj,3301108,15685657.940000001,10810143.440000001,751.3727696876797,517.8263767005174,20876
mendes-pimentel-mg,3141504,4829992.49,3324418.5300000003,751.0484357020681,516.9364842170736,6431
taquarucu-do-sul-rs,4321329,2228221.12,2073777.79,750.4954934321321,698.4768575277872,2969
quatro-pontes-pr,4120853,2853167.7800000003,2450930,750.2413305285302,644.4727846437023,3803
esperantina-to,1707405,7177536.32,3714303.88,749.3773564418459,387.79535184798493,9578
condor-rs,4305702,5148268.670000001,2587469,749.0569867597848,376.4686454241234,6873
treviso-sc,4218350,2641169.95,1450002.21,748.843195350156,411.1148880068046,3527
sobradinho-ba,2930774,16449314.59,15676977.14,747.6961177272727,712.58987,22000
morrinhos-do-sul-rs,4312443,2438806.58,1586300,747.4123751149249,486.14771682500765,3263
itapora-do-tocantins-to,1711100,2232487.24,1394202.38,746.9010505185681,466.44442288390763,2989
maximiliano-de-almeida-rs,4312203,3769026.2500000005,2353150,746.3418316831684,465.970297029703,5050
nova-ubirata-mt,5106240,6877957.340000001,5077568.02,746.1442113256672,550.8318528965068,9218
pavussu-pi,2207850,2972340.35,572356.3200000001,745.8821455457968,143.62768381430365,3985
ponto-chique-mg,3152131,3152805.87,1103264.29,745.8731653655075,261.0040903714218,4227
ponto-belo-es,3204252,5401322.87,1910369.52,745.3184586725541,263.6083234441838,7247
candido-mendes-ma,2102606,15394385.3,629175,745.2742689775368,30.459672734314484,20656
cachoeira-dourada-mg,3109808,1837288.86,668469.05,743.8416437246964,270.63524291497976,2470
guarara-mg,3128501,3292009.0199999996,1422794.29,743.7887528242204,321.46278581111613,4426
belo-oriente-mg,3106309,20070947.04,2506119.6700000004,743.5336385863525,92.83987812106396,26994
ibicare-sc,4206801,2528570.88,917460,741.9515492957746,269.2077464788732,3408
paial-sc,4211876,1655971.41,1043383.26,741.9226747311827,467.4656182795699,2232
sarutaia-sp,3551207,3163004.87,1287154,741.0976733833178,301.58247422680415,4268
pequeri-mg,3149507,2301356.9699999997,1311829.57,740.4623455598455,422.08158622908627,3108
caridade-do-piaui-pi,2202554,3488641,2598622.4899999998,739.9026511134676,551.1394464475079,4715
cachoeira-dourada-go,5204250,6316006.54,902100,739.4060571294779,105.60758604542262,8542
ilha-das-flores-se,2802700,6751732.4399999995,4382196.67,739.1059047619048,479.7150158730159,9135
campo-novo-do-parecis-mt,5102637,22417750.150000002,12951950.83,739.0061035107962,426.96393044338225,30335
corupa-sc,4204509,10873756.68,4330550.4399999995,738.9070861647186,294.2749687415058,14716
rio-preto-da-eva-am,1303569,18971935.689999998,3456783.9800000004,737.6622609743769,134.40584703915394,25719
santa-rosa-de-goias-go,5219506,2144875.87,1642878.25,737.3241216913029,564.7570470952218,2909
novo-airao-am,1303205,11376113.99,4195096.640000001,737.3202404562836,271.89685916131964,15429
jacutinga-rs,4310900,3296524.25,1924485,736.9828414934049,430.2448021462106,4473
conde-ba,2908606,17404575.880000003,6782130.5,736.8575732430145,287.1350762066046,23620
sao-jose-do-peixe-pi,2210102,2825611.38,1657900,736.795666232073,432.3076923076923,3835
ponta-pora-ms,5006606,54817581.40999999,41909094.739999995,734.8102761357085,561.7765812790713,74601
forquilha-ce,2304350,16473546.090000002,9465113.990000002,734.2788540227324,421.89052774682426,22435
sao-cristovao-do-sul-sc,4216057,3737434.8099999996,1771200,733.8375829569998,347.77145101119186,5093
lebon-regis-sc,4209706,8900369.44,7049603.98,733.506629306082,580.9793950881821,12134
barra-do-turvo-sp,3505401,6480329.24,4998138.82,733.4837849462366,565.7202965478212,8835
glorinha-rs,4309050,5523295.170000001,1984743.1400000001,733.4079365290136,263.5431071570841,7531
tres-ranchos-go,5221304,2337645.59,1125306.19,733.0340514267795,352.87117905299465,3189
ladario-ms,5005202,13778709.66,4146006.33,732.7152172294602,220.4736149960117,18805
natividade-rj,3303104,11325508.57,5861988.79,731.385764933807,378.55917274782047,15485
sao-jose-do-inhacora-rs,4318499,1690382.1600000001,1082850,731.134152249135,468.36072664359864,2312
baliza-go,5203104,2683351.37,384700,729.3697662408264,104.56645827670563,3679
eugenio-de-castro-rs,4307831,2291164.7199999997,1970431.1400000001,728.7419592875317,626.7274618320611,3144
sao-desiderio-ba,2928901,21051951.180000003,19175121.29,727.912284499153,663.017229348916,28921
casimiro-de-abreu-rj,3301306,29327408.74,17684538.91,727.6369864781044,438.7678677583426,40305
rio-brilhante-ms,5007208,24795691.480000004,15912337.049999999,727.6158072656847,466.93870092141555,34078
marcos-parente-pi,2206001,3247766,557125,727.546146953405,124.80398745519713,4464
esperanca-nova-pr,4107520,1449146.0500000003,1190090,727.4829568273094,597.4347389558233,1992
potiretama-ce,2311231,5012994.78,4207625.09,727.4698563343492,610.5971687708605,6891
ariranha-do-ivai-pr,4101853,2050906.1400000004,1101450,726.4988097768332,390.17003188097766,2823
tres-barras-sc,4218301,13590759.229999997,6334617.55,726.4677800940772,338.6047439598033,18708
maracaju-ms,5005400,30570070.919999994,15557202.120000001,726.1127032612051,369.52096434764024,42101
sul-brasil-sc,4217758,2286616.4400000004,1928807.1400000001,725.909980952381,612.319726984127,3150
uruana-de-minas-mg,3170479,2576708.32,1630942,725.6289270627992,459.29090397071246,3551
paranavai-pr,4118402,60018795.90000001,54862228.5,725.6008015377921,663.2601733642827,82716
santo-antonio-do-aventureiro-mg,3160009,2611011.49,1630540,725.2809694444445,452.9277777777778,3600
unistalda-rs,4322376,1755005.6,969412,724.9093762907889,400.4180090871541,2421
oeiras-pi,2207009,26819232.770000003,15393536.74,724.2764527802534,415.71570228739637,37029
maripa-de-minas-mg,3140209,2158687,1558154,724.1486078497148,522.6950687688695,2981
zacarias-sp,3557154,1725816.26,520302.14,723.916216442953,218.24754194630873,2384
dirce-reis-sp,3513850,1219199.68,1172360,721.8470574304322,694.1148608644169,1689
reriutaba-ce,2311702,13841216.39,1600765.12,721.6860310756557,83.46447260023986,19179
sapiranga-rs,4319901,58980323.199999996,47995319.07,721.613076565444,587.2136328822767,81734
igarata-sp,3520202,7048829.01,3869415.55,721.476868986694,396.05072159672466,9770
mato-queimado-rs,4312179,1297378.71,1051507.1400000001,721.1665981100612,584.4953529738744,1799
presidente-nereu-sc,4214102,1726934.75,1403342.81,720.4567167292449,585.4579933249896,2397
tumiritinga-mg,3169505,4441536.680000001,3502507.14,719.9767677095155,567.7593029664451,6169
barra-do-ouro-to,1703073,2998608.04,1456650,719.9539111644658,349.7358943577431,4165
capela-de-santana-rs,4304689,8353161.369999999,4734343.67,719.3559567688598,407.7113046848088,11612
goiabeira-mg,3127370,2329985.6300000004,2014450,719.3533899351653,621.9357826489658,3239
porto-acre-ac,1200807,9856688.26,918299,718.6270239136775,66.95093321668125,13716
nova-guataporanga-sp,3533106,1569230.1099999999,814427.14,718.511955128205,372.90619963369966,2184
monte-mor-sp,3531803,36392511.14999999,21241247.819999997,717.7726943710305,418.94299672596736,50702
sarandi-rs,4320107,17771790.92,11895136.350000001,717.6751976739491,480.3592597827404,24763
tres-fronteiras-sp,3554904,3902656.29,3228439,716.3466024229075,592.5915932452276,5448
paranapoema-pr,4118303,1702442.2900000003,1174100,715.311886554622,493.3193277310924,2380
joanesia-mg,3136108,4054784.08,1831721.21,715.2556147468689,323.1118733462692,5669
central-de-minas-mg,3115706,4876617.32,1988761,714.9416976982848,291.5644333675414,6821
ipumirim-sc,4207700,5356989.430000001,3945102.6799999997,714.3605054007202,526.0838351780237,7499
barra-bonita-sc,4202099,1514234.16,1171017.4,713.5881998114985,551.8460885956645,2122
buritama-sp,3508108,11164005.370000001,8224393.14,713.1271395720217,525.3524841903545,15655
sao-goncalo-do-abaete-mg,3161700,4667806.3100000005,3053700,713.0776520012222,466.49862511457377,6546
ubirajara-sp,3555505,3187630,2968838.5700000003,712.7974060822899,663.8726677101969,4472
caraubas-rn,2402303,14470798.069999998,6824123.33,711.6902606600107,335.6181247233561,20333
ouro-verde-do-oeste-pr,4117453,4072286.48,3067520,711.1921900104785,535.7177785539644,5726
guapirama-pr,4109005,2888313.96,1361688.68,710.5323394833948,334.97876506765067,4065
miguel-pereira-rj,3302908,19264031.659999996,2482001.26,708.366672550101,91.26682331310901,27195
cardeal-da-silva-ba,2907004,6099559.42,1872876.18,707.769716871664,217.3214411696449,8618
bodoquena-ms,5002159,6031104.08,3075957.14,707.7099366345929,360.9431049049519,8522
carrancas-mg,3114600,2791712.18,1224600,707.1206129685918,310.18237082066867,3948
boa-vista-do-gurupi-ma,2101970,5404500.11,1043215.4,707.1176383618998,136.49292162763314,7643
lupionopolis-pr,4113809,3246969.3200000003,1279400,707.0926219512196,278.6149825783972,4592
major-vieira-sc,4210308,5422301.75,2523288.52,706.4888273615635,328.7672338762215,7675
estrela-do-norte-go,5207501,2405588.51,196400,706.2796564885496,57.66294773928362,3406
sao-pedro-de-alcantara-sc,4217253,2701212.12,698950,706.1992470588235,182.73202614379085,3825
goianapolis-go,5208400,9319834.22,5084109.67,705.4067680896155,384.8099962155616,13212
sao-bras-do-suacui-mg,3160900,2502733.73,1174050,705.3928213077791,330.90473506200675,3548
capao-do-cipo-rs,4304655,2247895.98,950314.29,705.3329086915595,298.1845905240038,3187
claudio-mg,3116605,18288706.92,15431480.74,705.0931806615777,594.9371863674917,25938
colorado-rs,4305603,2502821.25,1977997.6099999999,705.0200704225352,557.1824253521127,3550
parambu-ce,2310308,23740184.210000005,17822073.279999997,704.561039026562,528.9233797299302,33695
ernestina-rs,4307054,2179856.16,1386632.57,704.5430381383323,448.16825145442795,3094
japura-am,1302108,7137547.21,1651880,704.3863821178328,163.01983617882166,10133
espirito-santo-do-turvo-sp,3515194,3067850.77,1411069.9100000001,703.4741504242146,323.56567530382944,4361
atalaia-pr,4102208,2773140.53,2028589.6600000001,703.1289376267748,514.3482910750507,3944
bom-principio-do-piaui-pi,2201919,3728717.93,1978600,703.0011180241328,373.03921568627453,5304
santo-angelo-rs,4317509,56313559.01000001,42321487.339999996,702.8915087933898,528.2460319283048,80117
cipo-ba,2907905,10571473.73,6839836.74,701.817282745801,454.0819717187811,15063
aspasia-sp,3503950,1290820.06,1009356.4299999999,701.5326413043479,548.563277173913,1840
rio-manso-mg,3155306,3697214.93,1491508.5699999998,700.760979909022,282.69684799090214,5276
urania-sp,3555802,6307210.800000001,5056290,700.2565560119907,561.3733762629066,9007
arroio-do-meio-rs,4301008,14561743.810000002,9357884.28,699.9155880797887,449.7901600576784,20805
sao-bento-pb,2513901,22102728.959999997,15862722.32,699.8520980305236,502.27098727123047,31582
iomere-sc,4207577,1845490.96,1395550,699.8448843382631,529.218809252939,2637
arroio-do-padre-rs,4301073,1938773.58,904261.5700000001,699.665673042223,326.33041140382534,2771
capinzal-sc,4203907,16100643.889999999,13585270.040000003,698.9643538094203,589.7664441067941,23035
cruzeta-rn,2403004,5802911.49,3569227.9299999997,698.8933505961701,429.87208599301454,8303
barra-do-chapeu-sp,3505351,3664262.51,1524533.88,698.7533390541571,290.7196567505721,5244
cedral-sp,3511300,5762479.6899999995,3968695,697.8057265681763,480.587914749334,8258
sabaudia-pr,4122701,4252631.949999999,2640698.17,697.6102280183726,433.1853953412073,6096
sena-madureira-ac,1200500,27448298.86,18082769.66,697.2590270792053,459.3499380175786,39366
rodeio-bonito-rs,4315909,4099117.46,2571351,697.1288197278911,437.3045918367347,5880
agua-branca-pi,2200202,11504980.96,10468195.67,696.5117423416879,633.7447433103281,16518
sao-juliao-pi,2210300,4204873.41,2450106.25,696.0558533355405,405.5795811951664,6041
prado-ba,2925501,20410601.860000003,16643092.8,695.5393375362073,567.1525915828931,29345
