_normalized_mun_cod_ibge,_normalized_mun_slug,_quadrienio,vlr_investimento_sum,vlr_repasse_financiamento_sum,vlr_contrapartida_sum,_municipio_populacao_quadrienio,_municipio_frota_quadrienio,_vlr_investimento_por_hab,_vlr_repasse_financiamento_por_hab,_vlr_contrapartida_por_hab,_vlr_investimento_por_frota,_vlr_repasse_financiamento_por_frota,_vlr_contrapartida_por_frota
2908507,conceicao-do-jacuipe-ba,,13827193.389999999,12119297.18,1707896.21,,,,,,,,
2908606,conde-ba,,7319242.55,7166733.95,152508.6,,,,,,,,
2908705,condeuba-ba,,348250,346250,2000,,,,,,,,
2908705,condeuba-ba,2014-2017,1860000,1831962,28038,18191,3277,102.24836457588917,100.70705293826617,1.5413116376230003,567.5923100396705,559.0363137015563,8.555996338114129
2908804,contendas-do-sincora-ba,,3990532.6700000004,3799989.46,190543.21000000002,,,,,,,,
2908804,contendas-do-sincora-ba,2014-2017,1420231.45,1409602.06,10629.39,4299,735,330.3632123749709,327.8906862060945,2.472526168876483,1932.2876870748298,1917.8259319727892,14.461755102040815
2908903,coracao-de-maria-ba,,4780714.66,4604122.21,176592.45,,,,,,,,
2908903,coracao-de-maria-ba,2014-2017,347757.43,334860,12897.43,23896,5062,14.552955724807498,14.013223970539002,0.5397317542684968,68.69961082576057,66.1517186882655,2.547892137495061
2909000,cordeiros-ba,,1076311.1099999999,1060876.19,15434.920000000002,,,,,,,,
2909000,cordeiros-ba,2014-2017,1338783.6,1337295,1488.6,8904,1396,150.35754716981134,150.19036388140162,0.1671832884097035,959.0140401146133,957.9477077363897,1.0663323782234957
2909109,coribe-ba,,3026266.63,2944022.1100000003,82244.51999999999,,,,,,,,
2909208,coronel-joao-sa-ba,2018-2021,1322214.29,1320714.29,1500,15549,2077,85.03532638754903,84.93885716123224,0.09646922631680493,636.5981174771305,635.8759220028888,0.7221954742416947
2909109,coribe-ba,2014-2017,3960362.71,3888580.15,71782.56,14933,2595,265.20877988347956,260.4018047277841,4.806975155695439,1526.1513333333332,1498.4894605009633,27.66187283236994
2909208,coronel-joao-sa-ba,,5665596.59,5585753,79843.59,,,,,,,,
2909208,coronel-joao-sa-ba,2014-2017,1202403.38,1182600,19803.379999999997,16814,1457,71.51203639823956,70.33424527179731,1.1777911264422503,825.2596980096087,811.6678105696637,13.591887439945092
2909307,correntina-ba,,2144621.56,2054171,90450.56,,,,,,,,
2909406,cotegipe-ba,2018-2021,2586714,2562031.39,24682.61,13756,2222,188.0425995929049,186.24828365804015,1.7943159348647864,1164.137713771377,1153.0294284428444,11.108285328532853
2909307,correntina-ba,2014-2017,419880.12,394200,25680.12,33361,7641,12.585957255477954,11.816192560175054,0.7697646953028986,54.950938358853556,51.590106007067135,3.3608323517864154
2909406,cotegipe-ba,,1435439,1379126,56313,,,,,,,,
2909406,cotegipe-ba,2014-2017,400000,394200,5800,14414,1751,27.75079783543777,27.34841126682392,0.40238656861384764,228.44089091947458,225.1284980011422,3.3123929183323817
2909505,cravolandia-ba,,1612797.71,1591933.71,20864,,,,,,,,
2909505,cravolandia-ba,2018-2021,370000,365714.29,4285.71,5352,694,69.13303437967114,68.33226644245141,0.8007679372197309,533.1412103746397,526.9658357348703,6.175374639769452
2909604,crisopolis-ba,2018-2021,500000,460952.38,39047.62,21219,3879,23.563787171874264,21.723567557377823,1.840219614496442,128.89920082495487,118.83278680072183,10.066414024233051
2910206,dom-macedo-costa-ba,2018-2021,625000,607062.14,17937.86,4072,1087,153.48722986247543,149.082057956778,4.405171905697446,574.9770009199632,558.4748298068077,16.502171113155473
2909505,cravolandia-ba,2014-2017,837850,836204.15,1645.85,5576,590,150.26004304160688,149.9648762553802,0.2951667862266858,1420.084745762712,1417.2951694915255,2.7895762711864407
2909604,crisopolis-ba,,2069815.12,1951947.19,117867.93,,,,,,,,
2909802,cruz-das-almas-ba,2018-2021,3769906.6900000004,3561435.94,208470.75,63923,30285,58.97574722713265,55.71446803185082,3.2612791952818236,124.48098695723957,117.59735644708601,6.883630510153542
2910404,encruzilhada-ba,2018-2021,1671904.6400000001,1667904.6400000001,4000,15914,2912,105.05873067739098,104.80737966570317,0.25135101168782203,574.1430769230769,572.7694505494505,1.3736263736263736
2909604,crisopolis-ba,2014-2017,1537483.49,1477900,59583.49,21835,3168,70.41371605220975,67.6849095488894,2.728806503320357,485.3167582070707,466.5088383838384,18.80791982323232
2909703,cristopolis-ba,,3566332.83,3400995,165337.83,,,,,,,,
2909703,cristopolis-ba,2018-2021,1607242.15,1495166.67,112075.48000000001,13981,2782,114.95902653601316,106.94275588298405,8.016270653029112,577.7290258806613,537.4430877066858,40.28593817397556
2910057,dias-d-avila-ba,2018-2021,3821245.23,3617562.67,203682.56,83705,20669,45.65133779344125,43.21799976106565,2.433338032375605,184.87808940926024,175.02359427161448,9.854495137645749
2909703,cristopolis-ba,2014-2017,1500000,1477900,22100,14403,2201,104.14496979795877,102.6105672429355,1.534402555023259,681.5084052703317,671.4675147660155,10.04089050431622
2909802,cruz-das-almas-ba,,22712710.02,21325953.14,1386756.88,,,,,,,,
2910305,elisio-medrado-ba,2018-2021,1259926.3900000001,1227770.67,32155.72,8129,1903,154.99155984745974,151.0358801820642,3.9556796653954978,662.0737729900159,645.1763899106674,16.897383079348398
2909802,cruz-das-almas-ba,2014-2017,3622005.27,3404973,217032.27,64932,26459,55.78151404546295,52.43905932360008,3.3424547218628717,136.89123814203106,128.68865036471522,8.202587777315847
2909901,curaca-ba,,4260718,4092750,167968,,,,,,,,
2909901,curaca-ba,2014-2017,500850,491700,9150,35524,3216,14.098919040648576,13.841346695191984,0.25757234545659274,155.73694029850745,152.8917910447761,2.845149253731343
2910008,dario-meira-ba,,822223,790600,31623,,,,,,,,
2910008,dario-meira-ba,2018-2021,1395804.6,1390804.6,5000,10347,1284,134.8994491156857,134.41621726104185,0.48323185464385815,1087.07523364486,1083.181152647975,3.8940809968847354
2910503,entre-rios-ba,2018-2021,470000,460952.38,9047.62,42014,9121,11.186747274717952,10.971399533488837,0.21534774122911413,51.52943756167087,50.53748273215656,0.9919548295143077
2910701,euclides-da-cunha-ba,2018-2021,6901076.79,6649942.390000001,251134.4,61112,14989,112.92506856263908,108.81565633590785,4.109412226731248,460.4094195743545,443.65483954900265,16.754580025351924
2910008,dario-meira-ba,2014-2017,552740,550300,2440,11716,981,47.17821782178218,46.96995561625128,0.20826220553089791,563.4454638124363,560.9582059123344,2.4872579001019366
2910057,dias-d-avila-ba,,17362512.66,14660575.6,2701937.06,,,,,,,,
2910057,dias-d-avila-ba,2014-2017,2230871.0100000002,2049139.8199999998,181731.19,80657,17810,27.65874022093557,25.405604225299722,2.2531359956358408,125.25946153846155,115.05557664233575,10.203884896125771
2910107,dom-basilio-ba,,620812.5,605550,15262.5,,,,,,,,
2910107,dom-basilio-ba,2014-2017,700000,690900,9100,12604,3593,55.53792446842272,54.815931450333224,0.7219930180894955,194.82326746451434,192.29056498747565,2.5327024770386863
2910206,dom-macedo-costa-ba,,848237.5,817250,30987.5,,,,,,,,
2910206,dom-macedo-costa-ba,2014-2017,300000,295300,4700,4212,904,71.22507122507122,70.10921177587844,1.1158594491927825,331.85840707964604,326.6592920353982,5.199115044247788
2910305,elisio-medrado-ba,,3167483.6100000003,3031900,135583.61,,,,,,,,
2910404,encruzilhada-ba,,2555835.14,2489814.2800000003,66020.86,,,,,,,,
2910404,encruzilhada-ba,2014-2017,1288588.5899999999,1282900,5688.59,19376,2024,66.50436571015689,66.21077621800166,0.2935894921552436,636.6544416996047,633.8438735177865,2.810568181818182
2910503,entre-rios-ba,,1824191.99,1707791,116400.98999999999,,,,,,,,
2910503,entre-rios-ba,2014-2017,290194.38,278897.44,11296.94,43223,7600,6.71388797630891,6.452523887744951,0.26136408856395904,38.18347105263158,36.69703157894737,1.4864394736842106
2910602,esplanada-ba,,5873179.220000001,5460790.6,412388.62,,,,,,,,
2910701,euclides-da-cunha-ba,,11942791.44,10977804,964987.44,,,,,,,,
2910701,euclides-da-cunha-ba,2014-2017,7278499,7154850,123649,61924,11680,117.53922550222853,115.54243911891997,1.9967863833085717,623.1591609589041,612.5727739726027,10.58638698630137
2910727,eunapolis-ba,,4805275,4084900,720375,,,,,,,,
2910727,eunapolis-ba,2018-2021,300000,287306,12694,115360,49038,2.6005547850208046,2.4905166435506243,0.1100381414701803,6.117704637220115,5.858844161670541,0.2588604755495738
2910727,eunapolis-ba,2014-2017,7444586.73,7053060,391526.73,115290,40498,64.57270127504555,61.17668488160292,3.396016393442623,183.826034125142,174.15823003605115,9.667804089090819
2910750,fatima-ba,,7602959.8,7403639.78,199320.02,,,,,,,,
2910750,fatima-ba,2018-2021,477857.14,466607.14,11250,17801,2342,26.84439862929049,26.212411662266167,0.6319869670243244,204.03806148590948,199.23447480785654,4.803586678052946
2910909,firmino-alves-ba,2018-2021,250000,222857.14,27142.86,5641,765,44.31838326537848,39.506672575784435,4.811710689594044,326.797385620915,291.316522875817,35.48086274509804
2910750,fatima-ba,2014-2017,300000,295300,4700,18443,1814,16.26633411050263,16.011494876104756,0.25483923439787454,165.38037486218303,162.78941565600883,2.5909592061742006
2910776,feira-da-mata-ba,,1818950.77,1772600,46350.770000000004,,,,,,,,
2910800,feira-de-santana-ba,2018-2021,4216459.7,3915695.14,300764.56,624107,284506,6.755988476334988,6.274076624681345,0.4819118516536427,14.820283930743113,13.763137297631685,1.0571466331114283
2910776,feira-da-mata-ba,2014-2017,552000,541150,10850,5922,1041,93.21175278622087,91.37960148598447,1.8321513002364067,530.2593659942363,519.8366954851105,10.42267050912584
2910800,feira-de-santana-ba,,141163290.43,127951067,13212223.43,,,,,,,,
2911006,floresta-azul-ba,2018-2021,227000,222857.14,4142.86,10525,1493,21.56769596199525,21.174075059382425,0.39362090261282656,152.0428667113195,149.26801071667785,2.7748559946416607
2910800,feira-de-santana-ba,2014-2017,5735009.04,5283938.01,451071.03,627477,240603,9.139791641765356,8.420926998121047,0.7188646436443089,23.835983092480145,21.961230782658568,1.8747523098215735
2910859,filadelfia-ba,,3785149.23,3699177,85972.23,,,,,,,,
2910859,filadelfia-ba,2014-2017,298381.84,295300,3081.84,17176,3032,17.37202142524453,17.19259431765254,0.17942710759198882,98.41089709762534,97.39445910290237,1.0164379947229552
2910909,firmino-alves-ba,,1212131.1600000001,1197900,14231.16,,,,,,,,
2911006,floresta-azul-ba,,783738.73,745040,38698.729999999996,,,,,,,,
2911006,floresta-azul-ba,2014-2017,557590.81,543684.81,13906,11244,1160,49.59007559587336,48.353327107790825,1.236748488082533,480.68173275862074,468.693801724138,11.98793103448276
2911105,formosa-do-rio-preto-ba,,12466861.62,11934212.44,532649.1799999999,,,,,,,,
2911105,formosa-do-rio-preto-ba,2018-2021,1465000,1420971.38,44028.62,26111,5124,56.106621730305235,54.42041208685994,1.6862096434452913,285.90944574551133,277.316818891491,8.592626854020297
2911204,gandu-ba,2018-2021,6461864.48,5987266.6,474597.87999999995,32778,10721,197.1402916590396,182.66113246689852,14.479159192141069,602.729640891708,558.4615800764853,44.268060815222455
2912608,ibiquera-ba,2018-2021,860047.62,859047.62,1000,4047,534,212.51485544848035,212.26775883370397,0.24709661477637757,1610.5760674157302,1608.7034082397004,1.8726591760299625
2911105,formosa-do-rio-preto-ba,2014-2017,1357095.75,1233450,123645.75,25912,4352,52.37325370484717,47.60149737573325,4.7717563291139244,311.8326631433824,283.42141544117646,28.411247702205884
2911204,gandu-ba,,3347741.06,3013100,334641.06,,,,,,,,
2911303,gentio-do-ouro-ba,2018-2021,366180,365714.29,465.71,11284,1727,32.451258419000354,32.40998670684154,0.04127171215880893,212.03242617255356,211.762762015055,0.2696641574985524
2911204,gandu-ba,2014-2017,946400,933339.9299999999,13060.07,33234,8664,28.47686104591683,28.08388788589998,0.39297316001685023,109.23361034164358,107.72621537396121,1.5073949676823637
2911253,gaviao-ba,,1079681,1028456,51225,,,,,,,,
2911253,gaviao-ba,2018-2021,727000,719960,7040,4417,955,164.59135159610597,162.99750962191533,1.5938419741906271,761.2565445026178,753.8848167539267,7.371727748691099
2911600,governador-mangabeira-ba,2018-2021,840000,832321.4299999999,7678.57,20800,7022,40.38461538461539,40.01545336538461,0.3691620192307692,119.62403873540302,118.5305368840786,1.093501851324409
2912301,ibicui-ba,2018-2021,1560000,1534832.3900000001,25167.61,16262,2791,95.92916000491944,94.38152687246343,1.5476331324560324,558.9394482264421,549.9220315299176,9.017416696524544
2912509,ibipitanga-ba,2018-2021,802362.9299999999,747976.19,54386.74,14989,4508,53.53011741944092,49.90167389418907,3.628443525251851,177.98645297249334,165.92195874001774,12.064494232475598
2911253,gaviao-ba,2014-2017,413103.86,394200,18903.86,4725,728,87.42938835978836,83.42857142857143,4.0008169312169315,567.4503571428571,541.4835164835165,25.96684065934066
2911303,gentio-do-ouro-ba,,923548,867500,56048,,,,,,,,
2911303,gentio-do-ouro-ba,2014-2017,824911,806780,18131,11639,1329,70.87473150614314,69.31695162814675,1.5577798779963914,620.7005267118134,607.0579382994733,13.642588412340105
2911402,gloria-ba,,8288711.109999999,7918077.39,370633.72,,,,,,,,
2911659,guajeru-ba,2018-2021,755952.38,747452.38,8500,6371,1254,118.65521582169204,117.32104536179564,1.3341704598964055,602.8328389154705,596.0545295055822,6.778309409888357
2911907,iacu-ba,2018-2021,730037.5,703961.14,26076.36,23950,5527,30.481732776617953,29.392949478079334,1.088783298538622,132.08567034557626,127.36767504975575,4.717995295820518
2911402,gloria-ba,2014-2017,554769,548599.15,6169.85,15840,3271,35.023295454545455,34.633784722222224,0.38951073232323236,169.60226230510548,167.7160348517273,1.886227453378172
2911501,gongogi-ba,,740904.49,695300,45604.490000000005,,,,,,,,
2911501,gongogi-ba,2018-2021,500000,460952.38,39047.62,6852,710,72.97139521307648,67.27267659077641,5.698718622300059,704.2253521126761,649.2287042253521,54.996647887323945
2912202,ibicoara-ba,2018-2021,678872.12,669306,9566.119999999999,19990,5239,33.96058629314658,33.48204102051025,0.47854527263631813,129.5804771903035,127.75453330788318,1.825943882420309
2911501,gongogi-ba,2014-2017,510998,501590,9408,7848,554,65.111875637105,63.91309887869521,1.198776758409786,922.3790613718412,905.3971119133574,16.981949458483754
2911600,governador-mangabeira-ba,,3502315.35,3061716.86,440598.49,,,,,,,,
2911600,governador-mangabeira-ba,2014-2017,1534289.87,1428450,105839.87,21495,5819,71.37891928355432,66.4549895324494,4.923929751104908,263.6689929541158,245.48032307956694,18.18866987454889
2911659,guajeru-ba,,599867.5,546250,53617.5,,,,,,,,
2911659,guajeru-ba,2014-2017,555200,541150,14050,8081,999,68.70436827125356,66.96572206410097,1.7386462071525801,555.7557557557558,541.6916916916917,14.064064064064064
2911709,guanambi-ba,,7700746.169999999,7275534.82,425211.35,,,,,,,,
2911808,guaratinga-ba,,1323173.96,1303289.96,19884,,,,,,,,
2911857,heliopolis-ba,2018-2021,491104,481104,10000,12946,1710,37.93480611771976,37.16236675420979,0.7724393635099644,287.1953216374269,281.34736842105264,5.847953216374269
2911808,guaratinga-ba,2014-2017,251756,245850,5906,22154,3184,11.363907195088922,11.097318768619662,0.2665884264692606,79.06909547738694,77.2141959798995,1.854899497487437
2911857,heliopolis-ba,,2913391.18,2856721.13,56670.05,,,,,,,,
2912103,ibicarai-ba,2018-2021,4085625.5100000002,3998028.7800000003,87596.73000000001,21083,4915,193.78767300668787,189.632821704691,4.15485130199687,831.2564618514751,813.4341363173958,17.82232553407935
2911857,heliopolis-ba,2014-2017,904150,885900,18250,13718,1327,65.90975360839772,64.57938474996355,1.3303688584341742,681.3489073097212,667.5960813865863,13.75282592313489
2911907,iacu-ba,,2232361.47,2126002,106359.47,,,,,,,,
2912707,ibirapitanga-ba,2018-2021,560000,556190.48,3809.52,23433,2681,23.89792173430632,23.735351000725473,0.16257073358084753,208.87728459530027,207.4563521074226,1.4209324878776577
2911907,iacu-ba,2014-2017,1605399.16,1550097,55302.16,25884,4700,62.022838819347854,59.886300417246176,2.1365384021016847,341.5742893617021,329.80787234042555,11.766417021276597
2912004,ibiassuce-ba,,1060071.53,1028500,31571.53,,,,,,,,
2912103,ibicarai-ba,,5756275.28,5547799.78,208475.5,,,,,,,,
2912103,ibicarai-ba,2014-2017,268286.3,256991.09,11295.21,23529,4163,11.4023672914276,10.922312465468146,0.48005482595945426,64.44542397309633,61.732185923612775,2.7132380494835453
2912202,ibicoara-ba,,663908.16,626400,37508.16,,,,,,,,
2912400,ibipeba-ba,2018-2021,600000,588571.4299999999,11428.57,18421,2634,32.57152163291895,31.951111774605067,0.6204098583138808,227.79043280182233,223.45156795747909,4.338864844343204
2912202,ibicoara-ba,2014-2017,2569334.5999999996,2466900,102434.6,19786,4414,129.85619124633578,124.67906600626706,5.177125240068736,582.0875849569551,558.8808337109198,23.206751246035342
2912301,ibicui-ba,,3806556.95,3720491.95,86065,,,,,,,,
2912301,ibicui-ba,2014-2017,502115.5,495191.74,6923.76,16796,2275,29.894945225053583,29.48271850440581,0.41222672064777327,220.7101098901099,217.6666989010989,3.0434109890109893
2912400,ibipeba-ba,,4717992.140000001,4579915.4,138076.74,,,,,,,,
2912400,ibipeba-ba,2014-2017,2213873.54,2168491,45382.53999999999,18678,2015,118.52840454010065,116.09867223471464,2.429732305386015,1098.6965459057071,1076.1741935483872,22.522352357320095
2912509,ibipitanga-ba,,3696458.62,3512050,184408.62000000002,,,,,,,,
2912509,ibipitanga-ba,2014-2017,1070000,1054030,15970,15413,3789,69.42191656393953,68.38577823914878,1.036138324790761,282.39641066244394,278.18157825283714,4.214832409606756
2912608,ibiquera-ba,,250000,245850,4150,,,,,,,,
2912707,ibirapitanga-ba,,8205801.64,7893327.24,312474.4,,,,,,,,
2912707,ibirapitanga-ba,2014-2017,990000,976310,13690,24293,2093,40.75248013831145,40.1889433170049,0.5635368213065493,473.00525561395125,466.4644051600573,6.540850453893932
2912806,ibirapua-ba,,1440850,1371325,69525,,,,,,,,
2912806,ibirapua-ba,2018-2021,2135257.14,2132857.14,2400,8740,1904,244.30859725400458,244.0339977116705,0.2745995423340961,1121.458581932773,1120.1980777310926,1.2605042016806722
2912905,ibirataia-ba,,633306,633056,250,,,,,,,,
2912905,ibirataia-ba,2018-2021,287606,287306,300,14476,4406,19.867781155015198,19.84705719812103,0.02072395689416966,65.275987290059,65.20789832047208,0.06808896958692692
2913002,ibitiara-ba,2018-2021,950000,939425.14,10574.86,16463,3999,57.70515701876936,57.06281601166252,0.6423410071068457,237.55938984746186,234.91501375343836,2.644376094023506
2913101,ibitita-ba,2018-2021,1719907.04,1698973,20934.04,17048,3053,100.8861473486626,99.6582003754106,1.2279469732519943,563.3498329511956,556.4929577464789,6.856875204716673
2913309,ichu-ba,2018-2021,318068.44,270476.19,47592.25,6232,1862,51.03793966623877,43.40118581514763,7.636753851091142,170.82085929108484,145.26111170784102,25.559747583243823
2913606,ilheus-ba,2018-2021,3668490.55,3392820.62,275669.93,157639,46084,23.271465500288635,21.52272356460013,1.7487419356885034,79.60442995399704,73.62252886034199,5.981901093655065
2913705,inhambupe-ba,2018-2021,223500,222857.14,642.86,40720,8950,5.488703339882122,5.472916011787819,0.015787328094302555,24.972067039106147,24.900239106145253,0.07182793296089386
2914307,iramaia-ba,2018-2021,1744082.5,1733523.81,10558.69,7874,1325,221.498920497841,220.1579641859284,1.340956311912624,1316.288679245283,1308.3198566037736,7.968822641509434
2912905,ibirataia-ba,2014-2017,304121.63,303212,909.63,17221,3610,17.65992857557633,17.6071076011846,0.05282097439173103,84.2442188365651,83.99224376731301,0.2519750692520776
2913002,ibitiara-ba,,3696295.19,3563704,132591.19,,,,,,,,
2913507,iguai-ba,2018-2021,1895197.71,1880197.71,15000,27006,3710,70.17691290824261,69.62148078204844,0.555432126194179,510.83496226415093,506.79183557951484,4.0431266846361185
2913002,ibitiara-ba,2014-2017,553727.73,521370,32357.73,16855,3139,32.85243132601602,30.93266093147434,1.919770394541679,176.40258999681427,166.09429754698948,10.308292449824785
2913101,ibitita-ba,,2103558.86,2006400,97158.86,,,,,,,,
2913200,ibotirama-ba,2018-2021,242857.14,222857.14,20000,27076,10299,8.969461515733492,8.230799970453539,0.7386615452799528,23.580652490533062,21.63871638023109,1.941936110301971
2914000,ipira-ba,2018-2021,250688,238750,11938,59281,17429,4.228808555861068,4.02742868710042,0.20137986876064845,14.383384015147168,13.698433645074301,0.6849503700728671
2914109,ipupiara-ba,2018-2021,568190.48,556190.48,12000,9954,2636,57.08162346795258,55.8760779586096,1.2055455093429777,215.55025796661607,210.99790591805765,4.552352048558422
2912806,ibirapua-ba,2014-2017,493600,493100,500,8852,1460,55.76140985088116,55.7049254405784,0.05648441030275644,338.0821917808219,337.73972602739724,0.3424657534246575
2913101,ibitita-ba,2014-2017,2532663.87,2447644.0300000003,85019.83999999998,17948,2392,141.11120291954535,136.374193782037,4.737009137508356,1058.8059657190636,1023.2625543478262,35.543411371237454
2913200,ibotirama-ba,2014-2017,7632698.18,7261363.27,371334.91,27862,8537,273.94652860526884,260.61888127198335,13.327647333285478,894.0726461286166,850.5755265315685,43.49711959704814
2913200,ibotirama-ba,,2115100,2031600,83500,,,,,,,,
2913309,ichu-ba,,3811439,3756464,54975,,,,,,,,
2913457,igrapiuna-ba,2018-2021,1291479.55,1164913.52,126566.03,12963,1778,99.62813777674921,89.86450050142714,9.76363727532207,726.3664510686165,655.181957255343,71.18449381327333
2913309,ichu-ba,2014-2017,1489821.1,1480700,9121.1,6437,1607,231.44649681528665,230.0295168556781,1.4169799596085133,927.0822028624767,921.406347230865,5.675855631611699
2913408,igapora-ba,,2613107.11,2436540,176567.11,,,,,,,,
2913408,igapora-ba,2014-2017,550000,541150,8850,16283,2748,33.777559417797704,33.23404777989314,0.543511637904563,200.14556040756915,196.9250363901019,3.2205240174672487
2913457,igrapiuna-ba,,984866.3500000001,939847.65,45018.7,,,,,,,,
2913457,igrapiuna-ba,2014-2017,522962.41,493100,29862.41,14187,1489,36.8620857122718,34.75717205892719,2.104913653344611,351.2171994627266,331.16185359301545,20.055345869711214
2913507,iguai-ba,,4636923.34,4498833.71,138089.63,,,,,,,,
2913507,iguai-ba,2014-2017,1310000,1291659,18341,27939,3045,46.88786284405312,46.23139697197466,0.6564658720784566,430.2134646962233,424.19014778325123,6.023316912972086
2913606,ilheus-ba,,14906184.040000001,13121648.790000001,1784535.2499999995,,,,,,,,
2913606,ilheus-ba,2014-2017,3762095.17,3276251.54,485843.63,176341,37910,21.334205715063426,18.579068622725288,2.75513709233814,99.23754075441836,86.42182906884727,12.81571168557109
2913705,inhambupe-ba,,1535118.52,1486850,48268.520000000004,,,,,,,,
2914406,iraquara-ba,2018-2021,1216447.69,1174264.29,42183.4,25728,4851,47.28108247823383,45.64149137126866,1.6395911069651743,250.7622531436817,242.06643784786644,8.695815295815295
2913705,inhambupe-ba,2014-2017,1242692,1240951,1741,40453,7502,30.719402763701087,30.676365164511903,0.043037599189182506,165.64809384164224,165.41602239402826,0.2320714476139696
2913804,ipecaeta-ba,,4295608.16,4264838,30770.16,,,,,,,,
2913804,ipecaeta-ba,2018-2021,2123375,2089839.29,33535.71,14229,1691,149.22868789092698,146.87183147093964,2.35685641998735,1255.6918982850384,1235.8600177409817,19.83188054405677
2913804,ipecaeta-ba,2014-2017,2882144.62,2852944,29200.620000000003,15499,1486,185.95681140718756,184.07277888896058,1.8840325182269826,1939.5320457604307,1919.8815612382234,19.650484522207268
2913903,ipiau-ba,,11889731.42,11141743.870000001,747987.55,,,,,,,,
2913903,ipiau-ba,2018-2021,1639821.78,1524669.3599999999,115152.42,45969,15270,35.67233962017882,33.16733798864452,2.5050016315342947,107.38845972495089,99.84737131630648,7.5410884086444
2913903,ipiau-ba,2014-2017,789880.37,738950,50930.37,47704,13138,16.557948390072113,15.49031527754486,1.0676331125272513,60.1218123001979,56.24524280712437,3.8765694930735273
2914000,ipira-ba,,2688404.6799999997,2331112,357292.68000000005,,,,,,,,
2914208,irajuba-ba,2018-2021,230000,222857.14,7142.86,7295,1165,31.528444139821797,30.54929952021933,0.9791446196024673,197.42489270386267,191.29368240343348,6.131210300429184
2914000,ipira-ba,2014-2017,1993008.49,1923547.48,69461.01,62631,15045,31.82143810573039,30.71238651785857,1.1090515878718206,132.46982319707544,127.85293984712528,4.616883349950149
2914109,ipupiara-ba,,4452885.66,4371865.390000001,81020.27,,,,,,,,
2914109,ipupiara-ba,2014-2017,351785.71,344750,7035.71,10157,2109,34.634804568278035,33.9421088904204,0.6926956778576351,166.80213845424373,163.466097676624,3.336040777619725
2914208,irajuba-ba,,2031144.8199999998,1927740,103404.81999999999,,,,,,,,
2914208,irajuba-ba,2014-2017,800000,788400,11600,7521,980,106.36883393165803,104.82648583964898,1.5423480920090413,816.3265306122449,804.4897959183673,11.83673469387755
2914307,iramaia-ba,,1032657.6599999999,986791.78,45865.880000000005,,,,,,,,
2914307,iramaia-ba,2014-2017,306244.12,303212,3032.12,9901,1088,30.930625189374812,30.624381375618626,0.30624381375618626,281.474375,278.6875,2.7868749999999998
2914406,iraquara-ba,,8829910.9,8608790,221120.9,,,,,,,,
2914406,iraquara-ba,2014-2017,1172739.27,1128321.7,44417.57,25536,3684,45.92494008458647,44.185530231829574,1.7394098527568922,318.3331351791531,306.2762486427796,12.056886536373508
2914505,irara-ba,2014-2017,7350471.99,7021228.220000001,329243.77,29879,6179,246.00796512600823,234.98872853843838,11.019236587569866,1189.5892523061984,1136.3049393105682,53.284312995630366
2914505,irara-ba,,4849858.85,4622892.72,226966.12999999998,,,,,,,,
2914604,irece-ba,,7141905.42,6480650,661255.42,,,,,,,,
2914604,irece-ba,2018-2021,13004778.74,9361437.34,3643341.4,74050,35178,175.6215900067522,126.42049074949358,49.201099257258605,369.68499459889705,266.1162470862471,103.56874751264995
2914653,itabela-ba,,5496273.350000001,5289375.8100000005,206897.54,,,,,,,,
2914653,itabela-ba,2018-2021,2398248.0700000003,2039913.52,358334.55000000005,30901,8608,77.61069447590694,66.01448237921103,11.5962120966959,278.6068854553904,236.97880111524165,41.6280843401487
2914703,itaberaba-ba,2018-2021,7630041.34,7589962.18,40079.16,64795,24501,117.75663770352651,117.13808442009415,0.6185532834323637,311.4175478551896,309.78173054161056,1.6358173135790377
2914802,itabuna-ba,2018-2021,605500,603809.52,1690.48,214123,77708,2.8278139200366144,2.819919018508054,0.007894901528560688,7.791990528645699,7.7702362691100015,0.02175425953569774
2914901,itacare-ba,2018-2021,1085465.8900000001,1069675.43,15790.46,29051,3312,37.36414891053665,36.8206061753468,0.5435427351898385,327.7372856280194,322.96963466183576,4.767650966183575
2916401,itapetinga-ba,2018-2021,1233419.08,1230495.19,2923.8900000000003,77408,20812,15.934000103348492,15.896227650888797,0.03777245245969409,59.264802998270234,59.12431241591389,0.1404905823563329
2916609,itapitanga-ba,2018-2021,1939205,1914410,24795,10284,1000,188.56524698560872,186.15422014780242,2.411026837806301,1939.205,1914.41,24.795
2914653,itabela-ba,2014-2017,1380000,1332120.55,47879.45,31422,6917,43.91827382088982,42.39451817198142,1.523755648908408,199.5084574237386,192.58646089345092,6.9219965302876965
2914703,itaberaba-ba,,11729517.56,10371780,1357737.56,,,,,,,,
2915304,itagimirim-ba,2018-2021,1733458.32,1664721.38,68736.94,6784,1351,255.52156839622643,245.38935436320753,10.132214033018869,1283.0927609178386,1232.2141968911917,50.87856402664693
2915601,itamaraju-ba,2018-2021,2750937.9099999997,2614091.41,136846.5,64423,23136,42.70117675364388,40.576989739689246,2.1241870139546437,118.90291796334715,112.98804503803596,5.914872925311204
2914703,itaberaba-ba,2014-2017,3213719.31,3204450,9269.31,66806,20425,48.10524967817262,47.966500014968716,0.13874966320390383,157.3424386780906,156.88861689106488,0.45382178702570375
