_regional_saude_id,_regional_saude_nome,_quadrienio,vlr_investimento_sum,vlr_repasse_financiamento_sum,vlr_contrapartida_sum
31090,Lima Duarte,2014-2017,5963182.049999999,5760203.18,202978.87
31091,Cassia,,11735289.07,10863427.010000002,871862.06
31093,Piumhi,2018-2021,4430333.970000001,4155575.56,274758.41000000003
31091,Cassia,2014-2017,2935214.43,2872480,62734.43
31092,Passos,,17744874.82,14708807.32,3036067.4999999995
31092,Passos,2014-2017,5593735,5242844.28,350890.72
31093,Piumhi,,10928434.84,9337674.71,1590760.1300000001
31094,Almenara/Jacinto,,9150012.479999999,8695633.52,454378.9599999999
31094,Almenara/Jacinto,2018-2021,8160520.790000001,7822918.61,337602.18
31095,Serro,2018-2021,2794841.79,2710524.38,84317.40999999999
31096,Itambacuri,2018-2021,3708786.54,3363817.4299999997,344969.11000000004
31098,salinas,2018-2021,7898383.590000002,7752959.75,145423.84
32003,Norte,2018-2021,16039920.629999999,15008275.26,1031645.37
31094,Almenara/Jacinto,2014-2017,7196672.639999999,7072411.17,124261.47000000002
31095,Serro,,4238743.22,3974758.5,263984.72
31095,Serro,2014-2017,1163386.6300000001,1076871.04,86515.59
31096,Itambacuri,,8777288.620000001,8517598.85,259689.77
31097,Juiz de Fora,2018-2021,10887487.51,10097069.030000001,790418.4799999999
31096,Itambacuri,2014-2017,6772572.789999998,6540638.37,231934.41999999998
31097,Juiz de Fora,,30588779.070000004,27892860.240000002,2695918.83
31097,Juiz de Fora,2014-2017,42080624.75,39967543.900000006,2113080.8500000006
31098,salinas,,11754897.759999998,10812108.790000001,942788.9700000001
32002,Metropolitana,2018-2021,75742011.76,71733645.59,4008366.17
31098,salinas,2014-2017,3967044.13,3907341,59703.13
31099,Teófilo Otoni / Malacacheta,,23879128.71,23013422.14,865706.5700000001
31099,Teófilo Otoni / Malacacheta,2018-2021,12885421.940000001,11943686.670000002,941735.2700000001
31099,Teófilo Otoni / Malacacheta,2014-2017,10239331.84,10001100.329999998,238231.50999999998
32001,Central,,92857824.22,85783004.04999998,7074820.170000002
32001,Central,2018-2021,21289726.43,20121230.63,1168495.8000000003
32004,Sul,2018-2021,33877838.03,31014028.83,2863809.1999999997
33003,Centro-Sul,2018-2021,24053206.660000004,23469602.270000003,583604.3899999999
32001,Central,2014-2017,22235289.86,20844494.25,1390795.61
32002,Metropolitana,,497549875.0499999,427611392.24999994,69938482.79999998
32002,Metropolitana,2014-2017,65789172.88000001,58486768.05000001,7302404.83
32003,Norte,,43398573.33999999,41046301.06,2352272.2800000003
33001,Baia da Ilha Grande,2018-2021,1272166.05,1264234.42,7931.63
32003,Norte,2014-2017,13284188.63,12559662.39,724526.2400000001
32004,Sul,2014-2017,17689104.020000003,16740081.01,949023.0099999998
32004,Sul,,80018474.14999996,71766513.5,8251960.650000005
33001,Baia da Ilha Grande,,12485119.35,10595631.99,1889487.36
33001,Baia da Ilha Grande,2014-2017,4170972.81,3951800,219172.81
33002,Baixada Litorânea,,52932163.41999999,50021879.410000004,2910284.009999999
33002,Baixada Litorânea,2018-2021,9432023.61,9289084.39,142939.22
33004,Médio Paraíba,2018-2021,30215332.290000003,24750065.740000002,5465266.549999999
33002,Baixada Litorânea,2014-2017,31921525.070000008,29500261.29,2421263.78
33003,Centro-Sul,,70201989.41000003,63645136.29,6556853.120000002
33003,Centro-Sul,2014-2017,8609665.200000001,8216671.35,392993.85000000003
33004,Médio Paraíba,2014-2017,111934961.58,105496970.34,6437991.239999999
33004,Médio Paraíba,,134113941.08000004,117946286.32,16167654.759999996
33005,Metropolitana I,2014-2017,637212841.2300004,602805674.22,34407167.010000005
33005,Metropolitana I,,6293910882.860009,4109000403.1300006,2184910479.7300053
33005,Metropolitana I,2018-2021,251371979.92000002,219701426.53,31670553.39
33006,Metropolitana II,2014-2017,258137531.44000003,241353425.43,16784106.009999998
33006,Metropolitana II,,5316273931.850004,4549763004.68,766510927.17
33006,Metropolitana II,2018-2021,76816054.5,71576515.27,5239539.23
33007,Noroeste,,63363144.37,59155007.39000001,4208136.98
33007,Noroeste,2018-2021,20144994.689999998,19176523.44,968471.25
33008,Norte,2018-2021,23322230.979999997,22419698.37,902532.61
35012,Franco da Rocha,2018-2021,49477866.2,43402666.9,6075199.3
35013,Mananciais,2018-2021,184758706.45000002,163194841.46,21563864.99000001
35015,Grande ABC,2018-2021,59637816.85,50640123.01,8997693.84
35023,Consórcios do DRS II,2018-2021,18382522.140000004,16828884.07,1553638.0700000003
31093,Piumhi,2014-2017,1784965.5,1729851,55114.5
33007,Noroeste,2014-2017,11759672.349999998,11098944.98,660727.3700000001
33008,Norte,2014-2017,413771476.49000007,315833834.28000003,97937642.21000001
33008,Norte,,498853624.7200001,458402402.38,40451222.33999999
33009,Serrana,2014-2017,76679601.30000001,69555292.38000001,7124308.920000002
33009,Serrana,,83922241.02,76428433.69,7493807.33
33009,Serrana,2018-2021,25590923.250000007,23745375.93,1845547.3200000008
35011,Alto do Tietê,,814479944.1799992,666916967.55,147562976.62999988
35011,Alto do Tietê,2018-2021,74569231.24999999,61177569.18000001,13391662.07
35011,Alto do Tietê,2014-2017,385624740.90999985,329334931.25000006,56289809.65999999
35012,Franco da Rocha,,40039936.779999994,35326928.77,4713008.009999999
35012,Franco da Rocha,2014-2017,32569042.779999986,27399240.280000005,5169802.500000001
35013,Mananciais,,73388830.57999998,63151614.65,10237215.93
35014,Rota dos Bandeirantes,2018-2021,84830362.75,73182211.53,11648151.220000003
35013,Mananciais,2014-2017,70881143.25999998,62553694.94999999,8327448.310000003
35014,Rota dos Bandeirantes,,446097928.8,310198112.44,135899816.36000004
35022,Lagos do DRS II,2018-2021,10609977.389999999,9296823.690000001,1313153.7000000002
35014,Rota dos Bandeirantes,2014-2017,126111568.77999999,111093732.32,15017836.459999997
35015,Grande ABC,,743831448.2599999,672856744.6600001,70974703.6
35015,Grande ABC,2014-2017,547390060.74,431771205.26,115618855.48000003
35016,São Paulo,,37286261757.66999,15959932524.66,21326329233.01
35016,São Paulo,2018-2021,83087359.55,79766723.00999999,3320636.54
35016,São Paulo,2014-2017,17433581548.72,13497103890.890001,3936477657.83
35021,Central do DRS II,,54585493.61,41353016.029999994,13232477.579999993
35021,Central do DRS II,2018-2021,15837296.130000003,12676468.83,3160827.3000000003
35021,Central do DRS II,2014-2017,13429939.499999998,12266940,1162999.5
35022,Lagos do DRS II,2014-2017,44459102.11000001,38904425.010000005,5554677.1
35022,Lagos do DRS II,,30054289.149999995,26190579.099999998,3863710.0500000017
35023,Consórcios do DRS II,,48367003.26000002,41431069.41,6935933.849999997
35023,Consórcios do DRS II,2014-2017,20833408.069999997,19855867.63,977540.44
35031,Central do DRS III,,38331008.96,31899648.669999998,6431360.290000001
35031,Central do DRS III,2018-2021,16522756.49,15644465.100000001,878291.39
35031,Central do DRS III,2014-2017,9140391.15,7748789.43,1391601.72
35032,Centro Oeste do DRS III,,10121428.680000002,8265083.72,1856344.96
35032,Centro Oeste do DRS III,2018-2021,8855321.680000002,8191059.5200000005,664262.1599999999
35033,Norte do DRS III,2018-2021,7767479.34,6345160.380000001,1422318.9599999997
35034,Coração do DRS III,2018-2021,14330972.54,12838302.790000001,1492669.75
35041,Baixada Santista,2018-2021,68545704.72999999,59431832.84,9113871.89
35051,Norte - Barretos,2018-2021,19520946.62,17691170,1829776.6199999999
35052,Sul - Barretos,2018-2021,11811779.43,11477779.469999999,333999.95999999996
35032,Centro Oeste do DRS III,2014-2017,3457519.63,3307640,149879.62999999998
35033,Norte do DRS III,2014-2017,11757640.91,11077908.120000001,679732.7899999999
35033,Norte do DRS III,,18410733.389999997,15276191.42,3134541.97
35034,Coração do DRS III,,54102846.800000004,42448915.81,11653930.990000002
35064,Jaú,2018-2021,15721300.02,14667989.239999998,1053310.78
35065,Lins,2018-2021,13243361.72,12045447.069999997,1197914.6500000004
35034,Coração do DRS III,2014-2017,11571733.549999999,10720245.29,851488.26
35041,Baixada Santista,,1677942658.3899999,809829381.3499999,868113277.0399996
35041,Baixada Santista,2014-2017,533533287.69000024,445126413.15000004,88406874.54000007
35051,Norte - Barretos,,38281005.050000004,31134226.05,7146778.999999998
35061,Vale do Jurumirim,2018-2021,27010690.68,24196671.49,2814019.19
35062,Bauru,2018-2021,28295342.03,21887170.77,6408171.259999999
35051,Norte - Barretos,2014-2017,11704005.069999998,10477301.45,1226703.6200000003
35052,Sul - Barretos,2014-2017,9981781.680000002,9412313.55,569468.1299999999
35052,Sul - Barretos,,15030841.049999999,12996403.379999999,2034437.6700000006
35061,Vale do Jurumirim,,45517729.260000005,38049228.45,7468500.809999998
35071,Bragança,2018-2021,47164022.6,43605805.06,3558217.5400000005
35061,Vale do Jurumirim,2014-2017,11675521.600000001,10746695.4,928826.1999999998
35062,Bauru,2014-2017,75785593.32000002,56140313.65,19645279.670000013
35062,Bauru,,54484526.03000001,45552039.53999999,8932486.489999998
35063,Polo Cuesta,2014-2017,25699781.520000003,23828529.400000002,1871252.12
35063,Polo Cuesta,,32573888.81,28701448.629999995,3872440.1800000006
35063,Polo Cuesta,2018-2021,18401819.27,17168870.36,1232948.91
35064,Jaú,,33105978.23,28142863.590000004,4963114.64
35064,Jaú,2014-2017,26840928.630000003,22696351.68,4144576.95
35065,Lins,2014-2017,13932678.87,12072089.93,1860588.9400000009
35065,Lins,,13735992.190000003,11074098.36,2661893.8299999996
35071,Bragança,,82694298.94999999,67837845.26,14856453.690000003
35071,Bragança,2014-2017,44010696.48000001,35075559.089999996,8935137.39
35072,Região Metropolitana de Campinas,,213162239.2600001,184802322.93999994,28359916.320000008
35072,Região Metropolitana de Campinas,2018-2021,124328207.1,93519263.25,30808943.850000013
35072,Região Metropolitana de Campinas,2014-2017,877191220.0499998,675992910.58,201198309.47000006
35073,Jundiaí,,82130932.13999999,67449716.57000001,14681215.569999997
35073,Jundiaí,2018-2021,19902203.84,17119379.34,2782824.5000000005
35074,Circuito das Águas,2018-2021,11547596.73,10718570.309999999,829026.4199999999
35074,Circuito das Águas,2014-2017,9112324.51,8539119.370000001,573205.1399999999
35074,Circuito das Águas,,7020599.470000002,5917760,1102839.47
35081,Três Colinas,,10219685.559999999,9251652.24,968033.3199999998
35081,Três Colinas,2018-2021,2741751.03,2719261.2800000003,22489.75
35083,Alta Mogiana,2018-2021,13589689.43,12052113.58,1537575.8499999999
35091,Adamantina,2018-2021,8630734.84,7298253.540000001,1332481.3000000003
35102,Limeira,2018-2021,40373007.98,33947364.44,6425643.539999999
35081,Três Colinas,2014-2017,5793908.550000001,5292641.98,501266.57000000007
35082,Alta Anhanguera,,13351751.349999998,10782188.22,2569563.1300000004
35082,Alta Anhanguera,2018-2021,9364589.370000001,8386589.12,978000.25
35101,Araras,2018-2021,7878013.790000001,5896681.75,1981332.0399999998
35082,Alta Anhanguera,2014-2017,9672819.46,8793117.07,879702.39
35083,Alta Mogiana,,11551388.38,10527507.989999998,1023880.3899999999
35092,Assis,2018-2021,11999070.130000003,10431430.97,1567639.16
35083,Alta Mogiana,2014-2017,6947554.489999999,6372140,575414.4900000001
35091,Adamantina,2014-2017,11417663.78,10857935.91,559727.87
35091,Adamantina,,18575510.970000003,16200257.62,2375253.349999999
35092,Assis,,18833142.54,16261592.41,2571550.1300000004
35093,Marília,2018-2021,14219417.489999998,12780150.32,1439267.1700000002
35095,Tupã,2018-2021,14173145.009999996,11821982.72,2351162.29
35092,Assis,2014-2017,12655310.71,11842649.96,812660.7499999998
35093,Marília,2014-2017,19577594.58,17681766.2,1895828.3800000013
35093,Marília,,61497358.130000025,52349254.48,9148103.65
35094,Ourinhos,2014-2017,21293342.87999999,20056402.3,1236940.5800000003
35094,Ourinhos,,34415350.42999999,28558215.01,5857135.419999996
35094,Ourinhos,2018-2021,16147416.78,14265220.16,1882196.6199999996
35095,Tupã,,16315450.82,14571101.76,1744349.06
35104,Rio Claro,2018-2021,6932779.41,6337909.82,594869.5900000001
35073,Jundiaí,2014-2017,180568170.42000005,146334811.51,34233358.910000004
35095,Tupã,2014-2017,7491768.37,6737701.25,754067.12
35101,Araras,,28083226.369999986,24513807.84,3569418.5300000003
35103,Piracicaba,2018-2021,24718579.89,22655271.71,2063308.1800000004
35101,Araras,2014-2017,5547367.739999999,5033067.91,514299.8300000001
35102,Limeira,2014-2017,45580634.36000001,41265031.83,4315602.530000001
35102,Limeira,,11606614.830000002,8909658.69,2696956.1399999997
35103,Piracicaba,,19363993.470000006,17102605.23,2261388.24
35111,Alta Paulista,2018-2021,12927137.800000003,11532717.68,1394420.1199999999
35103,Piracicaba,2014-2017,105031093.14999995,90818921.54,14212171.610000003
35104,Rio Claro,,29570289.679999992,25359219.95,4211069.73
35104,Rio Claro,2014-2017,7631359.09,7173239.46,458119.62999999995
35111,Alta Paulista,,15308081.099999998,13726607,1581474.1
35111,Alta Paulista,2014-2017,11147118.89,10439083.47,708035.4199999998
35112,Alta Sorocabana,2014-2017,45816680.54000003,41704292.31,4112388.230000001
35112,Alta Sorocabana,,33942601.39,29716513.1,4226088.29
35112,Alta Sorocabana,2018-2021,20268451.41,18612643.36,1655808.0499999998
35113,Alto Capivari,,8857326.3,7857007,1000319.3
35113,Alto Capivari,2018-2021,5808959.52,5531308.65,277650.87
35115,Pontal do Paranapanema,2018-2021,4381024.970000001,3371449.2800000003,1009575.6900000001
35121,Vale do Ribeira,2018-2021,51851774.8,48403056.830000006,3448717.9699999997
35143,Rio Pardo,2018-2021,12869825.92,12220094.599999998,649731.32
35113,Alto Capivari,2014-2017,3908439.4000000004,3718242,190197.40000000002
35114,Extremo Oeste Paulista,,14148115.819999998,11596406.319999998,2551709.4999999995
35114,Extremo Oeste Paulista,2018-2021,7752581.370000001,7236410.83,516170.5399999999
35132,Aquífero Guarani,2018-2021,30262133.789999995,26374764.96,3887368.83
35133,Vale das Cachoeiras,2018-2021,7572111.779999999,7041470.24,530641.5399999999
35141,Baixa Mogiana,2018-2021,56626539.68000001,51472006.190000005,5154533.489999999
35114,Extremo Oeste Paulista,2014-2017,6698330.17,6531292,167038.17000000004
35115,Pontal do Paranapanema,,4066635.41,3723965.4,342670.01
35115,Pontal do Paranapanema,2014-2017,4119670.4200000004,3744200,375470.42000000004
35121,Vale do Ribeira,,55881981.74999999,52963189.97,2918791.7799999993
35121,Vale do Ribeira,2014-2017,16671339.119999997,15200763.809999999,1470575.3099999998
35131,Horizonte Verde,,44545040.70000002,35393315.65,9151725.049999999
35131,Horizonte Verde,2018-2021,16668727.779999997,14762919.32,1905808.4600000004
35151,Catanduva,2018-2021,10683594.829999998,9449863.16,1233731.67
35131,Horizonte Verde,2014-2017,22135619.26000001,20228792.53,1906826.73
35132,Aquífero Guarani,2014-2017,435871518.92000014,329236686.85,106634832.06999995
35132,Aquífero Guarani,,68644014.18999998,47572166.51,21071847.68000001
35133,Vale das Cachoeiras,,6895616.81,6278414.19,617202.6200000001
35142,Mantiqueira,2018-2021,8227188.539999999,6791906.27,1435282.2699999998
35152,Santa Fé do Sul,2018-2021,4232483.54,3925881.1300000004,306602.41
35133,Vale das Cachoeiras,2014-2017,5422657.65,4984740,437917.64999999997
35141,Baixa Mogiana,,11918894.73,10763313.809999999,1155580.9199999997
35141,Baixa Mogiana,2014-2017,4956941.58,4302330,654611.5800000001
35142,Mantiqueira,,18126397.500000004,15595111.219999999,2531286.28
35142,Mantiqueira,2014-2017,13415242.219999999,11276901.9,2138340.3200000008
35143,Rio Pardo,,21339642.61,17691472.39,3648170.2200000016
35143,Rio Pardo,2014-2017,7690077.600000001,7021579.8,668497.7999999999
35151,Catanduva,2014-2017,23168435.96000001,21222529.05,1945906.91
35151,Catanduva,,33797183.3,30661823.189999998,3135360.109999999
35152,Santa Fé do Sul,,15584034.529999997,14663600.46,920434.0699999997
35152,Santa Fé do Sul,2014-2017,3342560.3900000006,3198850,143710.38999999998
35153,Jales,,30992534.04999999,28394830.25,2597703.7999999993
35153,Jales,2018-2021,13356461.200000001,12335997.88,1020463.3200000001
35153,Jales,2014-2017,11480053.800000003,10931178.870000001,548874.9299999999
35154,Fernandópolis,,34647712.27000001,30790495.27,3857216.9999999967
35154,Fernandópolis,2018-2021,9611800.56,8977229.95,634570.61
35155,São José do Rio Preto,2018-2021,42698676.57,38110796.370000005,4587880.199999999
35156,José Bonifácio,2018-2021,7856117.63,7143344.460000001,712773.1699999999
35154,Fernandópolis,2014-2017,8999865.81,8374676.47,625189.3400000001
35155,São José do Rio Preto,2014-2017,223289042.58999997,211040686.47,12248356.119999997
35155,São José do Rio Preto,,41490642.13000001,35975652.12,5514990.01
35156,José Bonifácio,,16928154.83,14783740.17,2144414.6600000006
35156,José Bonifácio,2014-2017,3435520.92,3109644.6,325876.32
35157,Votuporanga,,41788363.73,38194203.39,3594160.339999999
35157,Votuporanga,2018-2021,19366664.589999996,17960988.060000002,1405676.5300000005
35161,Itapetininga,2018-2021,58211808.59999999,53403568.550000004,4808240.05
35171,Alto Vale do Paraíba,2018-2021,19229582.320000004,17777615.770000003,1451966.55
35172,Circuito da Fé e Vale Histórico,2018-2021,15609815.049999999,14330257.530000001,1279557.52
41001,1ª RS Paranaguá,2018-2021,6164101.599999999,5160520.77,1003580.83
41002,2ª RS Metropolitana,2018-2021,143034491.45000005,128588293.78000002,14446197.669999996
41003,3ª RS Ponta Grossa,2018-2021,39698312.27,35476702.58,4221609.69
41004,4ª RS Irati,2018-2021,12185407.559999999,9985482.29,2199925.27
35157,Votuporanga,2014-2017,14205010.930000002,13600031.469999999,604979.46
35161,Itapetininga,,52965693.23000002,46763297.86,6202395.370000003
35162,Itapeva,2018-2021,27385536.689999998,25072951.53,2312585.1599999988
35163,Sorocaba,2018-2021,72116138.62,66828954.31000001,5287184.310000003
35161,Itapetininga,2014-2017,33631567.17,31031498.670000006,2600068.500000001
35162,Itapeva,2014-2017,19969014.130000014,18453245.799999997,1515768.33
35162,Itapeva,,39533308.71,35427708.339999996,4105600.370000001
35163,Sorocaba,2014-2017,208090699.05999985,196610446.57,11480252.48999999
35163,Sorocaba,,132379609.53000003,111618039.97,20761569.559999995
35171,Alto Vale do Paraíba,,61319592.28999998,45802342.989999995,15517249.299999997
35173,Litoral Norte,2018-2021,16360063.51,14186322.18,2173741.33
35171,Alto Vale do Paraíba,2014-2017,879435404.0400001,835000584.4599998,44434819.580000006
35172,Circuito da Fé e Vale Histórico,,41478638.010000005,35855945.73,5622692.279999998
35172,Circuito da Fé e Vale Histórico,2014-2017,16019983.879999997,15091658.57,928325.3099999997
35173,Litoral Norte,,52782885.81999999,48705636.650000006,4077249.1700000004
35174,Vale do Paraíba/Região Serrana,2018-2021,12695128.320000002,11259692.31,1435436.01
35173,Litoral Norte,2014-2017,8827452.27,7861035.36,966416.9099999999
35174,Vale do Paraíba/Região Serrana,2014-2017,17447622.03,16203052.92,1244569.1099999999
35174,Vale do Paraíba/Região Serrana,,20994164.09,19436679.73,1557484.3600000003
41001,1ª RS Paranaguá,,16833663.82,15025263.96,1808399.86
41001,1ª RS Paranaguá,2014-2017,4253372.65,3806340,447032.65
41002,2ª RS Metropolitana,,3829306037.1699986,2368836710.06,1460469327.1100006
41002,2ª RS Metropolitana,2014-2017,2419067573.670002,2231768287.08,187299286.59000003
41003,3ª RS Ponta Grossa,,79376131.21000001,65262518.43,14113612.780000003
41003,3ª RS Ponta Grossa,2014-2017,50322835.33000001,42863639.65,7459195.68
41004,4ª RS Irati,2014-2017,18072481.12,15491655.99,2580825.1300000004
41004,4ª RS Irati,,22179828.439999998,17842461.42,4337367.02
41005,5ª RS Guarapuava,,51572521.589999996,45121236.7,6451284.889999998
41005,5ª RS Guarapuava,2018-2021,41434801.760000005,37262501.29000001,4172300.4699999993
41006,6ª RS União da Vitória,2018-2021,22939605.409999996,21704112.19,1235493.2199999997
41007,7ª RS Pato Branco,2018-2021,34321051.76,32126337.31,2194714.4499999997
41008,8ª RS Francisco Beltrão,2018-2021,29765374.789999995,26332981.060000002,3432393.73
41009,9ª RS Foz do Iguaçu,2018-2021,13644778.74,12685216.219999999,959562.5200000001
41005,5ª RS Guarapuava,2014-2017,31148165.230000004,27758691,3389474.2300000004
41006,6ª RS União da Vitória,2014-2017,7618899.18,6111689.92,1507209.26
41006,6ª RS União da Vitória,,42215384,38896301.91,3319082.09
41007,7ª RS Pato Branco,,68263242.92000002,60445256.63999999,7817986.28
41007,7ª RS Pato Branco,2014-2017,25858346.98,24162116.6,1696230.3800000004
41008,8ª RS Francisco Beltrão,,85145421.81,76574660.78000002,8570761.030000007
41013,13ª RS Cianorte,2018-2021,12866400.890000002,12276635.120000001,589765.7699999999
41008,8ª RS Francisco Beltrão,2014-2017,41124064.39000001,37086350.58,4037713.8100000015
41009,9ª RS Foz do Iguaçu,,29555417.080000006,25959941.680000003,3595475.399999999
41012,12ª RS Umuarama,2018-2021,25889026.369999994,22012617.319999997,3876409.0500000007
41009,9ª RS Foz do Iguaçu,2014-2017,85580969.24000001,81049577.39,4531391.85
41010,10ª RS Cascavel,,55385481.93999998,48837291.970000006,6548189.97
41010,10ª RS Cascavel,2018-2021,55712097.220000006,52008708.62000001,3703388.6
41010,10ª RS Cascavel,2014-2017,25978456.169999998,23917280.73,2061175.4400000004
41011,11ª RS Campo Mourão,,46334607.84000001,43027227.87,3307379.9699999993
41011,11ª RS Campo Mourão,2018-2021,16602244.170000002,14541173.780000001,2061070.3900000001
41014,14ª RS Paranavaí,2018-2021,20889074.340000007,18562897.740000002,2326176.6
41015,15ª RS Maringá,2018-2021,27870238.160000004,24463880.830000006,3406357.329999999
41011,11ª RS Campo Mourão,2014-2017,23015787.43,21076607.490000002,1939179.9400000004
41012,12ª RS Umuarama,2014-2017,37734707.84000001,34582591.169999994,3152116.670000001
41012,12ª RS Umuarama,,61410973.410000004,56102764.95999999,5308208.449999999
41013,13ª RS Cianorte,,20235374.82,18653590.14,1581784.68
41017,17ª RS Londrina,2018-2021,19904002.88,16083809.91,3820192.969999999
41018,18ª RS Cornélio Procópio,2018-2021,23756948.659999996,21415973.79,2340974.8700000006
41013,13ª RS Cianorte,2014-2017,13028765.330000002,11926096.81,1102668.5199999998
41014,14ª RS Paranavaí,,97254535.45999998,90032131.91000001,7222403.550000004
41014,14ª RS Paranavaí,2014-2017,17752205.47,15989442.72,1762762.75
41015,15ª RS Maringá,,79016696.29000002,69417157.22,9599539.069999998
41016,16ª RS Apucarana,2018-2021,17939976.759999998,15761245.39,2178731.37
41015,15ª RS Maringá,2014-2017,119769278.43999997,108460563.48999998,11308714.950000007
41016,16ª RS Apucarana,2014-2017,21700600.350000013,18533447.049999997,3167153.3000000007
41016,16ª RS Apucarana,,43985450.68,36592899.870000005,7392550.8100000005
41017,17ª RS Londrina,,94410705.66999999,77250904.04,17159801.630000003
41017,17ª RS Londrina,2014-2017,201995465.93000004,184824255.92000005,17171210.009999998
41018,18ª RS Cornélio Procópio,,37619470.12,30382278.5,7237191.620000001
41018,18ª RS Cornélio Procópio,2014-2017,10652025.69,9058200,1593825.6899999997
41019,19ª RS Jacarezinho,,37097093.82000001,31892497.16,5204596.66
41019,19ª RS Jacarezinho,2018-2021,24309635.279999997,22405200.990000002,1904434.29
41020,20ª RS Toledo,2018-2021,12708566.84,10375236.98,2333329.86
41019,19ª RS Jacarezinho,2014-2017,19065633.300000004,17705311.47,1360321.83
41020,20ª RS Toledo,,68778661.06000002,59536120.39000001,9242540.669999998
41022,22ª RS Ivaiporã,2018-2021,10755265.990000002,9086835.85,1668430.1400000001
41020,20ª RS Toledo,2014-2017,27214382.750000007,22592861.25,4621521.500000002
41021,21ª RS Telêmaco Borba,,11386458.63,10082097.98,1304360.6500000001
41021,21ª RS Telêmaco Borba,2018-2021,8345221.44,7637669.67,707551.77
42001,Extremo Oeste,2018-2021,33722482.519999996,28901854.360000007,4820628.16
42003,Xanxerê,2018-2021,28353621.720000003,22830483.210000005,5523138.510000001
42004,Alto Vale do Itajaí,2018-2021,36622048.83999999,32787205.820000008,3834843.02
41021,21ª RS Telêmaco Borba,2014-2017,11368359.82,8228330.9,3140028.92
41022,22ª RS Ivaiporã,,25952404.6,24176285.54,1776119.0599999998
42006,Médio Vale do Itajaí,2018-2021,49528674.72,41680473.07000001,7848201.65
42008,Meio Oeste,2018-2021,34794809.41,31738683.290000003,3056126.1199999996
41022,22ª RS Ivaiporã,2014-2017,9852768.639999999,8137831.96,1714936.6800000004
42001,Extremo Oeste,,71123557.32999995,60392285.4,10731271.930000002
42001,Extremo Oeste,2014-2017,24635920.770000007,23772020.14,863900.6300000002
42002,Oeste,,52235693.99000004,44074367.98,8161326.010000002
42002,Oeste,2018-2021,25905782.48,22733303.22,3172479.26
42002,Oeste,2014-2017,13495959.790000001,12816448.74,679511.0499999998
42003,Xanxerê,,56015720.82999999,48123364.72,7892356.110000001
42009,Alto Vale do Rio do Peixe,2018-2021,16006027.190000001,13770209.399999999,2235817.7899999996
42003,Xanxerê,2014-2017,21961551.55000001,20851439.02,1110112.53
42004,Alto Vale do Itajaí,2014-2017,20466704.539999995,19558766.11,907938.4299999998
42004,Alto Vale do Itajaí,,61881358.959999986,51657051.29,10224307.67
42005,Foz do Rio Itajaí,,99962319.16,82182207.81000002,17780111.350000005
42005,Foz do Rio Itajaí,2018-2021,20056775.640000008,18297965.98,1758809.6599999995
42007,Grande Florianópolis,2018-2021,25071642.770000007,22627931.78,2443710.9899999998
42010,Alto Uruguai Catarinense,2018-2021,18577408.669999998,15804346.48,2773062.1899999995
42005,Foz do Rio Itajaí,2014-2017,14510360.35,12988326.64,1522033.7100000011
42006,Médio Vale do Itajaí,2014-2017,190171759.58000004,171824505.23000002,18347254.349999998
42006,Médio Vale do Itajaí,,187250858.01000002,158668248.27,28582609.740000002
42007,Grande Florianópolis,,688526860.86,534235617.21000004,154291243.65000007
42007,Grande Florianópolis,2014-2017,76514148.28999998,68108086.59,8406061.699999994
42008,Meio Oeste,,43909225.02999999,36943130.32,6966094.710000002
42008,Meio Oeste,2014-2017,10940642.449999996,10527019.55,413622.8999999998
42009,Alto Vale do Rio do Peixe,,48796730.129999995,41838917.900000006,6957812.23
42009,Alto Vale do Rio do Peixe,2014-2017,14968988.299999999,13971635.870000001,997352.4299999997
42010,Alto Uruguai Catarinense,,39186711.09,32988166.03,6198545.0600000005
42010,Alto Uruguai Catarinense,2014-2017,6076720.24,5603587.59,473132.6499999999
42011,Nordeste,,156832313.11999997,125163739.99000002,31668573.129999973
42011,Nordeste,2018-2021,69622204.32000001,64905692.160000004,4716512.159999998
42011,Nordeste,2014-2017,59147585.45000003,55326622.089999996,3820963.360000002
42012,Planalto Norte,,105154030.76999998,90385533.41999999,14768497.350000001
42012,Planalto Norte,2018-2021,42044057.11,38245519.190000005,3798537.9199999995
42014,Extremo Sul Catarinense,2018-2021,53508408.78000001,49627206.37000001,3881202.4100000015
43008,Região 08 - Vale do Caí e Metropolitana,2018-2021,44700017.519999996,38858495.650000006,5841521.869999998
42012,Planalto Norte,2014-2017,20835699.550000004,19563703.939999998,1271995.61
42013,Serra Catarinense,,58313156.320000015,51719274.44000001,6593881.8800000055
42013,Serra Catarinense,2018-2021,23252813.609999996,21208825.67,2043987.9399999997
42013,Serra Catarinense,2014-2017,12585474.599999998,11815475.629999999,769998.9699999999
42014,Extremo Sul Catarinense,,49001866.69,41243399.92,7758466.770000002
42014,Extremo Sul Catarinense,2014-2017,16521853.669999998,15067616.48,1454237.1900000009
42015,Carbonífera,,55214616.04000002,46179107.13,9035508.909999996
42015,Carbonífera,2018-2021,36020859,31974346.510000005,4046512.49
42016,Laguna,2018-2021,40608957.830000006,37002028.71,3606929.1199999996
43001,Região 01 - Verdes Campos,2018-2021,18205799.539999995,15425027.850000001,2780771.69
