_regional_saude_id,_regional_saude_nome,_quadrienio,vlr_investimento_sum,vlr_repasse_financiamento_sum,vlr_contrapartida_sum
26009,Petrolina,2018-2021,51439538.65,48647347.93000001,2792190.7199999997
26008,Palmares,2014-2017,9971860.47,9083979.88,887880.5900000001
26009,Petrolina,2014-2017,138200074.11,126063139.53999999,12136934.569999997
26009,Petrolina,,54635307.610000014,50845653.09,3789654.5200000005
26010,Recife,,3599412178.1099997,3310791749.4499993,288620428.6600002
26010,Recife,2014-2017,1272505912.490001,1000240091.02,272265821.4699999
26011,Salgueiro,,12185612.45,10866116,1319496.45
26011,Salgueiro,2014-2017,7023056.02,6122790,900266.0200000001
26012,Serra Talhada,,19397955.75,17744525.14,1653430.6099999999
26012,Serra Talhada,2018-2021,27326709.290000003,25851595.23,1475114.06
27001,1ª Região de Saúde,2018-2021,120416559.76,117880562.29999998,2535997.4600000004
27002,2ª Região de Saúde,2018-2021,2588109.27,2458679.52,129429.75
27004,4ª Região de Saúde,2018-2021,3784084.72,3670117.1900000004,113967.53
27008,8ª Região de Saúde,2018-2021,4318480.48,4189905.1000000006,128575.38
26012,Serra Talhada,2014-2017,16422555.34,14394153.629999999,2028401.71
27001,1ª Região de Saúde,,573425662.1699998,523345989.21999985,50079672.95
27001,1ª Região de Saúde,2014-2017,30516396.58,30209067.06,307329.51999999996
27002,2ª Região de Saúde,,18704935.520000003,17983790.22,721145.2999999999
27003,3ª Região de Saúde,2018-2021,1470870.79,1432067.9,38802.89
27002,2ª Região de Saúde,2014-2017,5448509.380000001,5368959.4399999995,79549.94
27003,3ª Região de Saúde,,24565870.950000003,23639997.880000006,925873.07
27003,3ª Região de Saúde,2014-2017,12599282.45,12421512.479999999,177769.97
27004,4ª Região de Saúde,,19602581.77,18828185.779999997,774395.99
27007,7ª Região de Saúde,2018-2021,78358351.28,77755475.44,602875.8400000001
27004,4ª Região de Saúde,2014-2017,6355271.6,6154054.57,201217.02999999997
27005,5ª Região de Saúde,,20781178.089999992,19968469.88,812708.21
27005,5ª Região de Saúde,2018-2021,1673624.83,1641104,32520.83
27005,5ª Região de Saúde,2014-2017,12870253.659999996,12471859.389999999,398394.27
27006,6ª Região de Saúde,,31403616.849999998,29453690.24,1949926.6100000008
27006,6ª Região de Saúde,2018-2021,1455609.87,1434918,20691.87
27009,9ª Região de Saúde,2018-2021,11449749.04,11104824.61,344924.43
27006,6ª Região de Saúde,2014-2017,6164756.069999999,5775892.8,388863.26999999996
27007,7ª Região de Saúde,,97340153.12000002,90991521.03000002,6348632.09
27007,7ª Região de Saúde,2014-2017,11318719.03,11201367.059999999,117351.97000000002
27008,8ª Região de Saúde,,29481395.11,27825568.33,1655826.78
27008,8ª Região de Saúde,2014-2017,5123497.109999999,5013435.63,110061.48000000001
27009,9ª Região de Saúde,,43595223.34,42060024.3,1535199.0399999998
27009,9ª Região de Saúde,2014-2017,4216069.01,4096013.43,120055.58000000002
27010,10ª Região de Saúde,,30315189.96,29498568.52,816621.4400000001
27010,10ª Região de Saúde,2018-2021,12027430,11967470,59960
27010,10ª Região de Saúde,2014-2017,3265527.43,3214313.43,51214
28001,Aracaju,,173046560.41999996,129929225.73,43117334.69000002
28001,Aracaju,2018-2021,12620112.26,12031950.9,588161.36
28001,Aracaju,2014-2017,264059244.37,229997836.35000002,34061408.02
28002,Estância,,53892477.69000001,50605057.63999999,3287420.0499999993
28002,Estância,2018-2021,21186024.29,19076822.37,2109201.92
28002,Estância,2014-2017,15447034.18,14616470,830564.1799999999
28003,Itabaiana,,51021564.34,47750613.13999999,3270951.2
28003,Itabaiana,2018-2021,32550924.97,31918304.64,632620.33
28003,Itabaiana,2014-2017,34614299.11000001,32699192.560000002,1915106.55
28004,Lagarto,,26304646.580000002,24434966.78,1869679.8
28004,Lagarto,2018-2021,12246210.610000001,11792314.65,453895.96
28005,Nossa Senhora da Glória,2018-2021,13526356.399999999,13248006.09,278350.31
29001,Alagoinhas,2018-2021,24308822.51,23398460.92,910361.5899999999
29002,Barreiras,2018-2021,39984539.47,32792491.740000002,7192047.730000001
29010,Irecê,2018-2021,33963133.31,30088487.189999998,3874646.12
28004,Lagarto,2014-2017,24948343.130000003,24031632.17,916710.96
28005,Nossa Senhora da Glória,,18550902.450000003,17853887.03,697015.4199999999
28006,Nossa Senhora do Socorro,2018-2021,40287916.03,39133118.19,1154797.84
29008,Ibotirama,2018-2021,5768853,5626054.700000001,142798.29999999996
29009,Ilhéus,2018-2021,9872305.129999999,9536466.079999998,335839.05000000005
28005,Nossa Senhora da Glória,2014-2017,7338595.81,7179235.35,159360.46000000002
28006,Nossa Senhora do Socorro,2014-2017,19037849.819999997,17126846.34,1911003.4799999997
28006,Nossa Senhora do Socorro,,56715135.54999999,52155543.510000005,4559592.04
28007,Propriá,,37965537.03,35997574.31999999,1967962.7100000002
28007,Propriá,2018-2021,15273228.54,14975483.02,297745.51999999996
29003,Brumado,2018-2021,13054374.84,12715594.760000002,338780.07999999996
29004,Camaçari,2018-2021,29471328.79,29017079.92,454248.87000000005
28007,Propriá,2014-2017,15788290.81,15386719.59,401571.2199999999
29001,Alagoinhas,,54911903.85,50516744.22,4395159.63
29001,Alagoinhas,2014-2017,16528972.05,16050848,478124.0500000001
29002,Barreiras,2014-2017,26604640.290000003,25449205.9,1155434.3900000001
29002,Barreiras,,56991648.919999994,53786600.38,3205048.5399999996
29003,Brumado,,68282927.22,64071216.41,4211710.81
29003,Brumado,2014-2017,25406962.479999997,24658037.78,748924.7
29004,Camaçari,,118794986.40000002,107746957.01000002,11048029.389999999
29005,Cruz das Almas,2018-2021,9185630.299999999,8897460.27,288170.03
29006,Feira de Santana,2018-2021,29894650.77,28983963.82,910686.9499999998
29004,Camaçari,2014-2017,13324042.34,12840137.07,483905.27
29005,Cruz das Almas,,53576829.49,49954268.69,3622560.8
29005,Cruz das Almas,2014-2017,12847889.140000002,12098324.97,749564.1699999998
29006,Feira de Santana,,234945309.00000003,216616518.47,18328790.52999999
29006,Feira de Santana,2014-2017,40404465.23,39184984.5,1219480.7300000002
29007,Guanambi,,49538028.74000001,47194690.51,2343338.2299999995
29007,Guanambi,2018-2021,7807892.61,7671509.539999999,136383.07
29007,Guanambi,2014-2017,15931346.92,15702207.48,229139.44
29008,Ibotirama,2014-2017,17651524.81,16885345.28,766179.5299999999
29008,Ibotirama,,27749666.91,26418765.91,1330900.9999999998
29009,Ilhéus,,31410869.759999994,28618852.79,2792016.97
29009,Ilhéus,2014-2017,8429806.91,7842066.54,587740.37
29010,Irecê,,122791685.32000002,119198091.75999999,3593593.5599999996
29010,Irecê,2014-2017,33745496.650000006,32693647.229999997,1051849.42
29011,Itaberaba,,40570140.02,37801543.68,2768596.34
29011,Itaberaba,2018-2021,14962665.780000001,14801009.7,161656.08
29011,Itaberaba,2014-2017,15865601.65,15616429.98,249171.67000000007
29012,Itabuna,,61334586.879999995,58591361.2,2743225.68
29012,Itabuna,2018-2021,18535636.13,18057956.82,477679.30999999994
29022,Santo Antônio de Jesus,2018-2021,43296687.30999999,41287014.440000005,2009672.8700000008
29012,Itabuna,2014-2017,14004822.590000002,12934608.030000001,1070214.5599999998
29013,Itapetinga,,36573999.580000006,35305083.24,1268916.3399999999
29013,Itapetinga,2018-2021,7719087.4399999995,7589176.76,129910.68000000001
29021,Santa Maria da Vitória,2018-2021,7923789.14,7705094.070000001,218695.06999999998
29013,Itapetinga,2014-2017,8703418.36,8567102.440000001,136315.91999999998
29014,Jacobina,,64341926.39,61340939.550000004,3000986.84
29014,Jacobina,2018-2021,14908639.32,14395859.940000001,512779.37999999995
29015,Jequié,2018-2021,24072617.51,23238104.14,834513.37
29018,Porto Seguro,2018-2021,6435826.18,5893972.04,541854.14
29019,Ribeira do Pombal,2018-2021,20682367.520000003,20222045.94,460321.57999999996
29014,Jacobina,2014-2017,18991178.04,18545945.869999997,445232.17
29015,Jequié,,92176267.1,87659352.78999999,4516914.309999999
29015,Jequié,2014-2017,31864028.040000007,28967256.349999998,2896771.69
29016,Juazeiro,,53775735.529999994,48474685.519999996,5301050.010000001
29016,Juazeiro,2018-2021,22544828.720000003,22018995.11,525833.61
29020,Salvador,2018-2021,138951733.69,131206052.34,7745681.35
29016,Juazeiro,2014-2017,9829866.47,9298437,531429.4700000001
29017,Paulo Afonso,,30084875.21,27921941.880000003,2162933.33
29017,Paulo Afonso,2018-2021,5765675.68,5624242.66,141433.02000000002
29017,Paulo Afonso,2014-2017,7095738.06,6588808,506930.06000000006
29018,Porto Seguro,,25628308.549999997,23929820.779999997,1698487.7700000003
29023,Seabra,2018-2021,8750614.079999998,8573969.72,176644.36000000002
29018,Porto Seguro,2014-2017,11389938.46,10736517.180000002,653421.2799999999
29019,Ribeira do Pombal,,70994792.93,68275393.15,2719399.7800000007
29019,Ribeira do Pombal,2014-2017,15121686.48,14525941.55,595744.93
29020,Salvador,,4494400377.470001,3579121049.53,915279327.94
29020,Salvador,2014-2017,1976525282.5299997,1769247455.6200004,207277826.90999997
29021,Santa Maria da Vitória,2014-2017,25377125.009999998,24841694.319999997,535430.6900000001
29021,Santa Maria da Vitória,,37914467.35,35892159.15,2022308.1999999997
29022,Santo Antônio de Jesus,,83763270.58000003,79294831.96,4468438.620000001
29024,Senhor do Bonfim,2018-2021,14233613.21,13727404.68,506208.52999999997
29022,Santo Antônio de Jesus,2014-2017,28462448.369999997,27284693.290000003,1177755.08
29023,Seabra,,34759389.4,33800060.9,959328.5000000001
29023,Seabra,2014-2017,10006162.610000001,9754961.04,251201.57000000004
29024,Senhor do Bonfim,,28546852.050000004,27226955.07,1319896.9800000002
29024,Senhor do Bonfim,2014-2017,6763657.76,6563221.95,200435.81
29025,Serrinha,,98956304.57,94075355.11999999,4880949.449999998
29025,Serrinha,2018-2021,22411921.01,21985460.169999998,426460.83999999997
29026,Teixeira de Freitas,,80642457.49,74433094.56,6209362.930000002
29026,Teixeira de Freitas,2018-2021,17098071.05,16391708.25,706362.7999999999
29027,Valença,2018-2021,12948688.29,12223747.85,724940.4400000001
29028,Vitória da Conquista,2018-2021,16639331.07,16430963.8,208367.27
31001,Alfenas / Machado,2018-2021,36051954.1,32649689.020000003,3402265.0800000005
31003,Itajubá,2018-2021,34003035.27,32328839.10000001,1674196.17
31010,Três Corações,2018-2021,5888684.72,5558293.71,330391.01
29026,Teixeira de Freitas,2014-2017,15780198.34,15294950.15,485248.19000000006
29027,Valença,,35904306.52,34340946.730000004,1563359.7899999996
29027,Valença,2014-2017,10006758.559999999,9503427.33,503331.2299999999
29028,Vitória da Conquista,,105239948.05,99315162.05,5924785.999999999
29028,Vitória da Conquista,2014-2017,92582642.45,88253897.42999999,4328745.02
31001,Alfenas / Machado,,22316564.749999996,19735037.66,2581527.0899999994
31004,Lavras,2018-2021,8756338.910000002,7924163,832175.9099999999
31001,Alfenas / Machado,2014-2017,8894363.99,7740167.07,1154196.9200000002
31002,Guaxupé,,14213224.630000006,12941526.250000002,1271698.3800000001
31002,Guaxupé,2018-2021,22435250.980000004,21566355.300000004,868895.6799999998
31008,São Lourenço,2018-2021,22250358.029999994,21796541.54,453816.4899999999
31011,Três Pontas,2018-2021,3264287.0999999996,3150170.14,114116.95999999999
31002,Guaxupé,2014-2017,8504970.02,7693828.77,811141.2499999999
31003,Itajubá,,14527981.87,12568347,1959634.8699999999
31003,Itajubá,2014-2017,6391013.039999999,6016124.859999999,374888.18
31004,Lavras,,5157978.989999999,4754080.16,403898.8299999999
31006,Poços de Caldas,2018-2021,7435103,7163280.57,271822.43
31007,Pouso Alegre,2018-2021,62250654.859999985,58426219.949999996,3824434.9100000006
31004,Lavras,2014-2017,6763805.18,5994281.8100000005,769523.3699999999
31006,Poços de Caldas,,43121021.940000005,39748062.870000005,3372959.0699999994
31006,Poços de Caldas,2014-2017,3132723.03,2825373.08,307349.94999999995
31007,Pouso Alegre,2014-2017,19223881.550000004,17385099.869999997,1838781.6800000004
31007,Pouso Alegre,,49571555.190000005,46254195.760000005,3317359.4300000016
31008,São Lourenço,,23208457.08,21672641.54,1535815.5400000003
31012,Varginha,2018-2021,8689261.23,8396892.129999999,292369.1
31008,São Lourenço,2014-2017,9482376.209999999,9103897,378479.2099999998
31009,São Sebastião do Paraíso,,13597332.52,11813690.719999999,1783641.8000000003
31009,São Sebastião do Paraíso,2018-2021,6186333.01,5935156.37,251176.64
31009,São Sebastião do Paraíso,2014-2017,4252001.73,4045128.54,206873.19
31010,Três Corações,,16201141.229999999,13753060.79,2448080.440000001
31010,Três Corações,2014-2017,3096785.16,2653139,443646.16000000003
31011,Três Pontas,,10320700.6,9302609.219999999,1018091.38
31011,Três Pontas,2014-2017,3492156.6500000004,3373309.63,118847.02
31012,Varginha,,5734354.97,4239321.47,1495033.5
31012,Varginha,2014-2017,3158243.1900000004,2953225.8800000004,205017.31
31013,Barbacena,,9536253.260000002,8557458.02,978795.24
31013,Barbacena,2018-2021,10855234.610000001,10155925.61,699309
31015,São João Del Rei,2018-2021,16821027.18,15492802.370000001,1328224.81
31013,Barbacena,2014-2017,7811085.469999999,7652880.619999999,158204.85
31015,São João Del Rei,,19258371.230000004,16972510.200000003,2285861.0299999993
31017,Betim,2018-2021,18450050.46,16774893.93,1675156.53
31015,São João Del Rei,2014-2017,13405014.729999997,12499937.070000002,905077.66
31016,Belo Horizonte/ Nova Lima/ Caeté,,7462244079.470003,5543659330.020001,1918584749.4500008
31016,Belo Horizonte/ Nova Lima/ Caeté,2018-2021,21623457,19425407.169999998,2198049.83
31020,Guanhães,2018-2021,4361436.600000001,4197623.74,163812.86
31021,Itabira,2018-2021,5856576.7700000005,5488460.29,368116.48000000004
31024,Sete Lagoas,2018-2021,17480698.659999996,16127688.110000001,1353010.55
31025,Vespasiano,2018-2021,53142453.760000005,31372299.650000002,21770154.109999996
31016,Belo Horizonte/ Nova Lima/ Caeté,2014-2017,78863829.34999998,76686248.17,2177581.18
31017,Betim,2014-2017,18204780.82,17167988.09,1036792.73
31017,Betim,,175738921.91,164492743.09,11246178.82
31018,Contagem,,291182174.4500001,242881046.2,48301128.25
31018,Contagem,2018-2021,92084946.28,80025105.26,12059841.02
31018,Contagem,2014-2017,7858113.4,7333342.69,524770.71
31019,Curvelo,,19305665.959999997,17219782.28,2085883.6800000002
31019,Curvelo,2018-2021,10658874.81,9497562.690000001,1161312.1199999996
31019,Curvelo,2014-2017,10614954.700000001,9976589.71,638364.99
31020,Guanhães,,8007583.269999998,7311243.550000001,696339.7200000002
31020,Guanhães,2014-2017,2515970.51,2459900,56070.509999999995
31021,Itabira,,6206012.62,5608431.99,597580.6300000001
31022,Ouro Preto,2018-2021,779508.26,668571.42,110936.84
31023,João Monlevade,2018-2021,14675068.680000003,13625608.82,1049459.86
31026,Diamantina,2018-2021,8373892.590000001,7724697.540000001,649195.05
29025,Serrinha,2014-2017,29458677.15,28475951.130000003,982726.02
31021,Itabira,2014-2017,5171318.9,4803469.6,367849.29999999993
31022,Ouro Preto,,7233868.66,6051169.3100000005,1182699.3499999999
31022,Ouro Preto,2014-2017,275194.11,245850,29344.11
31023,João Monlevade,,5235663.75,4515002.66,720661.09
31023,João Monlevade,2014-2017,2950121.6,2849245.14,100876.46000000002
31024,Sete Lagoas,2014-2017,73760188.94999997,65599547.62,8160641.329999998
31024,Sete Lagoas,,74614478.45,62810957.099999994,11803521.349999998
31025,Vespasiano,,30369866.320000004,24747819.6,5622046.719999999
31027,Turmalina/Minas Novas/Capelinha,2018-2021,4098744.3200000008,4003439.14,95305.17999999998
31025,Vespasiano,2014-2017,10176097.41,9592918.809999999,583178.6
31026,Diamantina,,7741252.159999998,7189349.390000001,551902.7699999999
31026,Diamantina,2014-2017,4233836.79,4188085.23,45751.56
31027,Turmalina/Minas Novas/Capelinha,,7873335.4,7157487.58,715847.82
31027,Turmalina/Minas Novas/Capelinha,2014-2017,5460923.1000000015,5349437,111486.1
31028,Bom Despacho,,11041823.130000003,9268979.11,1772844.0200000003
31028,Bom Despacho,2018-2021,10884483.099999998,10092593.370000001,791889.73
31028,Bom Despacho,2014-2017,8649775.989999998,7890600.74,759175.2499999999
31030,Formiga,,15296879.060000004,13025275.26,2271603.8
31030,Formiga,2018-2021,9318798.48,8638882.82,679915.66
31030,Formiga,2014-2017,7164825.37,6820414,344411.37
31031,Itaúna,,11752224.420000002,9773934.219999999,1978290.2000000002
31031,Itaúna,2018-2021,4853817.2,4626470.37,227346.83000000002
31040,Resplendor,2018-2021,5534853.95,5091710.800000001,443143.14999999997
31031,Itaúna,2014-2017,5345498.24,4721467.16,624031.0800000001
31032,Pará de Minas,,19511470.61,16964152.9,2547317.7099999995
31032,Pará de Minas,2018-2021,20486848.59,19860157.560000002,626691.03
31034,Caratinga,2018-2021,17848095.59,17061896.22,786199.37
31032,Pará de Minas,2014-2017,5418115.079999998,5091835.45,326279.63
31034,Caratinga,,17045806.38,15676545.77,1369260.6100000003
31037,Ipatinga,2018-2021,31150464.67,29271662.65,1878802.0199999998
31041,Além  Paraíba,2018-2021,6689196.01,6463350,225846.00999999998
31034,Caratinga,2014-2017,9591267.359999998,9313481.93,277785.43
31035,Coronel Fabriciano/Timóteo,,21868342.090000004,18578218.310000002,3290123.78
31035,Coronel Fabriciano/Timóteo,2018-2021,16708705.529999997,14954096.99,1754608.5399999996
31035,Coronel Fabriciano/Timóteo,2014-2017,9185096.87,8798043.34,387053.5299999999
31036,Governador Valadares,,53140129.930000015,49681881.92,3458248.01
31036,Governador Valadares,2018-2021,24366410.630000003,22778670.09,1587740.54
31036,Governador Valadares,2014-2017,21162925.400000006,20761274.51,401650.88999999984
31037,Ipatinga,2014-2017,11436467.749999998,10799343.07,637124.6799999998
31037,Ipatinga,,31714055.080000006,29043808.89,2670246.1899999995
31038,Mantena,,16828142.099999998,15675810.11,1152331.9899999998
31038,Mantena,2018-2021,12341987.049999999,12058586.55,283400.5
31038,Mantena,2014-2017,14560916.29,14345636.06,215280.23
31040,Resplendor,,9931896.350000001,9058140.8,873755.5499999999
31040,Resplendor,2014-2017,5032677.829999999,4948504.03,84173.80000000002
31041,Além  Paraíba,,3619658.9500000007,3376490,243168.95
31041,Além  Paraíba,2014-2017,1615366.4,1583890,31476.4
31042,Carangola,,15693227.190000001,14368972.57,1324254.6200000006
31042,Carangola,2018-2021,10568322.35,10182186,386136.35
31042,Carangola,2014-2017,4791937.5,4700628.51,91308.99000000002
31044,Leopoldina / Cataguases,,8774107.489999998,7534023.04,1240084.45
31044,Leopoldina / Cataguases,2018-2021,12628627.6,11905236.22,723391.3799999999
31044,Leopoldina / Cataguases,2014-2017,6432397.330000001,5805239.41,627157.9199999999
31045,Muriaé,,18196429.240000002,16268108.290000001,1928320.9500000002
31045,Muriaé,2018-2021,6505598.199999999,5744077.52,761520.6799999999
31045,Muriaé,2014-2017,11846024.689999998,11407288.3,438736.38999999996
31046,Santos Dumont,,10774481.420000002,9686056.6,1088424.82
31046,Santos Dumont,2018-2021,2473103.54,2395818.09,77285.45
31047,São João Nepomuceno / bicas,,12581696,11894503.94,687192.0599999999
31047,São João Nepomuceno / bicas,2018-2021,8092382.990000001,7678072.96,414310.0299999999
31048,Ubá,2018-2021,16169729.29,15416053.9,753675.3899999999
31049,Brasília de Minas/São Francisco,2018-2021,7769700.46,7611342.9399999995,158357.52
31051,Francisco Sá,2018-2021,3832677.21,3794387.3400000003,38289.869999999995
31047,São João Nepomuceno / bicas,2014-2017,5409155.399999999,5073777.02,335378.38
31048,Ubá,,25294421.4,23137037.11,2157384.29
31052,Janaúba/Monte Azul,2018-2021,12018330.22,11828501.52,189828.69999999998
31053,Januária,2018-2021,2341690.2,2259721.62,81968.58
31058,Unaí,2018-2021,46778411.82,43759943.43000001,3018468.39
31059,Manhuaçu,2018-2021,19949286.27,19287156.75,662129.52
31046,Santos Dumont,2014-2017,1434084.08,1432650,1434.08
31048,Ubá,2014-2017,11531061.339999996,10778758.64,752302.6999999998
31049,Brasília de Minas/São Francisco,2014-2017,12804378.969999997,12401408.079999998,402970.89
31049,Brasília de Minas/São Francisco,,26883672.160000004,25090728.84,1792943.3200000003
31050,Coração de Jesus,,5217592.9,4871563.58,346029.32
31050,Coração de Jesus,2018-2021,721139.99,700569.14,20570.850000000002
31061,Viçosa,2018-2021,9486408.089999998,8546595.42,939812.67
31050,Coração de Jesus,2014-2017,314985.71,295300,19685.71
31051,Francisco Sá,,7670221.590000001,7108634.279999999,561587.31
31051,Francisco Sá,2014-2017,3744898.01,3704640,40258.01
31052,Janaúba/Monte Azul,,33954374.45,31606641.69,2347732.760000001
31052,Janaúba/Monte Azul,2014-2017,4314819.74,4125583.37,189236.37000000002
31053,Januária,,9124113.59,8857736.5,266377.08999999997
31055,Pirapora,2018-2021,7192088.32,6319337.470000001,872750.85
31053,Januária,2014-2017,1744532.6600000001,1713746.9700000002,30785.690000000002
31055,Pirapora,2014-2017,6321452.85,5791917.27,529535.5800000001
31055,Pirapora,,15201632.500000002,13877906.68,1323725.8200000003
31057,Patos de Minas,,44484432.83000001,40772336.39,3712096.4400000004
31057,Patos de Minas,2018-2021,16467742.709999999,15183348.8,1284393.9100000001
31062,Águas Formosas,2018-2021,2112707.24,2010761.47,101945.77
31057,Patos de Minas,2014-2017,5454373.44,4988501.73,465871.70999999996
31058,Unaí,,32496544.40999999,29025700.41,3470843.999999999
31058,Unaí,2014-2017,10966014.750000002,10186368.75,779645.9999999998
31059,Manhuaçu,,41652566.260000005,38722727.29,2929838.9699999997
31059,Manhuaçu,2014-2017,16201342.169999994,15789773.96,411568.20999999985
31060,Ponte Nova,,23169948.530000005,20891130.56,2278817.9699999997
31060,Ponte Nova,2018-2021,18277624.2,17039184.73,1238439.47
31060,Ponte Nova,2014-2017,13544798.079999994,12747160.329999998,797637.7499999997
31061,Viçosa,,11226286.629999999,10345563.35,880723.2799999998
31061,Viçosa,2014-2017,6464080.540000001,5910200,553880.5399999999
31062,Águas Formosas,,7682276.16,7285193.68,397082.48
31062,Águas Formosas,2014-2017,1888017.6,1870700,17317.6
31064,Araçuaí,,6407209.260000001,5965365.25,441844.00999999995
31064,Araçuaí,2018-2021,2420515.7600000002,2403863.33,16652.43
31065,Itaobim,2018-2021,2048459.4100000001,1788738.28,259721.13
31073,Ituiutaba,2018-2021,17769773.299999997,16511976.91,1257796.3900000001
31076,Manga,2018-2021,2273502.1799999997,2220865.91,52636.270000000004
31064,Araçuaí,2014-2017,1325948.06,1312325.99,13622.07
31065,Itaobim,,8108241.829999998,7689277.350000001,418964.4799999999
31067,Padre Paraíso,2018-2021,2202499.5,2074320.28,128179.22
31074,Patrocínio / Monte Carmelo,2018-2021,13249633.29,12436000.61,813632.6799999999
31077,João Pinheiro,2018-2021,31587118.12,29266620.810000002,2320497.31
31065,Itaobim,2014-2017,2152766.62,2138246.63,14519.990000000002
31066,Nanuque,,6273588.879999999,5790626.75,482962.13
31066,Nanuque,2018-2021,3515490.25,3267898.8,247591.45
31068,Pedra azul,2018-2021,1727218.7,1711121.1400000001,16097.560000000001
31066,Nanuque,2014-2017,1871117.6900000002,1771800,99317.69
31067,Padre Paraíso,,6968152.08,6825210,142942.08
31071,Frutal / Iturama,2018-2021,48010779.410000004,42573494.27,5437285.140000001
31067,Padre Paraíso,2014-2017,1367704.1099999999,1328150,39554.10999999999
31068,Pedra azul,,5502813.78,5361163.16,141650.62
31068,Pedra azul,2014-2017,1062125.22,1051016.94,11108.279999999999
31070,Araxá,,18092345.910000004,15954986.08,2137359.8300000005
31070,Araxá,2018-2021,15841790.439999998,14923931.43,917859.0099999999
31075,Uberlândia / Araguari,2018-2021,14150425.96,12100527.09,2049898.87
31078,Congonhas,2018-2021,3009719.71,2491229,518490.70999999996
31070,Araxá,2014-2017,4666057.100000001,4541359,124698.1
31071,Frutal / Iturama,,31242426.059999995,28561812.89,2680613.1700000004
31072,Uberaba,2018-2021,10229781.41,8929208.09,1300573.32
31071,Frutal / Iturama,2014-2017,16980743.229999997,16079035.56,901707.67
31072,Uberaba,2014-2017,54966643.229999974,50137592.4,4829050.830000001
31072,Uberaba,,21774517.92,19506933.04,2267584.88
31073,Ituiutaba,2014-2017,20792048.280000005,19440000,1352048.28
31073,Ituiutaba,,24897620.68,22462120,2435500.6799999997
31074,Patrocínio / Monte Carmelo,2014-2017,16829680.189999998,15608950.61,1220729.58
31074,Patrocínio / Monte Carmelo,,38552132.089999996,33077015.439999998,5475116.649999999
31075,Uberlândia / Araguari,,88809909.22999999,81689915.41,7119993.820000001
31075,Uberlândia / Araguari,2014-2017,142648461.82999998,134683768.5,7964693.33
31076,Manga,,7006526.85,6646774.15,359752.69999999995
31076,Manga,2014-2017,953708.61,866120,87588.61
31077,João Pinheiro,,10682974.819999998,9701160.549999999,981814.2699999999
31077,João Pinheiro,2014-2017,6282210.16,5657525.9,624684.2599999999
31078,Congonhas,,5082419.160000002,4133289.42,949129.74
31078,Congonhas,2014-2017,4179613.5999999996,3626265,553348.6
31079,Conselheiro Lafaiete,,15075231.889999999,13070766.66,2004465.2299999997
31079,Conselheiro Lafaiete,2018-2021,5116211.41,4616313.99,499897.42
31079,Conselheiro Lafaiete,2014-2017,4676915.369999999,4583450,93465.37000000001
31080,Peçanha/São João Evangelista,,5960515.98,5579382.590000001,381133.39
31080,Peçanha/São João Evangelista,2018-2021,5968733.9,5663240.26,305493.63999999996
31084,Montes Claros,2018-2021,7606331.49,7243718.140000001,362613.35
31086,Divinópolis,2018-2021,13835158.88,12772934.84,1062224.04
31087,Lagoa da Prata/Sto Ant do Monte,2018-2021,5245012,5108768.140000001,136243.86
31080,Peçanha/São João Evangelista,2014-2017,4549828.34,4417969.65,131858.69000000003
31081,Santa Maria do Suaçuí,,2848737.23,2759508.85,89228.38
31081,Santa Maria do Suaçuí,2018-2021,1844278.6700000002,1808127.1400000001,36151.53
31082,São Gotardo,2018-2021,2996205.35,2590346,405859.35
31085,Taiobeiras,2018-2021,8430873.629999999,8102121.5,328752.13
31090,Lima Duarte,2018-2021,8837127.47,8487807.04,349320.43
31091,Cassia,2018-2021,3016682.62,2790451.33,226231.29
31081,Santa Maria do Suaçuí,2014-2017,2607897.4400000004,2528357.59,79539.85
31082,São Gotardo,2014-2017,8090316.78,7837499.55,252817.23
31082,São Gotardo,,8667179.440000001,7709440.06,957739.3800000001
31083,Bocaiúva,,8082627.55,7318439.4,764188.1499999999
31083,Bocaiúva,2018-2021,2759232.9099999997,2520879.14,238353.77
31083,Bocaiúva,2014-2017,2642899.15,2458500,184399.15000000002
31084,Montes Claros,,26789358.800000004,23900106.4,2889252.400000001
31084,Montes Claros,2014-2017,1481873.99,1445389.51,36484.479999999996
31085,Taiobeiras,,14201527.58,13649372.39,552155.19
31088,Oliveira/Santo Antônio do Amparo,2018-2021,9555399.120000001,8674021.9,881377.22
31085,Taiobeiras,2014-2017,9931588.34,9883562.74,48025.59999999999
31086,Divinópolis,,57816858.68000001,46416832.489999995,11400026.190000003
31086,Divinópolis,2014-2017,28961350.94,27722610.619999997,1238740.3200000005
31087,Lagoa da Prata/Sto Ant do Monte,,11535272.729999999,8577506,2957766.7299999995
31092,Passos,2018-2021,15830395.679999998,13555550.45,2274845.23
31087,Lagoa da Prata/Sto Ant do Monte,2014-2017,8181713.489999999,7542565.98,639147.51
31088,Oliveira/Santo Antônio do Amparo,,10506703.750000002,9483580.96,1023122.7899999998
31088,Oliveira/Santo Antônio do Amparo,2014-2017,4733382.81,4605668.52,127714.29
31089,Campo Belo,,6759893.180000001,5687967.59,1071925.59
31089,Campo Belo,2018-2021,7681725.380000001,7476982.42,204742.96
31089,Campo Belo,2014-2017,5724240.909999998,5283992.89,440248.02
31090,Lima Duarte,,17393171.270000003,15593134.41,1800036.8599999999
